m,word,D,L,n_optimal,min_tax_a1,note
10,2212212211,4,4,1,SKIPPED(m>8),
10,2212212212,3,3,1,SKIPPED(m>8),
10,2212212221,3,3,1,SKIPPED(m>8),
10,2212212222,2,2,1,SKIPPED(m>8),
10,2212221111,5,5,1,SKIPPED(m>8),
10,2212221112,4,4,1,SKIPPED(m>8),
10,2212221121,4,4,1,SKIPPED(m>8),
10,2212221122,3,3,1,SKIPPED(m>8),
10,2212221211,4,4,1,SKIPPED(m>8),
10,2212221212,3,3,1,SKIPPED(m>8),
10,2212221221,3,3,1,SKIPPED(m>8),
10,2212221222,2,2,1,SKIPPED(m>8),
10,2212222111,4,4,1,SKIPPED(m>8),
10,2212222112,3,3,1,SKIPPED(m>8),
10,2212222121,3,3,1,SKIPPED(m>8),
10,2212222122,2,2,1,SKIPPED(m>8),
10,2212222211,3,3,1,SKIPPED(m>8),
10,2212222212,2,2,1,SKIPPED(m>8),
10,2212222221,2,2,1,SKIPPED(m>8),
10,2212222222,1,1,1,SKIPPED(m>8),
10,2221111111,7,7,1,SKIPPED(m>8),
10,2221111112,6,6,1,SKIPPED(m>8),
10,2221111121,6,6,1,SKIPPED(m>8),
10,2221111122,5,5,1,SKIPPED(m>8),
10,2221111211,6,6,1,SKIPPED(m>8),
10,2221111212,5,5,1,SKIPPED(m>8),
10,2221111221,5,5,1,SKIPPED(m>8),
10,2221111222,4,4,1,SKIPPED(m>8),
10,2221112111,6,6,1,SKIPPED(m>8),
10,2221112112,5,5,1,SKIPPED(m>8),
10,2221112121,5,5,1,SKIPPED(m>8),
10,2221112122,4,4,1,SKIPPED(m>8),
10,2221112211,5,5,1,SKIPPED(m>8),
10,2221112212,4,4,1,SKIPPED(m>8),
10,2221112221,4,4,1,SKIPPED(m>8),
10,2221112222,3,3,1,SKIPPED(m>8),
10,2221121111,6,6,1,SKIPPED(m>8),
10,2221121112,5,5,1,SKIPPED(m>8),
10,2221121121,5,5,1,SKIPPED(m>8),
10,2221121122,4,4,1,SKIPPED(m>8),
10,2221121211,5,5,1,SKIPPED(m>8),
10,2221121212,4,4,1,SKIPPED(m>8),
10,2221121221,4,4,1,SKIPPED(m>8),
10,2221121222,3,3,1,SKIPPED(m>8),
10,2221122111,5,5,1,SKIPPED(m>8),
10,2221122112,4,4,1,SKIPPED(m>8),
10,2221122121,4,4,1,SKIPPED(m>8),
10,2221122122,3,3,1,SKIPPED(m>8),
10,2221122211,4,4,1,SKIPPED(m>8),
10,2221122212,3,3,1,SKIPPED(m>8),
10,2221122221,3,3,1,SKIPPED(m>8),
10,2221122222,2,2,1,SKIPPED(m>8),
10,2221211111,6,6,1,SKIPPED(m>8),
10,2221211112,5,5,1,SKIPPED(m>8),
10,2221211121,5,5,1,SKIPPED(m>8),
10,2221211122,4,4,1,SKIPPED(m>8),
10,2221211211,5,5,1,SKIPPED(m>8),
10,2221211212,4,4,1,SKIPPED(m>8),
10,2221211221,4,4,1,SKIPPED(m>8),
10,2221211222,3,3,1,SKIPPED(m>8),
10,2221212111,5,5,1,SKIPPED(m>8),
10,2221212112,4,4,1,SKIPPED(m>8),
10,2221212121,4,4,1,SKIPPED(m>8),
10,2221212122,3,3,1,SKIPPED(m>8),
10,2221212211,4,4,1,SKIPPED(m>8),
10,2221212212,3,3,1,SKIPPED(m>8),
10,2221212221,3,3,1,SKIPPED(m>8),
10,2221212222,2,2,1,SKIPPED(m>8),
10,2221221111,5,5,1,SKIPPED(m>8),
10,2221221112,4,4,1,SKIPPED(m>8),
10,2221221121,4,4,1,SKIPPED(m>8),
10,2221221122,3,3,1,SKIPPED(m>8),
10,2221221211,4,4,1,SKIPPED(m>8),
10,2221221212,3,3,1,SKIPPED(m>8),
10,2221221221,3,3,1,SKIPPED(m>8),
10,2221221222,2,2,1,SKIPPED(m>8),
10,2221222111,4,4,1,SKIPPED(m>8),
10,2221222112,3,3,1,SKIPPED(m>8),
10,2221222121,3,3,1,SKIPPED(m>8),
10,2221222122,2,2,1,SKIPPED(m>8),
10,2221222211,3,3,1,SKIPPED(m>8),
10,2221222212,2,2,1,SKIPPED(m>8),
10,2221222221,2,2,1,SKIPPED(m>8),
10,2221222222,1,1,1,SKIPPED(m>8),
10,2222111111,6,6,1,SKIPPED(m>8),
10,2222111112,5,5,1,SKIPPED(m>8),
10,2222111121,5,5,1,SKIPPED(m>8),
10,2222111122,4,4,1,SKIPPED(m>8),
10,2222111211,5,5,1,SKIPPED(m>8),
10,2222111212,4,4,1,SKIPPED(m>8),
10,2222111221,4,4,1,SKIPPED(m>8),
10,2222111222,3,3,1,SKIPPED(m>8),
10,2222112111,5,5,1,SKIPPED(m>8),
10,2222112112,4,4,1,SKIPPED(m>8),
10,2222112121,4,4,1,SKIPPED(m>8),
10,2222112122,3,3,1,SKIPPED(m>8),
10,2222112211,4,4,1,SKIPPED(m>8),
10,2222112212,3,3,1,SKIPPED(m>8),
10,2222112221,3,3,1,SKIPPED(m>8),
10,2222112222,2,2,1,SKIPPED(m>8),
10,2222121111,5,5,1,SKIPPED(m>8),
10,2222121112,4,4,1,SKIPPED(m>8),
10,2222121121,4,4,1,SKIPPED(m>8),
10,2222121122,3,3,1,SKIPPED(m>8),
10,2222121211,4,4,1,SKIPPED(m>8),
10,2222121212,3,3,1,SKIPPED(m>8),
10,2222121221,3,3,1,SKIPPED(m>8),
10,2222121222,2,2,1,SKIPPED(m>8),
10,2222122111,4,4,1,SKIPPED(m>8),
10,2222122112,3,3,1,SKIPPED(m>8),
10,2222122121,3,3,1,SKIPPED(m>8),
10,2222122122,2,2,1,SKIPPED(m>8),
10,2222122211,3,3,1,SKIPPED(m>8),
10,2222122212,2,2,1,SKIPPED(m>8),
10,2222122221,2,2,1,SKIPPED(m>8),
10,2222122222,1,1,1,SKIPPED(m>8),
10,2222211111,5,5,1,SKIPPED(m>8),
10,2222211112,4,4,1,SKIPPED(m>8),
10,2222211121,4,4,1,SKIPPED(m>8),
10,2222211122,3,3,1,SKIPPED(m>8),
10,2222211211,4,4,1,SKIPPED(m>8),
10,2222211212,3,3,1,SKIPPED(m>8),
10,2222211221,3,3,1,SKIPPED(m>8),
10,2222211222,2,2,1,SKIPPED(m>8),
10,2222212111,4,4,1,SKIPPED(m>8),
10,2222212112,3,3,1,SKIPPED(m>8),
10,2222212121,3,3,1,SKIPPED(m>8),
10,2222212122,2,2,1,SKIPPED(m>8),
10,2222212211,3,3,1,SKIPPED(m>8),
10,2222212212,2,2,1,SKIPPED(m>8),
10,2222212221,2,2,1,SKIPPED(m>8),
10,2222212222,1,1,1,SKIPPED(m>8),
10,2222221111,4,4,1,SKIPPED(m>8),
10,2222221112,3,3,1,SKIPPED(m>8),
10,2222221121,3,3,1,SKIPPED(m>8),
10,2222221122,2,2,1,SKIPPED(m>8),
10,2222221211,3,3,1,SKIPPED(m>8),
10,2222221212,2,2,1,SKIPPED(m>8),
10,2222221221,2,2,1,SKIPPED(m>8),
10,2222221222,1,1,1,SKIPPED(m>8),
10,2222222111,3,3,1,SKIPPED(m>8),
10,2222222112,2,2,1,SKIPPED(m>8),
10,2222222121,2,2,1,SKIPPED(m>8),
10,2222222122,1,1,1,SKIPPED(m>8),
10,2222222211,2,2,1,SKIPPED(m>8),
10,2222222212,1,1,1,SKIPPED(m>8),
10,2222222221,1,1,1,SKIPPED(m>8),
10,2222222222,0,0,1,SKIPPED(m>8),
