m,word,D,L,n_optimal,min_tax_a1,note
9,211111211,7,7,1,SKIPPED(m>8),
9,211111212,6,6,1,SKIPPED(m>8),
9,211111221,6,6,1,SKIPPED(m>8),
9,211111222,5,5,1,SKIPPED(m>8),
9,211112111,7,7,1,SKIPPED(m>8),
9,211112112,6,6,1,SKIPPED(m>8),
9,211112121,6,6,1,SKIPPED(m>8),
9,211112122,5,5,1,SKIPPED(m>8),
9,211112211,6,6,1,SKIPPED(m>8),
9,211112212,5,5,1,SKIPPED(m>8),
9,211112221,5,5,1,SKIPPED(m>8),
9,211112222,4,4,1,SKIPPED(m>8),
9,211121111,7,7,1,SKIPPED(m>8),
9,211121112,6,6,1,SKIPPED(m>8),
9,211121121,6,6,1,SKIPPED(m>8),
9,211121122,5,5,1,SKIPPED(m>8),
9,211121211,6,6,1,SKIPPED(m>8),
9,211121212,5,5,1,SKIPPED(m>8),
9,211121221,5,5,1,SKIPPED(m>8),
9,211121222,4,4,1,SKIPPED(m>8),
9,211122111,6,6,1,SKIPPED(m>8),
9,211122112,5,5,1,SKIPPED(m>8),
9,211122121,5,5,1,SKIPPED(m>8),
9,211122122,4,4,1,SKIPPED(m>8),
9,211122211,5,5,1,SKIPPED(m>8),
9,211122212,4,4,1,SKIPPED(m>8),
9,211122221,4,4,1,SKIPPED(m>8),
9,211122222,3,3,1,SKIPPED(m>8),
9,211211111,7,7,1,SKIPPED(m>8),
9,211211112,6,6,1,SKIPPED(m>8),
9,211211121,6,6,1,SKIPPED(m>8),
9,211211122,5,5,1,SKIPPED(m>8),
9,211211211,6,6,1,SKIPPED(m>8),
9,211211212,5,5,1,SKIPPED(m>8),
9,211211221,5,5,1,SKIPPED(m>8),
9,211211222,4,4,1,SKIPPED(m>8),
9,211212111,6,6,1,SKIPPED(m>8),
9,211212112,5,5,1,SKIPPED(m>8),
9,211212121,5,5,1,SKIPPED(m>8),
9,211212122,4,4,1,SKIPPED(m>8),
9,211212211,5,5,1,SKIPPED(m>8),
9,211212212,4,4,1,SKIPPED(m>8),
9,211212221,4,4,1,SKIPPED(m>8),
9,211212222,3,3,1,SKIPPED(m>8),
9,211221111,6,6,1,SKIPPED(m>8),
9,211221112,5,5,1,SKIPPED(m>8),
9,211221121,5,5,1,SKIPPED(m>8),
9,211221122,4,4,1,SKIPPED(m>8),
9,211221211,5,5,1,SKIPPED(m>8),
9,211221212,4,4,1,SKIPPED(m>8),
9,211221221,4,4,1,SKIPPED(m>8),
9,211221222,3,3,1,SKIPPED(m>8),
9,211222111,5,5,1,SKIPPED(m>8),
9,211222112,4,4,1,SKIPPED(m>8),
9,211222121,4,4,1,SKIPPED(m>8),
9,211222122,3,3,1,SKIPPED(m>8),
9,211222211,4,4,1,SKIPPED(m>8),
9,211222212,3,3,1,SKIPPED(m>8),
9,211222221,3,3,1,SKIPPED(m>8),
9,211222222,2,2,1,SKIPPED(m>8),
9,212111111,7,7,1,SKIPPED(m>8),
9,212111112,6,6,1,SKIPPED(m>8),
9,212111121,6,6,1,SKIPPED(m>8),
9,212111122,5,5,1,SKIPPED(m>8),
9,212111211,6,6,1,SKIPPED(m>8),
9,212111212,5,5,1,SKIPPED(m>8),
9,212111221,5,5,1,SKIPPED(m>8),
9,212111222,4,4,1,SKIPPED(m>8),
9,212112111,6,6,1,SKIPPED(m>8),
9,212112112,5,5,1,SKIPPED(m>8),
9,212112121,5,5,1,SKIPPED(m>8),
9,212112122,4,4,1,SKIPPED(m>8),
9,212112211,5,5,1,SKIPPED(m>8),
9,212112212,4,4,1,SKIPPED(m>8),
9,212112221,4,4,1,SKIPPED(m>8),
9,212112222,3,3,1,SKIPPED(m>8),
9,212121111,6,6,1,SKIPPED(m>8),
9,212121112,5,5,1,SKIPPED(m>8),
9,212121121,5,5,1,SKIPPED(m>8),
9,212121122,4,4,1,SKIPPED(m>8),
9,212121211,5,5,1,SKIPPED(m>8),
9,212121212,4,4,1,SKIPPED(m>8),
9,212121221,4,4,1,SKIPPED(m>8),
9,212121222,3,3,1,SKIPPED(m>8),
9,212122111,5,5,1,SKIPPED(m>8),
9,212122112,4,4,1,SKIPPED(m>8),
9,212122121,4,4,1,SKIPPED(m>8),
9,212122122,3,3,1,SKIPPED(m>8),
9,212122211,4,4,1,SKIPPED(m>8),
9,212122212,3,3,1,SKIPPED(m>8),
9,212122221,3,3,1,SKIPPED(m>8),
9,212122222,2,2,1,SKIPPED(m>8),
9,212211111,6,6,1,SKIPPED(m>8),
9,212211112,5,5,1,SKIPPED(m>8),
9,212211121,5,5,1,SKIPPED(m>8),
9,212211122,4,4,1,SKIPPED(m>8),
9,212211211,5,5,1,SKIPPED(m>8),
9,212211212,4,4,1,SKIPPED(m>8),
9,212211221,4,4,1,SKIPPED(m>8),
9,212211222,3,3,1,SKIPPED(m>8),
9,212212111,5,5,1,SKIPPED(m>8),
9,212212112,4,4,1,SKIPPED(m>8),
9,212212121,4,4,1,SKIPPED(m>8),
9,212212122,3,3,1,SKIPPED(m>8),
9,212212211,4,4,1,SKIPPED(m>8),
9,212212212,3,3,1,SKIPPED(m>8),
9,212212221,3,3,1,SKIPPED(m>8),
9,212212222,2,2,1,SKIPPED(m>8),
9,212221111,5,5,1,SKIPPED(m>8),
9,212221112,4,4,1,SKIPPED(m>8),
9,212221121,4,4,1,SKIPPED(m>8),
9,212221122,3,3,1,SKIPPED(m>8),
9,212221211,4,4,1,SKIPPED(m>8),
9,212221212,3,3,1,SKIPPED(m>8),
9,212221221,3,3,1,SKIPPED(m>8),
9,212221222,2,2,1,SKIPPED(m>8),
9,212222111,4,4,1,SKIPPED(m>8),
9,212222112,3,3,1,SKIPPED(m>8),
9,212222121,3,3,1,SKIPPED(m>8),
9,212222122,2,2,1,SKIPPED(m>8),
9,212222211,3,3,1,SKIPPED(m>8),
9,212222212,2,2,1,SKIPPED(m>8),
9,212222221,2,2,1,SKIPPED(m>8),
9,212222222,1,1,1,SKIPPED(m>8),
9,221111111,7,7,1,SKIPPED(m>8),
9,221111112,6,6,1,SKIPPED(m>8),
9,221111121,6,6,1,SKIPPED(m>8),
9,221111122,5,5,1,SKIPPED(m>8),
9,221111211,6,6,1,SKIPPED(m>8),
9,221111212,5,5,1,SKIPPED(m>8),
9,221111221,5,5,1,SKIPPED(m>8),
9,221111222,4,4,1,SKIPPED(m>8),
9,221112111,6,6,1,SKIPPED(m>8),
9,221112112,5,5,1,SKIPPED(m>8),
9,221112121,5,5,1,SKIPPED(m>8),
9,221112122,4,4,1,SKIPPED(m>8),
9,221112211,5,5,1,SKIPPED(m>8),
9,221112212,4,4,1,SKIPPED(m>8),
9,221112221,4,4,1,SKIPPED(m>8),
9,221112222,3,3,1,SKIPPED(m>8),
9,221121111,6,6,1,SKIPPED(m>8),
9,221121112,5,5,1,SKIPPED(m>8),
9,221121121,5,5,1,SKIPPED(m>8),
9,221121122,4,4,1,SKIPPED(m>8),
9,221121211,5,5,1,SKIPPED(m>8),
9,221121212,4,4,1,SKIPPED(m>8),
9,221121221,4,4,1,SKIPPED(m>8),
9,221121222,3,3,1,SKIPPED(m>8),
9,221122111,5,5,1,SKIPPED(m>8),
9,221122112,4,4,1,SKIPPED(m>8),
9,221122121,4,4,1,SKIPPED(m>8),
9,221122122,3,3,1,SKIPPED(m>8),
9,221122211,4,4,1,SKIPPED(m>8),
9,221122212,3,3,1,SKIPPED(m>8),
9,221122221,3,3,1,SKIPPED(m>8),
9,221122222,2,2,1,SKIPPED(m>8),
9,221211111,6,6,1,SKIPPED(m>8),
9,221211112,5,5,1,SKIPPED(m>8),
9,221211121,5,5,1,SKIPPED(m>8),
9,221211122,4,4,1,SKIPPED(m>8),
9,221211211,5,5,1,SKIPPED(m>8),
9,221211212,4,4,1,SKIPPED(m>8),
9,221211221,4,4,1,SKIPPED(m>8),
9,221211222,3,3,1,SKIPPED(m>8),
9,221212111,5,5,1,SKIPPED(m>8),
9,221212112,4,4,1,SKIPPED(m>8),
9,221212121,4,4,1,SKIPPED(m>8),
9,221212122,3,3,1,SKIPPED(m>8),
9,221212211,4,4,1,SKIPPED(m>8),
9,221212212,3,3,1,SKIPPED(m>8),
9,221212221,3,3,1,SKIPPED(m>8),
9,221212222,2,2,1,SKIPPED(m>8),
9,221221111,5,5,1,SKIPPED(m>8),
9,221221112,4,4,1,SKIPPED(m>8),
9,221221121,4,4,1,SKIPPED(m>8),
9,221221122,3,3,1,SKIPPED(m>8),
9,221221211,4,4,1,SKIPPED(m>8),
9,221221212,3,3,1,SKIPPED(m>8),
9,221221221,3,3,1,SKIPPED(m>8),
9,221221222,2,2,1,SKIPPED(m>8),
9,221222111,4,4,1,SKIPPED(m>8),
9,221222112,3,3,1,SKIPPED(m>8),
9,221222121,3,3,1,SKIPPED(m>8),
9,221222122,2,2,1,SKIPPED(m>8),
9,221222211,3,3,1,SKIPPED(m>8),
9,221222212,2,2,1,SKIPPED(m>8),
9,221222221,2,2,1,SKIPPED(m>8),
9,221222222,1,1,1,SKIPPED(m>8),
9,222111111,6,6,1,SKIPPED(m>8),
9,222111112,5,5,1,SKIPPED(m>8),
9,222111121,5,5,1,SKIPPED(m>8),
9,222111122,4,4,1,SKIPPED(m>8),
9,222111211,5,5,1,SKIPPED(m>8),
9,222111212,4,4,1,SKIPPED(m>8),
9,222111221,4,4,1,SKIPPED(m>8),
9,222111222,3,3,1,SKIPPED(m>8),
9,222112111,5,5,1,SKIPPED(m>8),
9,222112112,4,4,1,SKIPPED(m>8),
9,222112121,4,4,1,SKIPPED(m>8),
9,222112122,3,3,1,SKIPPED(m>8),
9,222112211,4,4,1,SKIPPED(m>8),
9,222112212,3,3,1,SKIPPED(m>8),
9,222112221,3,3,1,SKIPPED(m>8),
9,222112222,2,2,1,SKIPPED(m>8),
9,222121111,5,5,1,SKIPPED(m>8),
9,222121112,4,4,1,SKIPPED(m>8),
9,222121121,4,4,1,SKIPPED(m>8),
9,222121122,3,3,1,SKIPPED(m>8),
9,222121211,4,4,1,SKIPPED(m>8),
9,222121212,3,3,1,SKIPPED(m>8),
9,222121221,3,3,1,SKIPPED(m>8),
9,222121222,2,2,1,SKIPPED(m>8),
9,222122111,4,4,1,SKIPPED(m>8),
9,222122112,3,3,1,SKIPPED(m>8),
9,222122121,3,3,1,SKIPPED(m>8),
9,222122122,2,2,1,SKIPPED(m>8),
9,222122211,3,3,1,SKIPPED(m>8),
9,222122212,2,2,1,SKIPPED(m>8),
9,222122221,2,2,1,SKIPPED(m>8),
9,222122222,1,1,1,SKIPPED(m>8),
9,222211111,5,5,1,SKIPPED(m>8),
9,222211112,4,4,1,SKIPPED(m>8),
9,222211121,4,4,1,SKIPPED(m>8),
9,222211122,3,3,1,SKIPPED(m>8),
9,222211211,4,4,1,SKIPPED(m>8),
9,222211212,3,3,1,SKIPPED(m>8),
9,222211221,3,3,1,SKIPPED(m>8),
9,222211222,2,2,1,SKIPPED(m>8),
9,222212111,4,4,1,SKIPPED(m>8),
9,222212112,3,3,1,SKIPPED(m>8),
9,222212121,3,3,1,SKIPPED(m>8),
9,222212122,2,2,1,SKIPPED(m>8),
9,222212211,3,3,1,SKIPPED(m>8),
9,222212212,2,2,1,SKIPPED(m>8),
9,222212221,2,2,1,SKIPPED(m>8),
9,222212222,1,1,1,SKIPPED(m>8),
9,222221111,4,4,1,SKIPPED(m>8),
9,222221112,3,3,1,SKIPPED(m>8),
9,222221121,3,3,1,SKIPPED(m>8),
9,222221122,2,2,1,SKIPPED(m>8),
9,222221211,3,3,1,SKIPPED(m>8),
9,222221212,2,2,1,SKIPPED(m>8),
9,222221221,2,2,1,SKIPPED(m>8),
9,222221222,1,1,1,SKIPPED(m>8),
9,222222111,3,3,1,SKIPPED(m>8),
9,222222112,2,2,1,SKIPPED(m>8),
9,222222121,2,2,1,SKIPPED(m>8),
9,222222122,1,1,1,SKIPPED(m>8),
9,222222211,2,2,1,SKIPPED(m>8),
9,222222212,1,1,1,SKIPPED(m>8),
9,222222221,1,1,1,SKIPPED(m>8),
9,222222222,0,0,1,SKIPPED(m>8),
10,1111111111,10,10,1,SKIPPED(m>8),
10,1111111112,9,9,1,SKIPPED(m>8),
10,1111111121,9,9,1,SKIPPED(m>8),
10,1111111122,8,8,1,SKIPPED(m>8),
10,1111111211,9,9,1,SKIPPED(m>8),
10,1111111212,8,8,1,SKIPPED(m>8),
10,1111111221,8,8,1,SKIPPED(m>8),
10,1111111222,7,7,1,SKIPPED(m>8),
10,1111112111,9,9,1,SKIPPED(m>8),
10,1111112112,8,8,1,SKIPPED(m>8),
10,1111112121,8,8,1,SKIPPED(m>8),
10,1111112122,7,7,1,SKIPPED(m>8),
10,1111112211,8,8,1,SKIPPED(m>8),
10,1111112212,7,7,1,SKIPPED(m>8),
10,1111112221,7,7,1,SKIPPED(m>8),
10,1111112222,6,6,1,SKIPPED(m>8),
10,1111121111,9,9,1,SKIPPED(m>8),
10,1111121112,8,8,1,SKIPPED(m>8),
10,1111121121,8,8,1,SKIPPED(m>8),
10,1111121122,7,7,1,SKIPPED(m>8),
10,1111121211,8,8,1,SKIPPED(m>8),
10,1111121212,7,7,1,SKIPPED(m>8),
10,1111121221,7,7,1,SKIPPED(m>8),
10,1111121222,6,6,1,SKIPPED(m>8),
10,1111122111,8,8,1,SKIPPED(m>8),
10,1111122112,7,7,1,SKIPPED(m>8),
10,1111122121,7,7,1,SKIPPED(m>8),
10,1111122122,6,6,1,SKIPPED(m>8),
10,1111122211,7,7,1,SKIPPED(m>8),
10,1111122212,6,6,1,SKIPPED(m>8),
10,1111122221,6,6,1,SKIPPED(m>8),
10,1111122222,5,5,1,SKIPPED(m>8),
10,1111211111,9,9,1,SKIPPED(m>8),
10,1111211112,8,8,1,SKIPPED(m>8),
10,1111211121,8,8,1,SKIPPED(m>8),
10,1111211122,7,7,1,SKIPPED(m>8),
10,1111211211,8,8,1,SKIPPED(m>8),
10,1111211212,7,7,1,SKIPPED(m>8),
10,1111211221,7,7,1,SKIPPED(m>8),
10,1111211222,6,6,1,SKIPPED(m>8),
10,1111212111,8,8,1,SKIPPED(m>8),
10,1111212112,7,7,1,SKIPPED(m>8),
10,1111212121,7,7,1,SKIPPED(m>8),
10,1111212122,6,6,1,SKIPPED(m>8),
10,1111212211,7,7,1,SKIPPED(m>8),
10,1111212212,6,6,1,SKIPPED(m>8),
10,1111212221,6,6,1,SKIPPED(m>8),
10,1111212222,5,5,1,SKIPPED(m>8),
10,1111221111,8,8,1,SKIPPED(m>8),
10,1111221112,7,7,1,SKIPPED(m>8),
10,1111221121,7,7,1,SKIPPED(m>8),
10,1111221122,6,6,1,SKIPPED(m>8),
10,1111221211,7,7,1,SKIPPED(m>8),
10,1111221212,6,6,1,SKIPPED(m>8),
10,1111221221,6,6,1,SKIPPED(m>8),
10,1111221222,5,5,1,SKIPPED(m>8),
10,1111222111,7,7,1,SKIPPED(m>8),
10,1111222112,6,6,1,SKIPPED(m>8),
10,1111222121,6,6,1,SKIPPED(m>8),
10,1111222122,5,5,1,SKIPPED(m>8),
10,1111222211,6,6,1,SKIPPED(m>8),
10,1111222212,5,5,1,SKIPPED(m>8),
10,1111222221,5,5,1,SKIPPED(m>8),
10,1111222222,4,4,1,SKIPPED(m>8),
10,1112111111,9,9,1,SKIPPED(m>8),
10,1112111112,8,8,1,SKIPPED(m>8),
10,1112111121,8,8,1,SKIPPED(m>8),
10,1112111122,7,7,1,SKIPPED(m>8),
10,1112111211,8,8,1,SKIPPED(m>8),
10,1112111212,7,7,1,SKIPPED(m>8),
10,1112111221,7,7,1,SKIPPED(m>8),
10,1112111222,6,6,1,SKIPPED(m>8),
10,1112112111,8,8,1,SKIPPED(m>8),
10,1112112112,7,7,1,SKIPPED(m>8),
10,1112112121,7,7,1,SKIPPED(m>8),
10,1112112122,6,6,1,SKIPPED(m>8),
10,1112112211,7,7,1,SKIPPED(m>8),
10,1112112212,6,6,1,SKIPPED(m>8),
10,1112112221,6,6,1,SKIPPED(m>8),
10,1112112222,5,5,1,SKIPPED(m>8),
10,1112121111,8,8,1,SKIPPED(m>8),
10,1112121112,7,7,1,SKIPPED(m>8),
10,1112121121,7,7,1,SKIPPED(m>8),
10,1112121122,6,6,1,SKIPPED(m>8),
10,1112121211,7,7,1,SKIPPED(m>8),
10,1112121212,6,6,1,SKIPPED(m>8),
10,1112121221,6,6,1,SKIPPED(m>8),
10,1112121222,5,5,1,SKIPPED(m>8),
10,1112122111,7,7,1,SKIPPED(m>8),
10,1112122112,6,6,1,SKIPPED(m>8),
10,1112122121,6,6,1,SKIPPED(m>8),
10,1112122122,5,5,1,SKIPPED(m>8),
10,1112122211,6,6,1,SKIPPED(m>8),
10,1112122212,5,5,1,SKIPPED(m>8),
10,1112122221,5,5,1,SKIPPED(m>8),
10,1112122222,4,4,1,SKIPPED(m>8),
10,1112211111,8,8,1,SKIPPED(m>8),
10,1112211112,7,7,1,SKIPPED(m>8),
10,1112211121,7,7,1,SKIPPED(m>8),
10,1112211122,6,6,1,SKIPPED(m>8),
10,1112211211,7,7,1,SKIPPED(m>8),
10,1112211212,6,6,1,SKIPPED(m>8),
10,1112211221,6,6,1,SKIPPED(m>8),
10,1112211222,5,5,1,SKIPPED(m>8),
10,1112212111,7,7,1,SKIPPED(m>8),
10,1112212112,6,6,1,SKIPPED(m>8),
10,1112212121,6,6,1,SKIPPED(m>8),
10,1112212122,5,5,1,SKIPPED(m>8),
10,1112212211,6,6,1,SKIPPED(m>8),
10,1112212212,5,5,1,SKIPPED(m>8),
10,1112212221,5,5,1,SKIPPED(m>8),
10,1112212222,4,4,1,SKIPPED(m>8),
10,1112221111,7,7,1,SKIPPED(m>8),
10,1112221112,6,6,1,SKIPPED(m>8),
10,1112221121,6,6,1,SKIPPED(m>8),
10,1112221122,5,5,1,SKIPPED(m>8),
10,1112221211,6,6,1,SKIPPED(m>8),
10,1112221212,5,5,1,SKIPPED(m>8),
10,1112221221,5,5,1,SKIPPED(m>8),
10,1112221222,4,4,1,SKIPPED(m>8),
10,1112222111,6,6,1,SKIPPED(m>8),
10,1112222112,5,5,1,SKIPPED(m>8),
10,1112222121,5,5,1,SKIPPED(m>8),
10,1112222122,4,4,1,SKIPPED(m>8),
10,1112222211,5,5,1,SKIPPED(m>8),
10,1112222212,4,4,1,SKIPPED(m>8),
10,1112222221,4,4,1,SKIPPED(m>8),
10,1112222222,3,3,1,SKIPPED(m>8),
10,1121111111,9,9,1,SKIPPED(m>8),
10,1121111112,8,8,1,SKIPPED(m>8),
10,1121111121,8,8,1,SKIPPED(m>8),
10,1121111122,7,7,1,SKIPPED(m>8),
10,1121111211,8,8,1,SKIPPED(m>8),
10,1121111212,7,7,1,SKIPPED(m>8),
10,1121111221,7,7,1,SKIPPED(m>8),
10,1121111222,6,6,1,SKIPPED(m>8),
10,1121112111,8,8,1,SKIPPED(m>8),
10,1121112112,7,7,1,SKIPPED(m>8),
10,1121112121,7,7,1,SKIPPED(m>8),
10,1121112122,6,6,1,SKIPPED(m>8),
10,1121112211,7,7,1,SKIPPED(m>8),
10,1121112212,6,6,1,SKIPPED(m>8),
10,1121112221,6,6,1,SKIPPED(m>8),
10,1121112222,5,5,1,SKIPPED(m>8),
10,1121121111,8,8,1,SKIPPED(m>8),
10,1121121112,7,7,1,SKIPPED(m>8),
10,1121121121,7,7,1,SKIPPED(m>8),
10,1121121122,6,6,1,SKIPPED(m>8),
10,1121121211,7,7,1,SKIPPED(m>8),
10,1121121212,6,6,1,SKIPPED(m>8),
10,1121121221,6,6,1,SKIPPED(m>8),
10,1121121222,5,5,1,SKIPPED(m>8),
10,1121122111,7,7,1,SKIPPED(m>8),
10,1121122112,6,6,1,SKIPPED(m>8),
10,1121122121,6,6,1,SKIPPED(m>8),
10,1121122122,5,5,1,SKIPPED(m>8),
10,1121122211,6,6,1,SKIPPED(m>8),
10,1121122212,5,5,1,SKIPPED(m>8),
10,1121122221,5,5,1,SKIPPED(m>8),
10,1121122222,4,4,1,SKIPPED(m>8),
10,1121211111,8,8,1,SKIPPED(m>8),
10,1121211112,7,7,1,SKIPPED(m>8),
10,1121211121,7,7,1,SKIPPED(m>8),
10,1121211122,6,6,1,SKIPPED(m>8),
10,1121211211,7,7,1,SKIPPED(m>8),
10,1121211212,6,6,1,SKIPPED(m>8),
10,1121211221,6,6,1,SKIPPED(m>8),
10,1121211222,5,5,1,SKIPPED(m>8),
10,1121212111,7,7,1,SKIPPED(m>8),
10,1121212112,6,6,1,SKIPPED(m>8),
10,1121212121,6,6,1,SKIPPED(m>8),
10,1121212122,5,5,1,SKIPPED(m>8),
10,1121212211,6,6,1,SKIPPED(m>8),
10,1121212212,5,5,1,SKIPPED(m>8),
10,1121212221,5,5,1,SKIPPED(m>8),
10,1121212222,4,4,1,SKIPPED(m>8),
10,1121221111,7,7,1,SKIPPED(m>8),
10,1121221112,6,6,1,SKIPPED(m>8),
10,1121221121,6,6,1,SKIPPED(m>8),
10,1121221122,5,5,1,SKIPPED(m>8),
10,1121221211,6,6,1,SKIPPED(m>8),
10,1121221212,5,5,1,SKIPPED(m>8),
10,1121221221,5,5,1,SKIPPED(m>8),
10,1121221222,4,4,1,SKIPPED(m>8),
10,1121222111,6,6,1,SKIPPED(m>8),
10,1121222112,5,5,1,SKIPPED(m>8),
10,1121222121,5,5,1,SKIPPED(m>8),
10,1121222122,4,4,1,SKIPPED(m>8),
10,1121222211,5,5,1,SKIPPED(m>8),
10,1121222212,4,4,1,SKIPPED(m>8),
10,1121222221,4,4,1,SKIPPED(m>8),
10,1121222222,3,3,1,SKIPPED(m>8),
10,1122111111,8,8,1,SKIPPED(m>8),
10,1122111112,7,7,1,SKIPPED(m>8),
10,1122111121,7,7,1,SKIPPED(m>8),
10,1122111122,6,6,1,SKIPPED(m>8),
10,1122111211,7,7,1,SKIPPED(m>8),
10,1122111212,6,6,1,SKIPPED(m>8),
10,1122111221,6,6,1,SKIPPED(m>8),
10,1122111222,5,5,1,SKIPPED(m>8),
10,1122112111,7,7,1,SKIPPED(m>8),
10,1122112112,6,6,1,SKIPPED(m>8),
10,1122112121,6,6,1,SKIPPED(m>8),
10,1122112122,5,5,1,SKIPPED(m>8),
10,1122112211,6,6,1,SKIPPED(m>8),
10,1122112212,5,5,1,SKIPPED(m>8),
10,1122112221,5,5,1,SKIPPED(m>8),
10,1122112222,4,4,1,SKIPPED(m>8),
10,1122121111,7,7,1,SKIPPED(m>8),
10,1122121112,6,6,1,SKIPPED(m>8),
10,1122121121,6,6,1,SKIPPED(m>8),
10,1122121122,5,5,1,SKIPPED(m>8),
10,1122121211,6,6,1,SKIPPED(m>8),
10,1122121212,5,5,1,SKIPPED(m>8),
10,1122121221,5,5,1,SKIPPED(m>8),
10,1122121222,4,4,1,SKIPPED(m>8),
10,1122122111,6,6,1,SKIPPED(m>8),
10,1122122112,5,5,1,SKIPPED(m>8),
10,1122122121,5,5,1,SKIPPED(m>8),
10,1122122122,4,4,1,SKIPPED(m>8),
10,1122122211,5,5,1,SKIPPED(m>8),
10,1122122212,4,4,1,SKIPPED(m>8),
10,1122122221,4,4,1,SKIPPED(m>8),
10,1122122222,3,3,1,SKIPPED(m>8),
10,1122211111,7,7,1,SKIPPED(m>8),
10,1122211112,6,6,1,SKIPPED(m>8),
10,1122211121,6,6,1,SKIPPED(m>8),
10,1122211122,5,5,1,SKIPPED(m>8),
10,1122211211,6,6,1,SKIPPED(m>8),
10,1122211212,5,5,1,SKIPPED(m>8),
10,1122211221,5,5,1,SKIPPED(m>8),
10,1122211222,4,4,1,SKIPPED(m>8),
10,1122212111,6,6,1,SKIPPED(m>8),
10,1122212112,5,5,1,SKIPPED(m>8),
10,1122212121,5,5,1,SKIPPED(m>8),
10,1122212122,4,4,1,SKIPPED(m>8),
10,1122212211,5,5,1,SKIPPED(m>8),
10,1122212212,4,4,1,SKIPPED(m>8),
10,1122212221,4,4,1,SKIPPED(m>8),
10,1122212222,3,3,1,SKIPPED(m>8),
10,1122221111,6,6,1,SKIPPED(m>8),
10,1122221112,5,5,1,SKIPPED(m>8),
10,1122221121,5,5,1,SKIPPED(m>8),
10,1122221122,4,4,1,SKIPPED(m>8),
10,1122221211,5,5,1,SKIPPED(m>8),
10,1122221212,4,4,1,SKIPPED(m>8),
10,1122221221,4,4,1,SKIPPED(m>8),
10,1122221222,3,3,1,SKIPPED(m>8),
10,1122222111,5,5,1,SKIPPED(m>8),
10,1122222112,4,4,1,SKIPPED(m>8),
10,1122222121,4,4,1,SKIPPED(m>8),
10,1122222122,3,3,1,SKIPPED(m>8),
10,1122222211,4,4,1,SKIPPED(m>8),
10,1122222212,3,3,1,SKIPPED(m>8),
10,1122222221,3,3,1,SKIPPED(m>8),
10,1122222222,2,2,1,SKIPPED(m>8),
10,1211111111,9,9,1,SKIPPED(m>8),
10,1211111112,8,8,1,SKIPPED(m>8),
10,1211111121,8,8,1,SKIPPED(m>8),
10,1211111122,7,7,1,SKIPPED(m>8),
10,1211111211,8,8,1,SKIPPED(m>8),
10,1211111212,7,7,1,SKIPPED(m>8),
10,1211111221,7,7,1,SKIPPED(m>8),
10,1211111222,6,6,1,SKIPPED(m>8),
10,1211112111,8,8,1,SKIPPED(m>8),
10,1211112112,7,7,1,SKIPPED(m>8),
10,1211112121,7,7,1,SKIPPED(m>8),
10,1211112122,6,6,1,SKIPPED(m>8),
10,1211112211,7,7,1,SKIPPED(m>8),
10,1211112212,6,6,1,SKIPPED(m>8),
10,1211112221,6,6,1,SKIPPED(m>8),
10,1211112222,5,5,1,SKIPPED(m>8),
10,1211121111,8,8,1,SKIPPED(m>8),
10,1211121112,7,7,1,SKIPPED(m>8),
10,1211121121,7,7,1,SKIPPED(m>8),
10,1211121122,6,6,1,SKIPPED(m>8),
10,1211121211,7,7,1,SKIPPED(m>8),
10,1211121212,6,6,1,SKIPPED(m>8),
10,1211121221,6,6,1,SKIPPED(m>8),
10,1211121222,5,5,1,SKIPPED(m>8),
10,1211122111,7,7,1,SKIPPED(m>8),
10,1211122112,6,6,1,SKIPPED(m>8),
10,1211122121,6,6,1,SKIPPED(m>8),
10,1211122122,5,5,1,SKIPPED(m>8),
10,1211122211,6,6,1,SKIPPED(m>8),
10,1211122212,5,5,1,SKIPPED(m>8),
10,1211122221,5,5,1,SKIPPED(m>8),
10,1211122222,4,4,1,SKIPPED(m>8),
10,1211211111,8,8,1,SKIPPED(m>8),
10,1211211112,7,7,1,SKIPPED(m>8),
10,1211211121,7,7,1,SKIPPED(m>8),
10,1211211122,6,6,1,SKIPPED(m>8),
10,1211211211,7,7,1,SKIPPED(m>8),
10,1211211212,6,6,1,SKIPPED(m>8),
10,1211211221,6,6,1,SKIPPED(m>8),
10,1211211222,5,5,1,SKIPPED(m>8),
10,1211212111,7,7,1,SKIPPED(m>8),
10,1211212112,6,6,1,SKIPPED(m>8),
10,1211212121,6,6,1,SKIPPED(m>8),
10,1211212122,5,5,1,SKIPPED(m>8),
10,1211212211,6,6,1,SKIPPED(m>8),
10,1211212212,5,5,1,SKIPPED(m>8),
10,1211212221,5,5,1,SKIPPED(m>8),
10,1211212222,4,4,1,SKIPPED(m>8),
10,1211221111,7,7,1,SKIPPED(m>8),
10,1211221112,6,6,1,SKIPPED(m>8),
10,1211221121,6,6,1,SKIPPED(m>8),
10,1211221122,5,5,1,SKIPPED(m>8),
10,1211221211,6,6,1,SKIPPED(m>8),
10,1211221212,5,5,1,SKIPPED(m>8),
10,1211221221,5,5,1,SKIPPED(m>8),
10,1211221222,4,4,1,SKIPPED(m>8),
10,1211222111,6,6,1,SKIPPED(m>8),
10,1211222112,5,5,1,SKIPPED(m>8),
10,1211222121,5,5,1,SKIPPED(m>8),
10,1211222122,4,4,1,SKIPPED(m>8),
10,1211222211,5,5,1,SKIPPED(m>8),
