source,start_n,k,a,c,d_before,d_after,C_before,at_ceiling
breach,305189531,10,1,2,3,4,3,True
breach,208839707,3,1,2,0,1,0,True
breach,208839707,5,1,2,1,2,1,True
breach,208839707,8,1,2,2,3,2,True
breach,208839707,10,1,2,3,4,3,True
breach,208839707,11,1,2,4,5,4,True
breach,208839707,13,1,2,5,6,5,True
breach,208839707,15,1,2,6,7,6,True
breach,208839707,17,1,2,7,8,7,True
breach,208839707,39,1,2,8,9,8,True
breach,37111067,3,1,2,0,1,0,True
breach,37111067,5,1,2,1,2,1,True
breach,37111067,6,1,2,2,3,2,True
breach,37111067,10,1,2,3,4,3,True
breach,137616155,3,1,2,0,1,0,True
breach,137616155,5,1,2,1,2,1,True
breach,137616155,6,1,2,2,3,2,True
breach,137616155,10,1,2,3,4,3,True
breach,311761223,1,1,2,0,1,0,True
breach,311761223,6,1,2,1,2,1,True
breach,311761223,8,1,2,2,3,2,True
breach,311761223,10,1,2,3,4,3,True
breach,311761223,11,1,2,4,5,4,True
breach,175595687,1,1,2,0,1,0,True
breach,175595687,6,1,2,1,2,1,True
breach,175595687,8,1,2,2,3,2,True
breach,175595687,10,1,2,3,4,3,True
breach,192314087,1,1,2,0,1,0,True
breach,192314087,6,1,2,1,2,1,True
breach,192314087,8,1,2,2,3,2,True
breach,192314087,10,1,2,3,4,3,True
breach,192314087,11,1,2,4,5,4,True
breach,192314087,13,1,2,5,6,5,True
breach,95964263,1,1,2,0,1,0,True
breach,95964263,5,1,2,1,2,1,True
breach,95964263,8,1,2,2,3,2,True
breach,95964263,10,1,2,3,4,3,True
breach,246721895,1,1,2,0,1,0,True
breach,246721895,5,1,2,1,2,1,True
breach,246721895,6,1,2,2,3,2,True
breach,246721895,10,1,2,3,4,3,True
breach,24740711,1,1,2,0,1,0,True
breach,24740711,5,1,2,1,2,1,True
breach,24740711,6,1,2,2,3,2,True
breach,24740711,10,1,2,3,4,3,True
breach,24740711,11,1,2,4,5,4,True
breach,129015503,1,1,2,0,1,0,True
breach,129015503,6,1,2,1,2,1,True
breach,129015503,8,1,2,2,3,2,True
breach,129015503,10,1,2,3,4,3,True
breach,315336239,1,1,2,0,1,0,True
breach,315336239,6,1,2,1,2,1,True
breach,315336239,8,1,2,2,3,2,True
breach,315336239,10,1,2,3,4,3,True
breach,9568367,1,1,2,0,1,0,True
breach,9568367,6,1,2,1,2,1,True
breach,9568367,8,1,2,2,3,2,True
breach,9568367,10,1,2,3,4,3,True
breach,235704815,1,1,2,0,1,0,True
breach,235704815,5,1,2,1,2,1,True
breach,235704815,8,1,2,2,3,2,True
breach,235704815,10,1,2,3,4,3,True
breach,63976175,1,1,2,0,1,0,True
breach,63976175,5,1,2,1,2,1,True
breach,63976175,6,1,2,2,3,2,True
breach,63976175,10,1,2,3,4,3,True
breach,63976175,11,1,2,4,5,4,True
breach,164481263,1,1,2,0,1,0,True
breach,164481263,5,1,2,1,2,1,True
breach,164481263,6,1,2,2,3,2,True
breach,164481263,10,1,2,3,4,3,True
breach,164481263,11,1,2,4,5,4,True
breach,86010335,1,1,2,0,1,0,True
breach,86010335,3,1,2,1,2,1,True
breach,86010335,8,1,2,2,3,2,True
breach,86010335,10,1,2,3,4,3,True
breach,86010335,11,1,2,4,5,4,True
breach,102728735,1,1,2,0,1,0,True
breach,102728735,3,1,2,1,2,1,True
breach,102728735,8,1,2,2,3,2,True
breach,102728735,10,1,2,3,4,3,True
breach,6378911,1,1,2,0,1,0,True
breach,6378911,3,1,2,1,2,1,True
breach,6378911,8,1,2,2,3,2,True
breach,6378911,10,1,2,3,4,3,True
breach,6378911,11,1,2,4,5,4,True
breach,157136543,1,1,2,0,1,0,True
breach,157136543,3,1,2,1,2,1,True
breach,157136543,6,1,2,2,3,2,True
breach,157136543,10,1,2,3,4,3,True
breach,157136543,11,1,2,4,5,4,True
breach,257641631,1,1,2,0,1,0,True
breach,257641631,3,1,2,1,2,1,True
breach,257641631,6,1,2,2,3,2,True
breach,257641631,10,1,2,3,4,3,True
breach,257641631,11,1,2,4,5,4,True
breach,272331071,1,1,2,0,1,0,True
breach,272331071,3,1,2,1,2,1,True
breach,272331071,8,1,2,2,3,2,True
breach,272331071,10,1,2,3,4,3,True
breach,272331071,11,1,2,4,5,4,True
breach,175981247,1,1,2,0,1,0,True
breach,175981247,3,1,2,1,2,1,True
breach,175981247,8,1,2,2,3,2,True
breach,175981247,10,1,2,3,4,3,True
breach,175981247,13,1,2,4,5,4,True
breach,175981247,17,1,2,5,6,5,True
breach,4252607,1,1,2,0,1,0,True
breach,4252607,3,1,2,1,2,1,True
breach,4252607,6,1,2,2,3,2,True
breach,4252607,10,1,2,3,4,3,True
breach,4252607,11,1,2,4,5,4,True
breach,104757695,1,1,2,0,1,0,True
breach,104757695,3,1,2,1,2,1,True
breach,104757695,6,1,2,2,3,2,True
breach,104757695,10,1,2,3,4,3,True
breach,104757695,11,1,2,4,5,4,True
breach,289049471,1,1,2,0,1,0,True
breach,289049471,3,1,2,1,2,1,True
breach,289049471,5,1,2,2,3,2,True
breach,289049471,10,1,2,3,4,3,True
breach,117320831,1,1,2,0,1,0,True
breach,117320831,3,1,2,1,2,1,True
breach,117320831,5,1,2,2,3,2,True
breach,117320831,10,1,2,3,4,3,True
breach,117320831,11,1,2,4,5,4,True
breach,117320831,15,1,2,5,6,5,True
breach,117320831,18,1,2,6,7,6,True
breach,217825919,1,1,2,0,1,0,True
breach,217825919,3,1,2,1,2,1,True
breach,217825919,5,1,2,2,3,2,True
breach,217825919,10,1,2,3,4,3,True
breach,217825919,11,1,2,4,5,4,True
breach,576735227,6,1,2,0,1,0,True
breach,576735227,8,1,2,1,2,1,True
breach,576735227,10,1,2,2,3,2,True
breach,576735227,11,1,2,3,4,3,True
breach,576735227,18,1,2,4,5,4,True
breach,576735227,20,1,2,5,6,5,True
breach,514091771,5,1,2,0,1,0,True
breach,514091771,8,1,2,1,2,1,True
breach,514091771,10,1,2,2,3,2,True
breach,514091771,11,1,2,3,4,3,True
breach,42347771,5,1,2,0,1,0,True
breach,42347771,6,1,2,1,2,1,True
breach,42347771,10,1,2,2,3,2,True
breach,42347771,11,1,2,3,4,3,True
breach,157833467,5,1,2,0,1,0,True
breach,157833467,6,1,2,1,2,1,True
breach,157833467,10,1,2,2,3,2,True
breach,157833467,11,1,2,3,4,3,True
breach,1094787323,5,1,2,0,1,0,True
breach,1094787323,6,1,2,1,2,1,True
breach,1094787323,8,1,2,2,3,2,True
breach,1094787323,11,1,2,3,4,3,True
breach,1094787323,51,1,2,4,5,4,True
breach,1094787323,52,1,2,5,6,5,True
breach,859459835,5,1,2,0,1,0,True
breach,859459835,6,1,2,1,2,1,True
breach,859459835,8,1,2,2,3,2,True
breach,859459835,11,1,2,3,4,3,True
breach,859459835,13,1,2,4,5,4,True
breach,667504475,3,1,2,0,1,0,True
breach,667504475,8,1,2,1,2,1,True
breach,667504475,10,1,2,2,3,2,True
breach,667504475,11,1,2,3,4,3,True
breach,604861019,3,1,2,0,1,0,True
breach,604861019,8,1,2,1,2,1,True
breach,604861019,10,1,2,2,3,2,True
breach,604861019,11,1,2,3,4,3,True
breach,604861019,13,1,2,4,5,4,True
breach,604861019,15,1,2,5,6,5,True
breach,133117019,3,1,2,0,1,0,True
breach,133117019,6,1,2,1,2,1,True
breach,133117019,10,1,2,2,3,2,True
breach,133117019,11,1,2,3,4,3,True
breach,133117019,22,1,2,4,5,4,True
breach,133117019,23,1,2,5,6,5,True
breach,248602715,3,1,2,0,1,0,True
breach,248602715,6,1,2,1,2,1,True
breach,248602715,10,1,2,2,3,2,True
breach,248602715,11,1,2,3,4,3,True
breach,248602715,13,1,2,4,5,4,True
breach,1185556571,3,1,2,0,1,0,True
breach,1185556571,6,1,2,1,2,1,True
breach,1185556571,8,1,2,2,3,2,True
breach,1185556571,11,1,2,3,4,3,True
breach,1185556571,13,1,2,4,5,4,True
breach,1185556571,22,1,2,5,6,5,True
breach,950229083,3,1,2,0,1,0,True
breach,950229083,6,1,2,1,2,1,True
breach,950229083,8,1,2,2,3,2,True
breach,950229083,11,1,2,3,4,3,True
breach,298035611,3,1,2,0,1,0,True
breach,298035611,8,1,2,1,2,1,True
breach,298035611,10,1,2,2,3,2,True
breach,298035611,11,1,2,3,4,3,True
breach,20155391,1,1,2,0,1,0,True
breach,20155391,3,1,2,1,2,1,True
breach,20155391,5,1,2,2,3,2,True
breach,20155391,6,1,2,3,4,3,True
breach,20155391,8,1,2,4,5,4,True
breach,983598875,3,1,2,0,1,0,True
breach,983598875,5,1,2,1,2,1,True
breach,983598875,6,1,2,2,3,2,True
breach,983598875,8,1,2,3,4,3,True
breach,983598875,10,1,2,4,5,4,True
breach,983598875,11,1,2,5,6,5,True
breach,172003175,1,1,2,0,1,0,True
breach,172003175,5,1,2,1,2,1,True
breach,172003175,6,1,2,2,3,2,True
breach,172003175,8,1,2,3,4,3,True
breach,172003175,10,1,2,4,5,4,True
breach,114668783,1,1,2,0,1,0,True
breach,114668783,5,1,2,1,2,1,True
breach,114668783,6,1,2,2,3,2,True
breach,114668783,8,1,2,3,4,3,True
breach,114668783,10,1,2,4,5,4,True
breach,114668783,11,1,2,5,6,5,True
breach,76445855,1,1,2,0,1,0,True
breach,76445855,3,1,2,1,2,1,True
breach,76445855,6,1,2,2,3,2,True
breach,76445855,8,1,2,3,4,3,True
breach,76445855,10,1,2,4,5,4,True
breach,76445855,11,1,2,5,6,5,True
breach,534693311,1,1,2,0,1,0,True
breach,534693311,3,1,2,1,2,1,True
breach,534693311,6,1,2,2,3,2,True
breach,534693311,8,1,2,3,4,3,True
breach,534693311,10,1,2,4,5,4,True
breach,840191615,1,1,2,0,1,0,True
breach,840191615,3,1,2,1,2,1,True
breach,840191615,5,1,2,2,3,2,True
breach,840191615,8,1,2,3,4,3,True
breach,840191615,10,1,2,4,5,4,True
breach,840191615,13,1,2,5,6,5,True
breach,560127743,1,1,2,0,1,0,True
breach,560127743,3,1,2,1,2,1,True
breach,560127743,5,1,2,2,3,2,True
breach,560127743,6,1,2,3,4,3,True
breach,560127743,10,1,2,4,5,4,True
breach,560127743,11,1,2,5,6,5,True
breach,857147903,1,1,2,0,1,0,True
breach,857147903,3,1,2,1,2,1,True
breach,857147903,5,1,2,2,3,2,True
breach,857147903,6,1,2,3,4,3,True
breach,857147903,10,1,2,4,5,4,True
breach,11138347259,5,1,2,0,1,0,True
breach,11138347259,6,1,2,1,2,1,True
breach,11138347259,8,1,2,2,3,2,True
breach,11138347259,10,1,2,3,4,3,True
breach,11138347259,11,1,2,4,5,4,True
breach,1196210267,3,1,2,0,1,0,True
breach,1196210267,6,1,2,1,2,1,True
breach,1196210267,8,1,2,2,3,2,True
breach,1196210267,10,1,2,3,4,3,True
breach,1196210267,11,1,2,4,5,4,True
breach,6177624731,3,1,2,0,1,0,True
breach,6177624731,6,1,2,1,2,1,True
breach,6177624731,8,1,2,2,3,2,True
breach,6177624731,10,1,2,3,4,3,True
breach,6177624731,11,1,2,4,5,4,True
breach,6177624731,13,1,2,5,6,5,True
breach,6177624731,18,1,2,6,7,6,True
breach,6177624731,20,1,2,7,8,7,True
breach,6177624731,22,1,2,8,9,8,True
breach,3693814811,3,1,2,0,1,0,True
breach,3693814811,5,1,2,1,2,1,True
breach,3693814811,8,1,2,2,3,2,True
breach,3693814811,10,1,2,3,4,3,True
breach,3693814811,11,1,2,4,5,4,True
breach,13647447323,3,1,2,0,1,0,True
breach,13647447323,5,1,2,1,2,1,True
breach,13647447323,6,1,2,2,3,2,True
breach,13647447323,10,1,2,3,4,3,True
breach,13647447323,11,1,2,4,5,4,True
breach,2868943643,3,1,2,0,1,0,True
breach,2868943643,5,1,2,1,2,1,True
breach,2868943643,6,1,2,2,3,2,True
breach,2868943643,10,1,2,3,4,3,True
breach,2868943643,11,1,2,4,5,4,True
breach,2868943643,13,1,2,5,6,5,True
breach,2868943643,20,1,2,6,7,6,True
breach,1488027419,3,1,2,0,1,0,True
breach,1488027419,5,1,2,1,2,1,True
breach,1488027419,6,1,2,2,3,2,True
breach,1488027419,8,1,2,3,4,3,True
breach,1488027419,11,1,2,4,5,4,True
breach,6372169499,3,1,2,0,1,0,True
breach,6372169499,5,1,2,1,2,1,True
breach,6372169499,6,1,2,2,3,2,True
breach,6372169499,8,1,2,3,4,3,True
breach,6372169499,11,1,2,4,5,4,True
breach,6372169499,29,1,2,5,6,5,True
breach,6372169499,44,1,2,6,7,6,True
breach,6372169499,46,1,2,7,8,7,True
breach,6372169499,52,1,2,8,9,8,True
breach,17367701831,1,1,2,0,1,0,True
breach,17367701831,6,1,2,1,2,1,True
breach,17367701831,8,1,2,2,3,2,True
breach,17367701831,10,1,2,3,4,3,True
breach,17367701831,11,1,2,4,5,4,True
breach,17367701831,13,1,2,5,6,5,True
breach,17367701831,17,1,2,6,7,6,True
breach,7425564839,1,1,2,0,1,0,True
breach,7425564839,6,1,2,1,2,1,True
breach,7425564839,8,1,2,2,3,2,True
breach,7425564839,10,1,2,3,4,3,True
breach,7425564839,11,1,2,4,5,4,True
breach,7425564839,13,1,2,5,6,5,True
breach,12406979303,1,1,2,0,1,0,True
breach,12406979303,6,1,2,1,2,1,True
breach,12406979303,8,1,2,2,3,2,True
breach,12406979303,10,1,2,3,4,3,True
breach,12406979303,11,1,2,4,5,4,True
breach,9923169383,1,1,2,0,1,0,True
breach,9923169383,5,1,2,1,2,1,True
breach,9923169383,8,1,2,2,3,2,True
breach,9923169383,10,1,2,3,4,3,True
breach,9923169383,11,1,2,4,5,4,True
breach,2462543207,1,1,2,0,1,0,True
breach,2462543207,5,1,2,1,2,1,True
breach,2462543207,6,1,2,2,3,2,True
breach,2462543207,10,1,2,3,4,3,True
breach,2462543207,11,1,2,4,5,4,True
breach,9098298215,1,1,2,0,1,0,True
breach,9098298215,5,1,2,1,2,1,True
breach,9098298215,6,1,2,2,3,2,True
breach,9098298215,10,1,2,3,4,3,True
breach,9098298215,11,1,2,4,5,4,True
breach,7717381991,1,1,2,0,1,0,True
breach,7717381991,5,1,2,1,2,1,True
breach,7717381991,6,1,2,2,3,2,True
breach,7717381991,8,1,2,3,4,3,True
breach,7717381991,11,1,2,4,5,4,True
breach,12601524071,1,1,2,0,1,0,True
breach,12601524071,5,1,2,1,2,1,True
breach,12601524071,6,1,2,2,3,2,True
breach,12601524071,8,1,2,3,4,3,True
breach,12601524071,11,1,2,4,5,4,True
breach,12601524071,13,1,2,5,6,5,True
breach,12601524071,18,1,2,6,7,6,True
breach,9911099087,1,1,2,0,1,0,True
breach,9911099087,6,1,2,1,2,1,True
breach,9911099087,8,1,2,2,3,2,True
breach,9911099087,10,1,2,3,4,3,True
breach,9911099087,11,1,2,4,5,4,True
breach,17383220783,1,1,2,0,1,0,True
breach,17383220783,6,1,2,1,2,1,True
breach,17383220783,8,1,2,2,3,2,True
breach,17383220783,10,1,2,3,4,3,True
breach,17383220783,11,1,2,4,5,4,True
breach,4950376559,1,1,2,0,1,0,True
breach,4950376559,6,1,2,1,2,1,True
breach,4950376559,8,1,2,2,3,2,True
breach,4950376559,10,1,2,3,4,3,True
breach,4950376559,11,1,2,4,5,4,True
breach,4950376559,13,1,2,5,6,5,True
breach,2466566639,1,1,2,0,1,0,True
breach,2466566639,5,1,2,1,2,1,True
breach,2466566639,8,1,2,2,3,2,True
breach,2466566639,10,1,2,3,4,3,True
breach,2466566639,11,1,2,4,5,4,True
breach,12420199151,1,1,2,0,1,0,True
breach,12420199151,5,1,2,1,2,1,True
breach,12420199151,6,1,2,2,3,2,True
breach,12420199151,10,1,2,3,4,3,True
breach,12420199151,11,1,2,4,5,4,True
breach,12420199151,20,1,2,5,6,5,True
breach,12420199151,22,1,2,6,7,6,True
breach,12420199151,23,1,2,7,8,7,True
breach,12420199151,25,1,2,8,9,8,True
breach,1641695471,1,1,2,0,1,0,True
breach,1641695471,5,1,2,1,2,1,True
breach,1641695471,6,1,2,2,3,2,True
breach,1641695471,10,1,2,3,4,3,True
breach,1641695471,11,1,2,4,5,4,True
breach,1641695471,13,1,2,5,6,5,True
breach,260779247,1,1,2,0,1,0,True
breach,260779247,5,1,2,1,2,1,True
breach,260779247,6,1,2,2,3,2,True
breach,260779247,8,1,2,3,4,3,True
breach,260779247,11,1,2,4,5,4,True
breach,5144921327,1,1,2,0,1,0,True
breach,5144921327,5,1,2,1,2,1,True
breach,5144921327,6,1,2,2,3,2,True
breach,5144921327,8,1,2,3,4,3,True
breach,5144921327,11,1,2,4,5,4,True
breach,12412152287,1,1,2,0,1,0,True
breach,12412152287,3,1,2,1,2,1,True
breach,12412152287,8,1,2,2,3,2,True
breach,12412152287,10,1,2,3,4,3,True
breach,12412152287,11,1,2,4,5,4,True
breach,17393566751,1,1,2,0,1,0,True
breach,17393566751,3,1,2,1,2,1,True
breach,17393566751,8,1,2,2,3,2,True
breach,17393566751,10,1,2,3,4,3,True
breach,17393566751,11,1,2,4,5,4,True
breach,14909756831,1,1,2,0,1,0,True
breach,14909756831,3,1,2,1,2,1,True
breach,14909756831,8,1,2,2,3,2,True
breach,14909756831,10,1,2,3,4,3,True
breach,14909756831,11,1,2,4,5,4,True
breach,7449130655,1,1,2,0,1,0,True
breach,7449130655,3,1,2,1,2,1,True
breach,7449130655,6,1,2,2,3,2,True
breach,7449130655,10,1,2,3,4,3,True
breach,7449130655,11,1,2,4,5,4,True
breach,14084885663,1,1,2,0,1,0,True
breach,14084885663,3,1,2,1,2,1,True
breach,14084885663,6,1,2,2,3,2,True
breach,14084885663,10,1,2,3,4,3,True
breach,14084885663,11,1,2,4,5,4,True
breach,12703969439,1,1,2,0,1,0,True
breach,12703969439,3,1,2,1,2,1,True
breach,12703969439,6,1,2,2,3,2,True
breach,12703969439,8,1,2,3,4,3,True
breach,12703969439,11,1,2,4,5,4,True
breach,12703969439,15,1,2,5,6,5,True
breach,12703969439,18,1,2,6,7,6,True
breach,173852831,1,1,2,0,1,0,True
breach,173852831,3,1,2,1,2,1,True
breach,173852831,6,1,2,2,3,2,True
breach,173852831,8,1,2,3,4,3,True
breach,173852831,11,1,2,4,5,4,True
breach,2470015295,1,1,2,0,1,0,True
breach,2470015295,3,1,2,1,2,1,True
breach,2470015295,8,1,2,2,3,2,True
breach,2470015295,10,1,2,3,4,3,True
breach,2470015295,11,1,2,4,5,4,True
breach,17400464063,1,1,2,0,1,0,True
breach,17400464063,3,1,2,1,2,1,True
breach,17400464063,8,1,2,2,3,2,True
breach,17400464063,10,1,2,3,4,3,True
breach,17400464063,11,1,2,4,5,4,True
breach,9939837887,1,1,2,0,1,0,True
breach,9939837887,3,1,2,1,2,1,True
breach,9939837887,6,1,2,2,3,2,True
breach,9939837887,10,1,2,3,4,3,True
breach,9939837887,11,1,2,4,5,4,True
breach,9939837887,13,1,2,5,6,5,True
breach,16575592895,1,1,2,0,1,0,True
breach,16575592895,3,1,2,1,2,1,True
breach,16575592895,6,1,2,2,3,2,True
breach,16575592895,10,1,2,3,4,3,True
breach,16575592895,11,1,2,4,5,4,True
breach,16575592895,13,1,2,5,6,5,True
breach,15194676671,1,1,2,0,1,0,True
breach,15194676671,3,1,2,1,2,1,True
breach,15194676671,6,1,2,2,3,2,True
breach,15194676671,8,1,2,3,4,3,True
breach,15194676671,11,1,2,4,5,4,True
breach,15194676671,18,1,2,5,6,5,True
breach,15194676671,30,1,2,6,7,6,True
breach,2664560063,1,1,2,0,1,0,True
breach,2664560063,3,1,2,1,2,1,True
breach,2664560063,6,1,2,2,3,2,True
breach,2664560063,8,1,2,3,4,3,True
breach,2664560063,11,1,2,4,5,4,True
breach,2664560063,20,1,2,5,6,5,True
breach,7451429759,1,1,2,0,1,0,True
breach,7451429759,3,1,2,1,2,1,True
breach,7451429759,5,1,2,2,3,2,True
breach,7451429759,10,1,2,3,4,3,True
breach,7451429759,11,1,2,4,5,4,True
breach,7451429759,15,1,2,5,6,5,True
breach,7451429759,17,1,2,6,7,6,True
breach,7451429759,18,1,2,7,8,7,True
breach,17405062271,1,1,2,0,1,0,True
breach,17405062271,3,1,2,1,2,1,True
breach,17405062271,5,1,2,2,3,2,True
breach,17405062271,10,1,2,3,4,3,True
breach,17405062271,11,1,2,4,5,4,True
breach,6626558591,1,1,2,0,1,0,True
breach,6626558591,3,1,2,1,2,1,True
breach,6626558591,5,1,2,2,3,2,True
breach,6626558591,10,1,2,3,4,3,True
breach,6626558591,11,1,2,4,5,4,True
breach,6626558591,13,1,2,5,6,5,True
breach,5245642367,1,1,2,0,1,0,True
breach,5245642367,3,1,2,1,2,1,True
breach,5245642367,5,1,2,2,3,2,True
breach,5245642367,8,1,2,3,4,3,True
breach,5245642367,11,1,2,4,5,4,True
random,2354411,6,1,2,0,1,0,True
random,5804201,3,1,2,0,1,0,True
random,5804201,5,1,2,1,2,1,True
random,5804201,6,1,2,2,3,2,True
random,5804201,11,1,2,3,4,3,True
random,5804201,29,1,2,4,5,4,True
random,5804201,32,1,2,5,6,5,True
random,5804201,37,1,2,6,7,6,True
random,8536703,1,1,2,0,1,0,True
random,8536703,3,1,2,1,2,1,True
random,8536703,5,1,2,2,3,2,True
random,8536703,10,1,2,3,4,3,True
random,8536703,11,1,2,4,5,4,True
random,8536703,42,1,2,5,6,5,True
random,8536703,47,1,2,6,7,6,True
random,8536703,54,1,2,7,8,7,True
random,7577833,3,1,2,0,1,0,True
random,8934391,1,1,2,0,1,0,True
random,1757015,1,1,2,0,1,0,True
random,8492151,1,1,2,0,1,0,True
random,8492151,15,1,2,1,2,1,True
random,1224667,3,1,2,0,1,0,True
random,3529207,1,1,2,0,1,0,True
random,4364071,1,1,2,0,1,0,True
random,5080615,1,1,2,0,1,0,True
random,1433977,5,1,2,0,1,0,True
random,1433977,6,1,2,1,2,1,True
random,402471,1,1,2,0,1,0,True
random,8059375,1,1,2,0,1,0,True
random,8059375,5,1,2,1,2,1,True
random,8059375,10,1,2,2,3,2,True
random,8059375,11,1,2,3,4,3,True
random,3806233,18,1,2,0,1,0,True
random,9072399,1,1,2,0,1,0,True
random,15067,3,1,2,0,1,0,True
random,15067,8,1,2,1,2,1,True
random,7350447,1,1,2,0,1,0,True
random,7350447,8,1,2,1,2,1,True
random,7350447,11,1,2,2,3,2,True
random,7350447,15,1,2,3,4,3,True
random,7350447,25,1,2,4,5,4,True
random,7350447,27,1,2,5,6,5,True
random,7350447,46,1,2,6,7,6,True
random,9493951,1,1,2,0,1,0,True
random,9493951,3,1,2,1,2,1,True
random,9493951,6,1,2,2,3,2,True
random,9493951,8,1,2,3,4,3,True
random,9493951,11,1,2,4,5,4,True
random,9493951,22,1,2,5,6,5,True
random,9493951,23,1,2,6,7,6,True
random,1002191,1,1,2,0,1,0,True
random,1002191,6,1,2,1,2,1,True
random,602891,29,1,2,0,1,0,True
random,6759501,13,1,2,0,1,0,True
random,9746911,1,1,2,0,1,0,True
random,9746911,3,1,2,1,2,1,True
random,9746911,8,1,2,2,3,2,True
random,9211279,1,1,2,0,1,0,True
random,2846043,3,1,2,0,1,0,True
random,2846043,13,1,2,1,2,1,True
random,6751647,1,1,2,0,1,0,True
random,6751647,3,1,2,1,2,1,True
random,6751647,8,1,2,2,3,2,True
random,262129,10,1,2,0,1,0,True
random,262129,11,1,2,1,2,1,True
random,262129,18,1,2,2,3,2,True
random,7421463,1,1,2,0,1,0,True
random,4912623,1,1,2,0,1,0,True
random,4912623,5,1,2,1,2,1,True
random,4912623,25,1,2,2,3,2,True
random,8633227,6,1,2,0,1,0,True
random,8633227,17,1,2,1,2,1,True
random,8633227,20,1,2,2,3,2,True
random,8633227,22,1,2,3,4,3,True
random,8633227,23,1,2,4,5,4,True
random,8633227,25,1,2,5,6,5,True
random,8633227,29,1,2,6,7,6,True
random,8633227,30,1,2,7,8,7,True
random,9217337,6,1,2,0,1,0,True
random,9424297,3,1,2,0,1,0,True
random,9424297,5,1,2,1,2,1,True
random,4756649,3,1,2,0,1,0,True
random,4756649,5,1,2,1,2,1,True
random,4756649,6,1,2,2,3,2,True
random,2549759,1,1,2,0,1,0,True
random,2549759,3,1,2,1,2,1,True
random,2549759,5,1,2,2,3,2,True
random,2549759,6,1,2,3,4,3,True
random,2549759,8,1,2,4,5,4,True
random,2549759,11,1,2,5,6,5,True
random,7778045,6,1,2,0,1,0,True
random,5290271,1,1,2,0,1,0,True
random,5290271,3,1,2,1,2,1,True
random,2520327,1,1,2,0,1,0,True
random,5124217,6,1,2,0,1,0,True
random,7688947,6,1,2,0,1,0,True
random,7688947,8,1,2,1,2,1,True
random,7688947,11,1,2,2,3,2,True
random,7688947,13,1,2,3,4,3,True
random,5663955,11,1,2,0,1,0,True
