start_n,step_k,C_before,C_after,d_before,d_after,a_k,c_k,x_entry,x_exit,residue_mod,residue_next_mod,m_used,source,delta_before,delta_after,in_shell_before,in_shell_after,D_m,near_ceil_before,near_ceil_after,returned_200,return_steps,return_reason
7451,5,1,2,1,2,1,2,28295,42443,593,161,6,breach_candidate,0,0,True,False,2,True,True,True,1,d_le_C_before
7451,6,2,3,2,3,1,2,42443,63665,161,242,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
4967,1,0,1,0,1,1,2,7451,11177,161,242,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
4967,5,1,2,1,2,1,2,18863,28295,638,593,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
4967,6,2,3,2,3,1,2,28295,42443,593,161,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
3311,1,0,1,0,1,1,2,4967,7451,593,161,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
3311,5,1,2,1,2,1,2,12575,18863,182,638,6,breach_candidate,0,0,True,False,2,True,True,True,1,d_le_C_before
3311,6,2,3,2,3,1,2,18863,28295,638,593,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
3311,8,3,4,3,4,1,2,42443,63665,161,242,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
73979,5,0,1,0,1,1,2,140447,210671,479,719,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
73979,6,1,2,1,2,1,2,210671,316007,719,350,6,breach_candidate,0,0,True,False,2,True,True,True,1,d_le_C_before
73979,8,2,3,2,3,1,2,474011,711017,161,242,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
73979,11,3,4,3,4,1,2,799895,1199843,182,638,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
37979,3,0,1,0,1,1,2,64091,96137,668,638,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
37979,6,1,2,1,2,1,2,108155,162233,263,395,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
69275,3,0,1,0,1,1,2,116903,175355,263,395,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
69275,6,1,2,1,2,1,2,197275,295913,445,668,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
69275,10,2,3,2,3,1,2,499355,749033,719,350,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
69275,13,3,4,3,4,1,2,842663,1263995,668,638,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
2375,1,0,1,0,1,1,2,3563,5345,647,242,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
2375,6,1,2,1,2,1,2,6767,10151,206,674,6,breach_candidate,0,0,True,False,2,True,True,True,1,d_le_C_before
2375,8,2,3,2,3,1,2,15227,22841,647,242,6,breach_candidate,0,0,True,False,2,True,True,True,1,d_le_C_before
2375,27,3,4,3,4,1,2,32987,49481,182,638,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
2375,30,4,5,4,5,1,2,55667,83501,263,395,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
49319,1,0,1,0,1,1,2,73979,110969,350,161,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
49319,6,1,2,1,2,1,2,140447,210671,479,719,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
49319,8,2,3,2,3,1,2,316007,474011,350,161,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
49319,11,3,4,3,4,1,2,533263,799895,364,182,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
49319,13,4,5,4,5,1,2,1199843,1799765,638,593,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
80615,1,0,1,0,1,1,2,120923,181385,638,593,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
80615,6,1,2,1,2,1,2,229567,344351,661,263,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
80615,8,2,3,2,3,1,2,516527,774791,395,593,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
80615,10,3,4,3,4,1,2,1162187,1743281,161,242,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
80615,23,4,5,4,5,1,2,1767095,2650643,728,728,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
37583,1,0,1,0,1,1,2,56375,84563,242,728,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
37583,6,1,2,1,2,1,2,107027,160541,593,161,6,breach_candidate,0,0,True,False,2,True,True,True,1,d_le_C_before
1583,1,0,1,0,1,1,2,2375,3563,188,647,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
1583,6,1,2,1,2,1,2,4511,6767,137,206,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
1583,8,2,3,2,3,1,2,10151,15227,674,647,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
1583,11,3,4,3,4,1,2,17131,25697,364,182,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
1583,30,4,5,4,5,1,2,37111,55667,661,263,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
32879,1,0,1,0,1,1,2,49319,73979,476,350,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
32879,6,1,2,1,2,1,2,93631,140447,319,479,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
32879,8,2,3,2,3,1,2,210671,316007,719,350,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
32879,10,3,4,3,4,1,2,474011,711017,161,242,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
32879,13,4,5,4,5,1,2,799895,1199843,182,638,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
550907,6,0,1,0,1,1,2,784399,1176599,724,722,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
550907,8,1,2,1,2,1,2,1764899,2647349,719,350,6,breach_candidate,0,0,True,False,2,True,True,True,1,d_le_C_before
133883,5,0,1,0,1,1,2,254171,381257,479,719,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
133883,8,1,2,1,2,1,2,428915,643373,263,395,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
413531,3,0,1,0,1,1,2,697835,1046753,182,638,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
413531,8,1,2,1,2,1,2,1324799,1987199,206,674,6,breach_candidate,0,0,True,False,2,True,True,True,1,d_le_C_before
413531,10,2,3,2,3,1,2,2980799,4471199,647,242,6,breach_candidate,0,0,True,False,2,True,True,True,1,d_le_C_before
413531,11,3,4,3,4,1,2,4471199,6706799,242,728,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
413531,13,4,5,4,5,1,2,10060199,15090299,728,728,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
660059,3,0,1,0,1,1,2,1113851,1670777,668,638,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
660059,8,1,2,1,2,1,2,2114579,3171869,479,719,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
100763,3,0,1,0,1,1,2,170039,255059,182,638,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
100763,8,1,2,1,2,1,2,322811,484217,593,161,6,breach_candidate,0,0,True,False,2,True,True,True,1,d_le_C_before
100763,13,2,3,2,3,1,2,612839,919259,479,719,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
100763,17,3,4,3,4,1,2,1551251,2326877,668,638,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
347291,3,0,1,0,1,1,2,586055,879083,668,638,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
347291,8,1,2,1,2,1,2,1112591,1668887,137,206,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
347291,10,2,3,2,3,1,2,2503331,3754997,674,647,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
4504571,8,0,1,0,1,1,2,7215455,10823183,542,449,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
4504571,10,1,2,1,2,1,2,16234775,24352163,674,647,6,breach_candidate,0,0,True,True,2,True,True,True,1,d_le_C_before
4504571,11,2,3,2,3,1,2,24352163,36528245,647,242,6,breach_candidate,0,0,True,False,2,True,True,True,1,d_le_C_before
2375675,6,0,1,0,1,1,2,3382555,5073833,724,722,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
2375675,10,1,2,1,2,1,2,8562095,12843143,719,350,6,breach_candidate,0,0,True,False,2,True,True,True,1,d_le_C_before
2375675,11,2,3,2,3,1,2,12843143,19264715,350,161,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
2725883,6,0,1,0,1,1,2,3881191,5821787,724,722,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
2725883,10,1,2,1,2,1,2,9824267,14736401,263,395,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
253691,5,0,1,0,1,1,2,481619,722429,479,719,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
253691,10,1,2,1,2,1,2,914327,1371491,161,242,6,breach_candidate,0,0,True,True,2,True,True,True,1,d_le_C_before
253691,11,2,3,2,3,1,2,1371491,2057237,242,728,6,breach_candidate,0,0,True,False,2,True,True,True,1,d_le_C_before
3433211,5,0,1,0,1,1,2,6517739,9776609,479,719,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
3433211,10,1,2,1,2,1,2,12373523,18560285,206,674,6,breach_candidate,0,0,True,False,2,True,True,True,1,d_le_C_before
3783419,5,0,1,0,1,1,2,7182587,10773881,479,719,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
3783419,10,1,2,1,2,1,2,13635695,20453543,479,719,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
3783419,11,2,3,2,3,1,2,20453543,30680315,719,350,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
3783419,17,3,4,3,4,1,2,58244663,87366995,479,719,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
3783419,18,4,5,4,5,1,2,87366995,131050493,719,350,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
3783419,23,5,6,5,6,1,2,165860783,248791175,161,242,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
3783419,25,6,7,6,7,1,2,373186763,559780145,728,728,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
4283387,10,0,1,0,1,1,2,7718807,11578211,155,233,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
4283387,11,1,2,1,2,1,2,11578211,17367317,233,350,6,breach_candidate,0,0,True,False,2,True,True,True,1,d_le_C_before
818171,8,0,1,0,1,1,2,1310555,1965833,542,449,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
818171,11,1,2,1,2,1,2,2211563,3317345,506,395,6,breach_candidate,0,0,True,False,2,True,True,True,1,d_le_C_before
12663803,8,0,1,0,1,1,2,20284967,30427451,542,449,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
12663803,11,1,2,1,2,1,2,34230883,51346325,688,668,6,breach_candidate,0,0,True,False,2,True,True,True,1,d_le_C_before
5693435,6,0,1,0,1,1,2,8106475,12159713,724,722,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
5693435,11,1,2,1,2,1,2,15389639,23084459,449,674,6,breach_candidate,0,0,True,False,2,True,True,True,1,d_le_C_before
2228219,6,0,1,0,1,1,2,3172603,4758905,724,722,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
2228219,11,1,2,1,2,1,2,6022991,9034487,722,719,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
2228219,13,2,3,2,3,1,2,13551731,20327597,350,161,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
14073851,6,0,1,0,1,1,2,20038747,30058121,724,722,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
14073851,11,1,2,1,2,1,2,38042311,57063467,175,263,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
13711355,6,0,1,0,1,1,2,19522615,29283923,724,722,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
13711355,11,1,2,1,2,1,2,37062467,55593701,107,161,6,breach_candidate,0,0,True,False,2,True,True,True,1,d_le_C_before
10246139,6,0,1,0,1,1,2,14588743,21883115,724,722,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
10246139,11,1,2,1,2,1,2,27695819,41543729,380,206,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
858107,6,0,1,0,1,1,2,1221799,1832699,724,722,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
858107,11,1,2,1,2,1,2,2319511,3479267,562,479,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
94526459,11,0,1,0,1,1,2,127754815,191632223,481,722,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
94526459,13,1,2,1,2,1,2,287448335,431172503,719,350,6,breach_candidate,0,0,True,False,2,True,True,True,1,d_le_C_before
94526459,15,2,3,2,3,1,2,646758755,970138133,161,242,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
5463035,10,0,1,0,1,1,2,9844571,14766857,155,233,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
5463035,13,1,2,1,2,1,2,16612715,24919073,263,395,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
58031099,8,0,1,0,1,1,2,92954603,139431905,542,449,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
58031099,13,1,2,1,2,1,2,176468507,264702761,206,674,6,breach_candidate,0,0,True,False,2,True,True,True,1,d_le_C_before
58031099,17,2,3,2,3,1,2,446685911,670028867,638,593,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
58031099,18,3,4,3,4,1,2,670028867,1005043301,593,161,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
138836987,8,0,1,0,1,1,2,222390011,333585017,542,449,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
138836987,13,1,2,1,2,1,2,422193539,633290309,479,719,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
33700859,8,0,1,0,1,1,2,53982263,80973395,542,449,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
33700859,13,1,2,1,2,1,2,102481955,153722933,593,161,6,breach_candidate,0,0,True,False,2,True,True,True,1,d_le_C_before
114506747,8,0,1,0,1,1,2,183417671,275126507,542,449,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
114506747,13,1,2,1,2,1,2,348206987,522310481,137,206,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
299785211,13,0,1,0,1,1,2,455812895,683719343,542,449,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
299785211,15,1,2,1,2,1,2,1025579015,1538368523,674,647,6,breach_candidate,0,0,True,True,2,True,True,True,1,d_le_C_before
306863099,11,0,1,0,1,1,2,414732955,622099433,481,722,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
306863099,15,1,2,1,2,1,2,1049792795,1574689193,719,350,6,breach_candidate,0,0,True,False,2,True,True,True,1,d_le_C_before
306863099,18,2,3,2,3,1,2,1771525343,2657288015,668,638,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
306863099,20,3,4,3,4,1,2,3985932023,5978898035,593,161,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
764566523,11,0,1,0,1,1,2,1033330279,1549995419,481,722,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
764566523,15,1,2,1,2,1,2,2615617271,3923425907,263,395,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
764566523,23,2,3,2,3,1,2,4189713119,6284569679,674,647,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
764566523,25,3,4,3,4,1,2,9426854519,14140281779,242,728,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
1324309499,10,0,1,0,1,1,2,2386448723,3579673085,155,233,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
1324309499,15,1,2,1,2,1,2,4530523751,6795785627,161,242,6,breach_candidate,0,0,True,True,2,True,True,True,1,d_le_C_before
1324309499,18,2,3,2,3,1,2,7645258831,11467888247,364,182,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
1324309499,20,3,4,3,4,1,2,17201832371,25802748557,638,593,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
1331387387,10,0,1,0,1,1,2,2399203307,3598804961,155,233,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
1331387387,15,1,2,1,2,1,2,4554737531,6832106297,206,674,6,breach_candidate,0,0,True,False,2,True,True,True,1,d_le_C_before
1331387387,23,2,3,2,3,1,2,7295808827,10943713241,155,233,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
430136315,10,0,1,0,1,1,2,775119611,1162679417,155,233,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
430136315,15,1,2,1,2,1,2,1471516139,2207274209,479,719,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
430136315,20,2,3,2,3,1,2,2793581423,4190372135,206,674,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
430136315,22,3,4,3,4,1,2,6285558203,9428337305,647,242,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
4206779387,15,0,1,0,1,1,2,7195792943,10793689415,155,233,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
4206779387,17,1,2,1,2,1,2,16190534123,24285801185,350,161,6,breach_candidate,0,0,True,False,2,True,True,True,1,d_le_C_before
4206779387,22,2,3,2,3,1,2,30736717127,46105075691,206,674,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
4206779387,23,3,4,3,4,1,2,46105075691,69157613537,674,647,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
4206779387,30,4,5,4,5,1,2,98468555215,147702832823,688,668,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
4206779387,32,5,6,5,6,1,2,221554249235,332331373853,638,593,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
4206779387,42,6,7,6,7,1,2,399247951151,598871926727,668,638,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
4206779387,44,7,8,7,8,1,2,898307890091,1347461835137,593,161,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
3810417659,13,0,1,0,1,1,2,5793606299,8690409449,542,449,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
3810417659,17,1,2,1,2,1,2,14665065947,21997598921,395,593,6,breach_candidate,0,0,True,False,2,True,True,True,1,d_le_C_before
3810417659,20,2,3,2,3,1,2,24747298787,37120948181,668,638,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
3546176507,13,0,1,0,1,1,2,5391836903,8087755355,542,449,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
3546176507,17,1,2,1,2,1,2,13648087163,20472130745,668,638,6,breach_candidate,0,0,True,False,2,True,True,True,1,d_le_C_before
8899419131,11,0,1,0,1,1,2,12027781687,18041672531,481,722,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
8899419131,17,1,2,1,2,1,2,34250987699,51376481549,161,242,6,breach_candidate,0,0,True,True,2,True,True,True,1,d_le_C_before
93311,1,0,1,0,1,1,2,139967,209951,728,728,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
93311,3,1,2,1,2,1,2,314927,472391,728,728,6,breach_candidate,0,0,True,True,2,True,True,True,1,d_le_C_before
93311,5,2,3,2,3,1,2,708587,1062881,728,728,6,breach_candidate,0,0,True,False,2,True,True,True,1,d_le_C_before
93311,10,3,4,3,4,1,2,1345211,2017817,206,674,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
339227,3,0,1,0,1,1,2,572447,858671,182,638,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
339227,5,1,2,1,2,1,2,1288007,1932011,593,161,6,breach_candidate,0,0,True,False,2,True,True,True,1,d_le_C_before
339227,6,2,3,2,3,1,2,1932011,2898017,161,242,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
226151,1,0,1,0,1,1,2,339227,508841,242,728,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
226151,5,1,2,1,2,1,2,858671,1288007,638,593,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
226151,6,2,3,2,3,1,2,1288007,1932011,593,161,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
226151,11,3,4,3,4,1,2,2445203,3667805,137,206,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
150767,1,0,1,0,1,1,2,226151,339227,161,242,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
150767,5,1,2,1,2,1,2,572447,858671,182,638,6,breach_candidate,0,0,True,False,2,True,True,True,1,d_le_C_before
150767,6,2,3,2,3,1,2,858671,1288007,638,593,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
150767,8,3,4,3,4,1,2,1932011,2898017,161,242,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
473759,1,0,1,0,1,1,2,710639,1065959,593,161,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
473759,3,1,2,1,2,1,2,1598939,2398409,242,728,6,breach_candidate,0,0,True,True,2,True,True,True,1,d_le_C_before
473759,6,2,3,2,3,1,2,2698211,4047317,182,638,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
1062335,1,0,1,0,1,1,2,1593503,2390255,638,593,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
1062335,3,1,2,1,2,1,2,3585383,5378075,161,242,6,breach_candidate,0,0,True,True,2,True,True,True,1,d_le_C_before
1062335,6,2,3,2,3,1,2,6050335,9075503,364,182,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
1062335,8,3,4,3,4,1,2,13613255,20419883,638,593,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
4608251,5,0,1,0,1,1,2,8748479,13122719,479,719,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
4608251,6,1,2,1,2,1,2,13122719,19684079,719,350,6,breach_candidate,0,0,True,False,2,True,True,True,1,d_le_C_before
4608251,8,2,3,2,3,1,2,29526119,44289179,161,242,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
4608251,11,3,4,3,4,1,2,49825327,74737991,364,182,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
4608251,13,4,5,4,5,1,2,112106987,168160481,638,593,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
4608251,18,5,6,5,6,1,2,212828111,319242167,206,674,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
4608251,20,6,7,6,7,1,2,478863251,718294877,647,242,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
5466203,3,0,1,0,1,1,2,9224219,13836329,182,638,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
5466203,6,1,2,1,2,1,2,15565871,23348807,263,395,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
5466203,8,2,3,2,3,1,2,35023211,52534817,593,161,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
6038171,3,0,1,0,1,1,2,10189415,15284123,182,638,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
6038171,6,1,2,1,2,1,2,17194639,25791959,445,668,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
6038171,8,2,3,2,3,1,2,38687939,58031909,638,593,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
447515,3,0,1,0,1,1,2,755183,1132775,668,638,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
447515,5,1,2,1,2,1,2,1699163,2548745,593,161,6,breach_candidate,0,0,True,False,2,True,True,True,1,d_le_C_before
447515,8,2,3,2,3,1,2,2867339,4301009,182,638,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
2214215,1,0,1,0,1,1,2,3321323,4981985,728,728,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
2214215,6,1,2,1,2,1,2,6305327,9457991,206,674,6,breach_candidate,0,0,True,False,2,True,True,True,1,d_le_C_before
2214215,8,2,3,2,3,1,2,14186987,21280481,647,242,6,breach_candidate,0,0,True,False,2,True,True,True,1,d_le_C_before
2214215,13,3,4,3,4,1,2,26933111,40399667,206,674,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
3072167,1,0,1,0,1,1,2,4608251,6912377,242,728,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
3072167,6,1,2,1,2,1,2,8748479,13122719,479,719,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
3072167,8,2,3,2,3,1,2,19684079,29526119,350,161,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
3072167,10,3,4,3,4,1,2,44289179,66433769,242,728,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
3072167,13,4,5,4,5,1,2,74737991,112106987,182,638,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
3072167,18,5,6,5,6,1,2,141885407,212828111,137,206,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
3072167,20,6,7,6,7,1,2,319242167,478863251,674,647,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
3644135,1,0,1,0,1,1,2,5466203,8199305,161,242,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
3644135,6,1,2,1,2,1,2,10377247,15565871,661,263,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
3644135,8,2,3,2,3,1,2,23348807,35023211,395,593,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
3644135,29,3,4,3,4,1,2,56865827,85298741,182,638,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
7011431,1,0,1,0,1,1,2,10517147,15775721,593,161,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
7011431,5,1,2,1,2,1,2,26621531,39932297,638,593,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
7011431,8,2,3,2,3,1,2,44923835,67385753,668,638,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
618191,1,0,1,0,1,1,2,927287,1390931,728,728,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
618191,6,1,2,1,2,1,2,1760399,2640599,593,161,6,breach_candidate,0,0,True,False,2,True,True,True,1,d_le_C_before
618191,8,2,3,2,3,1,2,3960899,5941349,242,728,6,breach_candidate,0,0,True,False,2,True,True,True,1,d_le_C_before
1476143,1,0,1,0,1,1,2,2214215,3321323,242,728,6,breach_candidate,0,0,False,True,2,True,True,True,1,d_le_C_before
1476143,6,1,2,1,2,1,2,4203551,6305327,137,206,6,breach_candidate,0,0,False,False,2,True,True,True,1,d_le_C_before
