label,family,N,m,steps,D,d_rat,support_start,support_end,method,elapsed_sec
heartbeat,hybrid_rev,358,10,53,4,4,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,358,11,53,4,4,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,358,12,53,4,4,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,359,2,53,0,0,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,359,3,53,1,1,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,359,4,53,1,1,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,359,5,53,2,2,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,359,6,53,2,2,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,359,7,53,2,2,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,359,8,53,3,3,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,359,9,53,3,3,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,359,10,53,4,4,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,359,11,53,4,4,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,359,12,53,4,4,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,360,2,53,0,0,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,360,3,53,1,1,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,360,4,53,1,1,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,360,5,53,2,2,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,360,6,53,2,2,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,360,7,53,2,2,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,360,8,53,3,3,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,360,9,53,3,3,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,360,10,53,4,4,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,360,11,53,4,4,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,360,12,53,4,4,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,400,2,53,0,0,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,400,3,53,1,1,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,400,4,53,1,1,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,400,5,53,2,2,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,400,6,53,2,2,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,400,7,53,2,2,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,400,8,53,3,3,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,400,9,53,3,3,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,400,10,53,4,4,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,400,11,53,4,4,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,400,12,53,4,4,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,530,2,53,0,0,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,530,3,53,1,1,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,530,4,53,1,1,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,530,5,53,2,2,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,530,6,53,2,2,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,530,7,53,2,2,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,530,8,53,3,3,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,530,9,53,3,3,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,530,10,53,4,4,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,530,11,53,4,4,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
heartbeat,hybrid_rev,530,12,53,4,4,22,22,derived_letter_identity_0_53_plus_spotcheck,0.0
extended,true,inf,2,371,0,0,154,154,computed,0.0353
extended,true,inf,3,371,1,1,154,154,computed,0.0361
extended,true,inf,4,371,1,1,154,154,computed,0.0375
extended,true,inf,5,371,2,2,154,154,computed,0.0436
extended,true,inf,6,371,2,2,154,154,computed,0.0579
extended,true,inf,7,371,2,2,154,154,computed,0.094
extended,true,inf,8,371,3,3,154,154,computed,0.187
extended,periodic_2253,0_pure_period,2,371,0,0,154,154,computed,0.0348
extended,periodic_2253,0_pure_period,3,371,1,1,154,154,computed,0.0354
extended,periodic_2253,0_pure_period,4,371,1,1,154,154,computed,0.0372
extended,periodic_2253,0_pure_period,5,371,2,2,154,154,computed,0.0435
extended,periodic_2253,0_pure_period,6,371,2,2,154,154,computed,0.0577
extended,periodic_2253,0_pure_period,7,371,2,2,154,154,computed,0.0945
extended,periodic_2253,0_pure_period,8,371,3,3,154,154,computed,0.187
extended,hybrid_fwd,350,2,371,0,0,154,154,computed,0.0353
extended,hybrid_fwd,350,3,371,1,1,154,154,computed,0.0358
extended,hybrid_fwd,350,4,371,1,1,154,154,computed,0.0374
extended,hybrid_fwd,350,5,371,2,2,154,154,computed,0.0436
extended,hybrid_fwd,350,6,371,2,2,154,154,computed,0.058
extended,hybrid_fwd,350,7,371,2,2,154,154,computed,0.0944
extended,hybrid_fwd,350,8,371,3,3,154,154,computed,0.1873
extended,hybrid_rev,350,2,371,0,0,154,154,computed,0.0349
extended,hybrid_rev,350,3,371,1,1,154,154,computed,0.0354
extended,hybrid_rev,350,4,371,1,1,154,154,computed,0.0371
extended,hybrid_rev,350,5,371,2,2,154,154,computed,0.0439
extended,hybrid_rev,350,6,371,2,2,154,154,computed,0.0579
extended,hybrid_rev,350,7,371,2,2,154,154,computed,0.0945
extended,hybrid_rev,350,8,371,3,3,154,154,computed,0.1878
extended,hybrid_fwd,357,2,371,0,0,154,154,computed,0.0353
extended,hybrid_fwd,357,3,371,1,1,154,154,computed,0.0362
extended,hybrid_fwd,357,4,371,1,1,154,154,computed,0.0374
extended,hybrid_fwd,357,5,371,2,2,154,154,computed,0.0436
extended,hybrid_fwd,357,6,371,2,2,154,154,computed,0.0582
extended,hybrid_fwd,357,7,371,2,2,154,154,computed,0.0945
extended,hybrid_fwd,357,8,371,3,3,154,154,computed,0.1872
extended,hybrid_rev,357,2,371,0,0,154,154,computed,0.0352
extended,hybrid_rev,357,3,371,1,1,154,154,computed,0.0359
extended,hybrid_rev,357,4,371,1,1,154,154,computed,0.0409
extended,hybrid_rev,357,5,371,2,2,154,154,computed,0.0481
extended,hybrid_rev,357,6,371,2,2,154,154,computed,0.0593
extended,hybrid_rev,357,7,371,2,2,154,154,computed,0.0941
extended,hybrid_rev,357,8,371,3,3,154,154,computed,0.1914
extended,hybrid_fwd,358,2,371,0,0,154,154,computed,0.035
extended,hybrid_fwd,358,3,371,1,1,154,154,computed,0.0357
extended,hybrid_fwd,358,4,371,1,1,154,154,computed,0.0398
extended,hybrid_fwd,358,5,371,2,2,154,154,computed,0.046
extended,hybrid_fwd,358,6,371,2,2,154,154,computed,0.0614
extended,hybrid_fwd,358,7,371,2,2,154,154,computed,0.1004
extended,hybrid_fwd,358,8,371,3,3,154,154,computed,0.1944
extended,hybrid_rev,358,2,371,0,0,154,154,computed,0.0366
extended,hybrid_rev,358,3,371,1,1,154,154,computed,0.0371
extended,hybrid_rev,358,4,371,1,1,154,154,computed,0.0387
extended,hybrid_rev,358,5,371,2,2,154,154,computed,0.0455
extended,hybrid_rev,358,6,371,2,2,154,154,computed,0.06
extended,hybrid_rev,358,7,371,2,2,154,154,computed,0.098
extended,hybrid_rev,358,8,371,3,3,154,154,computed,0.194
extended,hybrid_fwd,359,2,371,0,0,153,153,computed,0.0368
extended,hybrid_fwd,359,3,371,1,1,153,153,computed,0.0374
extended,hybrid_fwd,359,4,371,1,1,153,153,computed,0.0394
extended,hybrid_fwd,359,5,371,2,2,153,153,computed,0.046
extended,hybrid_fwd,359,6,371,2,2,153,153,computed,0.0604
extended,hybrid_fwd,359,7,371,2,2,153,153,computed,0.098
extended,hybrid_fwd,359,8,371,3,3,153,153,computed,0.1951
extended,hybrid_rev,359,2,371,0,0,155,155,computed,0.0364
extended,hybrid_rev,359,3,371,1,1,155,155,computed,0.0376
extended,hybrid_rev,359,4,371,1,1,155,155,computed,0.0388
extended,hybrid_rev,359,5,371,2,2,155,155,computed,0.0455
extended,hybrid_rev,359,6,371,2,2,155,155,computed,0.0602
extended,hybrid_rev,359,7,371,2,2,155,155,computed,0.0981
extended,hybrid_rev,359,8,371,3,3,155,155,computed,0.189
extended,hybrid_fwd,360,2,371,0,0,154,154,computed,0.0356
extended,hybrid_fwd,360,3,371,1,1,154,154,computed,0.0359
extended,hybrid_fwd,360,4,371,1,1,154,154,computed,0.0375
extended,hybrid_fwd,360,5,371,2,2,154,154,computed,0.0437
extended,hybrid_fwd,360,6,371,2,2,154,154,computed,0.0583
extended,hybrid_fwd,360,7,371,2,2,154,154,computed,0.095
extended,hybrid_fwd,360,8,371,3,3,154,154,computed,0.1881
extended,hybrid_rev,360,2,371,0,0,154,154,computed,0.0354
extended,hybrid_rev,360,3,371,1,1,154,154,computed,0.0358
extended,hybrid_rev,360,4,371,1,1,154,154,computed,0.0374
extended,hybrid_rev,360,5,371,2,2,154,154,computed,0.0434
extended,hybrid_rev,360,6,371,2,2,154,154,computed,0.0578
extended,hybrid_rev,360,7,371,2,2,154,154,computed,0.0948
extended,hybrid_rev,360,8,371,3,3,154,154,computed,0.188
