heartbeat,step,alive,killed_terminal,killed_exit,killed_precision,total_killed,elapsed_s
0,0,2054912,76076,40160,16080,132316,2.1
0,1,588819,22934,8334,5427,36695,2.4
0,2,177304,4750,2116,1800,8666,2.4
0,3,53220,1963,549,1203,3715,2.4
0,4,34639,1168,160,398,1726,2.4
0,5,25463,785,84,0,869,2.4
0,6,20672,590,57,0,647,2.4
0,7,17282,389,40,0,429,2.4
0,8,15086,390,33,0,423,2.4
0,9,13485,196,27,0,223,2.4
0,10,12286,195,24,0,219,2.4
0,11,11288,194,22,0,216,2.4
0,12,10297,193,19,0,212,2.4
0,13,9303,193,19,0,212,2.4
0,14,8315,193,16,0,209,2.4
0,15,7522,192,15,0,207,2.4
0,16,6925,192,15,0,207,2.4
0,17,6723,192,10,0,202,2.4
0,18,6518,192,13,0,205,2.4
0,19,6320,191,7,0,198,2.4
0,20,6118,191,11,0,202,2.4
0,21,5924,190,4,0,194,2.4
0,22,5724,191,9,0,200,2.4
0,23,5522,191,11,0,202,2.4
0,24,5327,191,4,0,195,2.4
0,25,5126,191,10,0,201,2.4
0,26,5126,0,0,0,0,2.4
0,27,5120,0,6,0,6,2.4
0,28,5120,0,0,0,0,2.4
0,29,5115,0,5,0,5,2.4
0,30,5106,0,9,0,9,2.4
0,31,5106,0,0,0,0,2.4
0,32,5099,0,7,0,7,2.4
0,33,5099,0,0,0,0,2.4
0,34,5093,0,6,0,6,2.4
0,35,5084,0,9,0,9,2.5
0,36,5084,0,0,0,0,2.5
0,37,5076,0,8,0,8,2.5
0,38,5076,0,0,0,0,2.5
0,39,5070,0,6,0,6,2.5
0,40,5070,0,0,0,0,2.5
0,41,5065,0,5,0,5,2.5
0,42,5056,0,9,0,9,2.5
0,43,5056,0,0,0,0,2.5
0,44,5049,0,7,0,7,2.5
0,45,5049,0,0,0,0,2.5
0,46,5043,0,6,0,6,2.5
0,47,5034,0,9,0,9,2.5
0,48,5034,0,0,0,0,2.5
0,49,5026,0,8,0,8,2.5
0,50,5026,0,0,0,0,2.5
0,51,5020,0,6,0,6,2.5
0,52,5011,0,9,0,9,2.5
1,0,5011,0,0,0,0,2.5
1,1,5003,0,8,0,8,2.5
1,2,5003,0,0,0,0,2.5
1,3,4997,0,6,0,6,2.5
1,4,4997,0,0,0,0,2.5
1,5,4992,0,5,0,5,2.5
1,6,4983,0,9,0,9,2.5
1,7,4983,0,0,0,0,2.5
1,8,4976,0,7,0,7,2.5
1,9,4976,0,0,0,0,2.5
1,10,4970,0,6,0,6,2.5
1,11,4961,0,9,0,9,2.5
1,12,4961,0,0,0,0,2.5
1,13,4953,0,8,0,8,2.5
1,14,4953,0,0,0,0,2.5
1,15,4947,0,6,0,6,2.5
1,16,4947,0,0,0,0,2.5
1,17,4942,0,5,0,5,2.5
1,18,4933,0,9,0,9,2.5
1,19,4933,0,0,0,0,2.5
1,20,4926,0,7,0,7,2.5
1,21,4926,0,0,0,0,2.5
1,22,4920,0,6,0,6,2.5
1,23,4911,0,9,0,9,2.5
1,24,4911,0,0,0,0,2.5
1,25,4903,0,8,0,8,2.5
1,26,4903,0,0,0,0,2.5
1,27,4897,0,6,0,6,2.5
1,28,4897,0,0,0,0,2.5
1,29,4892,0,5,0,5,2.5
1,30,4883,0,9,0,9,2.5
1,31,4883,0,0,0,0,2.5
1,32,4876,0,7,0,7,2.5
1,33,4876,0,0,0,0,2.5
1,34,4870,0,6,0,6,2.5
1,35,4861,0,9,0,9,2.5
1,36,4861,0,0,0,0,2.5
1,37,4853,0,8,0,8,2.5
1,38,4853,0,0,0,0,2.5
1,39,4847,0,6,0,6,2.5
1,40,4847,0,0,0,0,2.5
1,41,4842,0,5,0,5,2.5
1,42,4833,0,9,0,9,2.5
1,43,4833,0,0,0,0,2.5
1,44,4826,0,7,0,7,2.5
1,45,4826,0,0,0,0,2.5
1,46,4820,0,6,0,6,2.5
1,47,4811,0,9,0,9,2.5
1,48,4811,0,0,0,0,2.5
1,49,4803,0,8,0,8,2.5
1,50,4803,0,0,0,0,2.5
1,51,4797,0,6,0,6,2.5
1,52,4788,0,9,0,9,2.5
2,0,4788,0,0,0,0,2.5
2,1,4780,0,8,0,8,2.5
2,2,4780,0,0,0,0,2.5
2,3,4774,0,6,0,6,2.5
2,4,4774,0,0,0,0,2.5
2,5,4769,0,5,0,5,2.5
2,6,4760,0,9,0,9,2.5
2,7,4760,0,0,0,0,2.5
2,8,4753,0,7,0,7,2.5
2,9,4753,0,0,0,0,2.5
2,10,4747,0,6,0,6,2.5
2,11,4738,0,9,0,9,2.5
2,12,4738,0,0,0,0,2.5
2,13,4730,0,8,0,8,2.5
2,14,4730,0,0,0,0,2.5
2,15,4724,0,6,0,6,2.5
2,16,4724,0,0,0,0,2.5
2,17,4719,0,5,0,5,2.5
2,18,4710,0,9,0,9,2.5
2,19,4710,0,0,0,0,2.5
2,20,4703,0,7,0,7,2.5
2,21,4703,0,0,0,0,2.5
2,22,4697,0,6,0,6,2.5
2,23,4688,0,9,0,9,2.5
2,24,4688,0,0,0,0,2.5
2,25,4680,0,8,0,8,2.5
2,26,4680,0,0,0,0,2.5
2,27,4674,0,6,0,6,2.5
2,28,4674,0,0,0,0,2.5
2,29,4669,0,5,0,5,2.5
2,30,4660,0,9,0,9,2.5
2,31,4660,0,0,0,0,2.5
2,32,4653,0,7,0,7,2.5
2,33,4653,0,0,0,0,2.5
2,34,4647,0,6,0,6,2.5
2,35,4638,0,9,0,9,2.5
2,36,4638,0,0,0,0,2.5
2,37,4630,0,8,0,8,2.5
2,38,4630,0,0,0,0,2.5
2,39,4624,0,6,0,6,2.5
2,40,4624,0,0,0,0,2.5
2,41,4619,0,5,0,5,2.5
2,42,4610,0,9,0,9,2.5
2,43,4610,0,0,0,0,2.5
2,44,4603,0,7,0,7,2.5
2,45,4603,0,0,0,0,2.5
2,46,4597,0,6,0,6,2.5
2,47,4588,0,9,0,9,2.5
2,48,4588,0,0,0,0,2.5
2,49,4580,0,8,0,8,2.5
2,50,4580,0,0,0,0,2.5
2,51,4574,0,6,0,6,2.5
2,52,4565,0,9,0,9,2.5
3,0,4565,0,0,0,0,2.5
3,1,4557,0,8,0,8,2.5
3,2,4557,0,0,0,0,2.5
3,3,4551,0,6,0,6,2.5
3,4,4551,0,0,0,0,2.5
3,5,4546,0,5,0,5,2.5
3,6,4537,0,9,0,9,2.5
3,7,4537,0,0,0,0,2.5
3,8,4530,0,7,0,7,2.5
