heartbeat,step,alive,killed_terminal,killed_exit,killed_precision,total_killed,elapsed_s
0,0,150528,3456,153280,320,157056,0.1
0,1,36816,1152,32608,0,33760,0.1
0,2,9528,138,7550,0,7688,0.1
0,3,2485,34,1949,0,1983,0.1
0,4,1484,8,514,0,522,0.1
0,5,1086,7,290,0,297,0.1
0,6,787,10,234,0,244,0.1
0,7,611,2,144,0,146,0.1
0,8,464,2,127,0,129,0.1
0,9,367,2,83,0,85,0.1
0,10,282,1,78,0,79,0.1
0,11,218,1,62,0,63,0.1
0,12,177,1,40,0,41,0.1
0,13,139,1,37,0,38,0.1
0,14,114,0,25,0,25,0.1
0,15,89,1,24,0,25,0.1
0,16,77,0,12,0,12,0.1
0,17,62,1,14,0,15,0.1
0,18,47,1,14,0,15,0.1
0,19,39,1,7,0,8,0.1
0,20,29,1,9,0,10,0.1
0,21,26,0,3,0,3,0.1
0,22,21,1,4,0,5,0.1
0,23,16,0,5,0,5,0.1
0,24,15,0,1,0,1,0.1
0,25,11,0,4,0,4,0.1
0,26,11,0,0,0,0,0.1
0,27,9,0,2,0,2,0.1
0,28,9,0,0,0,0,0.1
0,29,7,0,2,0,2,0.1
0,30,4,0,3,0,3,0.1
0,31,4,0,0,0,0,0.1
0,32,2,0,2,0,2,0.1
0,33,2,0,0,0,0,0.1
0,34,1,0,1,0,1,0.1
0,35,1,0,0,0,0,0.1
0,36,1,0,0,0,0,0.1
0,37,0,0,1,0,1,0.1
# EMPTY at hb=0 step=37
