heartbeat,step,alive,killed_terminal,killed_exit,killed_precision,total_killed,elapsed_s
0,0,2075648,75356,162880,4080,242316,2.4
0,1,591305,22601,34251,0,56852,2.6
0,2,176086,4426,8809,0,13235,2.6
0,3,52901,1417,2296,0,3713,2.6
0,4,33738,678,729,0,1407,2.7
0,5,26037,451,378,0,829,2.7
0,6,20995,412,291,0,703,2.7
0,7,17231,350,232,0,582,2.7
0,8,14513,220,170,0,390,2.7
0,9,12282,217,155,0,372,2.7
0,10,10557,216,121,0,337,2.7
0,11,9318,216,107,0,323,2.7
0,12,8279,214,94,0,308,2.7
0,13,7387,177,75,0,252,2.7
0,14,6513,171,72,0,243,2.7
0,15,5694,130,58,0,188,2.7
0,16,4969,89,52,0,141,2.7
0,17,4392,90,38,0,128,2.7
0,18,3992,91,36,0,127,2.7
0,19,3653,90,24,0,114,2.7
0,20,3309,91,27,0,118,2.7
0,21,3022,89,20,0,109,2.7
0,22,2822,90,22,0,112,2.7
0,23,2664,90,24,0,114,2.7
0,24,2521,89,12,0,101,2.7
0,25,2413,90,18,0,108,2.7
0,26,2316,88,9,0,97,2.7
0,27,2211,90,15,0,105,2.7
0,28,2117,87,7,0,94,2.7
0,29,2016,88,13,0,101,2.7
0,30,1912,88,16,0,104,2.7
0,31,1820,88,4,0,92,2.7
0,32,1718,88,14,0,102,2.7
0,33,1629,86,3,0,89,2.7
0,34,1574,46,9,0,55,2.7
0,35,1515,46,13,0,59,2.7
0,36,1468,47,0,0,47,2.7
0,37,1411,46,11,0,57,2.7
0,38,1365,46,0,0,46,2.7
0,39,1310,46,9,0,55,2.7
0,40,1264,46,0,0,46,2.7
0,41,1210,46,8,0,54,2.7
0,42,1153,46,11,0,57,2.7
0,43,1107,46,0,0,46,2.7
0,44,1051,46,10,0,56,2.7
0,45,1005,46,0,0,46,2.7
0,46,952,46,7,0,53,2.7
0,47,896,46,10,0,56,2.7
0,48,850,46,0,0,46,2.7
0,49,796,45,9,0,54,2.7
0,50,751,45,0,0,45,2.7
0,51,699,45,7,0,52,2.7
0,52,644,45,10,0,55,2.7
1,0,599,45,0,0,45,2.7
1,1,545,45,9,0,54,2.7
1,2,500,45,0,0,45,2.7
1,3,448,45,7,0,52,2.7
1,4,403,45,0,0,45,2.7
