heartbeat,step,alive,killed_terminal,killed_exit,killed_precision,total_killed,elapsed_s
0,0,109312,3496,40160,880,44536,0.0
0,1,29839,1084,8334,297,9715,0.1
0,2,8584,190,2116,90,2396,0.1
0,3,2490,63,549,63,675,0.1
0,4,1579,28,160,18,206,0.1
0,5,1143,25,84,0,109,0.1
0,6,912,20,57,0,77,0.1
0,7,752,9,40,0,49,0.1
0,8,646,10,33,0,43,0.1
0,9,565,6,27,0,33,0.1
0,10,506,5,24,0,29,0.1
0,11,458,4,22,0,26,0.1
0,12,417,3,19,0,22,0.1
0,13,373,3,19,0,22,0.1
0,14,335,3,16,0,19,0.1
0,15,302,2,15,0,17,0.1
0,16,275,2,15,0,17,0.1
0,17,263,2,10,0,12,0.1
0,18,248,2,13,0,15,0.1
0,19,240,1,7,0,8,0.1
0,20,228,1,11,0,12,0.1
0,21,224,0,4,0,4,0.1
0,22,214,1,9,0,10,0.1
0,23,202,1,11,0,12,0.1
0,24,197,1,4,0,5,0.1
0,25,186,1,10,0,11,0.1
0,26,186,0,0,0,0,0.1
0,27,180,0,6,0,6,0.1
0,28,180,0,0,0,0,0.1
0,29,175,0,5,0,5,0.1
0,30,166,0,9,0,9,0.1
0,31,166,0,0,0,0,0.1
0,32,159,0,7,0,7,0.1
0,33,159,0,0,0,0,0.1
0,34,153,0,6,0,6,0.1
0,35,144,0,9,0,9,0.1
0,36,144,0,0,0,0,0.1
0,37,136,0,8,0,8,0.1
0,38,136,0,0,0,0,0.1
0,39,130,0,6,0,6,0.1
0,40,130,0,0,0,0,0.1
0,41,125,0,5,0,5,0.1
0,42,116,0,9,0,9,0.1
0,43,116,0,0,0,0,0.1
0,44,109,0,7,0,7,0.1
0,45,109,0,0,0,0,0.1
0,46,103,0,6,0,6,0.1
0,47,94,0,9,0,9,0.1
0,48,94,0,0,0,0,0.1
0,49,86,0,8,0,8,0.1
0,50,86,0,0,0,0,0.1
0,51,80,0,6,0,6,0.1
0,52,71,0,9,0,9,0.1
1,0,71,0,0,0,0,0.1
1,1,63,0,8,0,8,0.1
1,2,63,0,0,0,0,0.1
1,3,57,0,6,0,6,0.1
1,4,57,0,0,0,0,0.1
1,5,52,0,5,0,5,0.1
1,6,43,0,9,0,9,0.1
1,7,43,0,0,0,0,0.1
1,8,36,0,7,0,7,0.1
1,9,36,0,0,0,0,0.1
1,10,30,0,6,0,6,0.1
1,11,23,0,7,0,7,0.1
1,12,23,0,0,0,0,0.1
1,13,17,0,6,0,6,0.1
1,14,17,0,0,0,0,0.1
1,15,13,0,4,0,4,0.1
1,16,13,0,0,0,0,0.1
1,17,10,0,3,0,3,0.1
1,18,6,0,4,0,4,0.1
1,19,6,0,0,0,0,0.1
1,20,3,0,3,0,3,0.1
1,21,3,0,0,0,0,0.1
1,22,0,0,3,0,3,0.1
# EMPTY at hb=1 step=22
