heartbeat,step,alive,killed_terminal,killed_exit,killed_precision,total_killed,elapsed_s
0,0,437248,13996,162880,880,177756,0.2
0,1,119545,4321,34251,0,38572,0.3
0,2,34286,746,8809,0,9555,0.3
0,3,9981,217,2296,0,2513,0.3
0,4,6258,78,729,0,807,0.3
0,5,4797,51,378,0,429,0.3
0,6,3795,52,291,0,343,0.3
0,7,3071,30,232,0,262,0.3
0,8,2553,20,170,0,190,0.3
0,9,2122,17,155,0,172,0.3
0,10,1797,16,121,0,137,0.3
0,11,1558,17,106,0,123,0.3
0,12,1359,16,92,0,108,0.3
0,13,1187,17,75,0,92,0.3
0,14,1033,12,71,0,83,0.3
0,15,894,11,57,0,68,0.3
0,16,769,9,52,0,61,0.3
0,17,672,10,38,0,48,0.3
0,18,592,11,36,0,47,0.3
0,19,533,10,24,0,34,0.3
0,20,469,11,27,0,38,0.3
0,21,422,9,20,0,29,0.3
0,22,382,10,22,0,32,0.3
0,23,344,10,24,0,34,0.3
0,24,321,9,12,0,21,0.3
0,25,293,10,18,0,28,0.3
0,26,276,8,9,0,17,0.3
0,27,253,10,13,0,23,0.3
0,28,239,7,7,0,14,0.3
0,29,221,8,10,0,18,0.3
0,30,202,8,11,0,19,0.3
0,31,190,8,4,0,12,0.3
0,32,172,8,10,0,18,0.3
0,33,163,6,3,0,9,0.3
0,34,152,6,5,0,11,0.3
0,35,139,6,7,0,13,0.3
0,36,132,7,0,0,7,0.3
0,37,122,6,4,0,10,0.3
0,38,116,6,0,0,6,0.3
0,39,108,6,2,0,8,0.3
0,40,102,6,0,0,6,0.3
0,41,95,6,1,0,7,0.3
0,42,87,6,2,0,8,0.3
0,43,81,6,0,0,6,0.3
0,44,73,6,2,0,8,0.3
0,45,67,6,0,0,6,0.3
0,46,61,6,0,0,6,0.3
0,47,54,6,1,0,7,0.3
0,48,48,6,0,0,6,0.3
0,49,42,5,1,0,6,0.3
0,50,37,5,0,0,5,0.3
0,51,32,5,0,0,5,0.3
0,52,26,5,1,0,6,0.3
1,0,21,5,0,0,5,0.3
1,1,15,5,1,0,6,0.3
1,2,10,5,0,0,5,0.3
1,3,5,5,0,0,5,0.3
1,4,0,5,0,0,5,0.3
# EMPTY at hb=1 step=4
