heartbeat,step,alive,killed_terminal,killed_exit,killed_precision,total_killed,elapsed_s
0,0,518912,18776,40160,4080,63016,0.4
0,1,147519,5684,8334,1377,15395,0.4
0,2,44104,1150,2116,450,3716,0.4
0,3,13170,463,549,303,1315,0.4
0,4,8539,268,160,98,526,0.4
0,5,6263,185,84,0,269,0.4
0,6,5072,140,57,0,197,0.4
0,7,4232,89,40,0,129,0.4
0,8,3686,90,33,0,123,0.4
0,9,3285,46,27,0,73,0.4
0,10,2986,45,24,0,69,0.4
0,11,2738,44,22,0,66,0.4
0,12,2497,43,19,0,62,0.4
0,13,2253,43,19,0,62,0.4
0,14,2015,43,16,0,59,0.4
0,15,1822,42,15,0,57,0.4
0,16,1675,42,15,0,57,0.4
0,17,1623,42,10,0,52,0.4
0,18,1568,42,13,0,55,0.4
0,19,1520,41,7,0,48,0.4
0,20,1468,41,11,0,52,0.4
0,21,1424,40,4,0,44,0.4
0,22,1374,41,9,0,50,0.4
0,23,1322,41,11,0,52,0.4
0,24,1277,41,4,0,45,0.4
0,25,1226,41,10,0,51,0.4
0,26,1226,0,0,0,0,0.4
0,27,1220,0,6,0,6,0.4
0,28,1220,0,0,0,0,0.4
0,29,1215,0,5,0,5,0.4
0,30,1206,0,9,0,9,0.4
0,31,1206,0,0,0,0,0.4
0,32,1199,0,7,0,7,0.4
0,33,1199,0,0,0,0,0.4
0,34,1193,0,6,0,6,0.4
0,35,1184,0,9,0,9,0.4
0,36,1184,0,0,0,0,0.4
0,37,1176,0,8,0,8,0.4
0,38,1176,0,0,0,0,0.4
0,39,1170,0,6,0,6,0.4
0,40,1170,0,0,0,0,0.4
0,41,1165,0,5,0,5,0.4
0,42,1156,0,9,0,9,0.4
0,43,1156,0,0,0,0,0.4
0,44,1149,0,7,0,7,0.4
0,45,1149,0,0,0,0,0.4
0,46,1143,0,6,0,6,0.4
0,47,1134,0,9,0,9,0.4
0,48,1134,0,0,0,0,0.4
0,49,1126,0,8,0,8,0.4
0,50,1126,0,0,0,0,0.4
0,51,1120,0,6,0,6,0.4
0,52,1111,0,9,0,9,0.4
1,0,1111,0,0,0,0,0.4
1,1,1103,0,8,0,8,0.4
1,2,1103,0,0,0,0,0.4
1,3,1097,0,6,0,6,0.4
1,4,1097,0,0,0,0,0.4
1,5,1092,0,5,0,5,0.4
1,6,1083,0,9,0,9,0.4
1,7,1083,0,0,0,0,0.4
1,8,1076,0,7,0,7,0.4
1,9,1076,0,0,0,0,0.4
1,10,1070,0,6,0,6,0.4
1,11,1061,0,9,0,9,0.4
1,12,1061,0,0,0,0,0.4
1,13,1053,0,8,0,8,0.4
1,14,1053,0,0,0,0,0.4
1,15,1047,0,6,0,6,0.4
1,16,1047,0,0,0,0,0.4
1,17,1042,0,5,0,5,0.4
1,18,1033,0,9,0,9,0.4
1,19,1033,0,0,0,0,0.4
1,20,1026,0,7,0,7,0.4
1,21,1026,0,0,0,0,0.4
1,22,1020,0,6,0,6,0.4
1,23,1011,0,9,0,9,0.4
1,24,1011,0,0,0,0,0.4
1,25,1003,0,8,0,8,0.4
1,26,1003,0,0,0,0,0.4
1,27,997,0,6,0,6,0.4
1,28,997,0,0,0,0,0.4
1,29,992,0,5,0,5,0.4
1,30,983,0,9,0,9,0.4
1,31,983,0,0,0,0,0.4
1,32,976,0,7,0,7,0.5
1,33,976,0,0,0,0,0.5
1,34,970,0,6,0,6,0.5
1,35,961,0,9,0,9,0.5
1,36,961,0,0,0,0,0.5
1,37,953,0,8,0,8,0.5
1,38,953,0,0,0,0,0.5
1,39,947,0,6,0,6,0.5
1,40,947,0,0,0,0,0.5
1,41,942,0,5,0,5,0.5
1,42,933,0,9,0,9,0.5
1,43,933,0,0,0,0,0.5
1,44,926,0,7,0,7,0.5
1,45,926,0,0,0,0,0.5
1,46,920,0,6,0,6,0.5
1,47,911,0,9,0,9,0.5
1,48,911,0,0,0,0,0.5
1,49,903,0,8,0,8,0.5
1,50,903,0,0,0,0,0.5
1,51,897,0,6,0,6,0.5
1,52,888,0,9,0,9,0.5
2,0,888,0,0,0,0,0.5
2,1,880,0,8,0,8,0.5
2,2,880,0,0,0,0,0.5
2,3,874,0,6,0,6,0.5
2,4,874,0,0,0,0,0.5
2,5,869,0,5,0,5,0.5
2,6,860,0,9,0,9,0.5
2,7,860,0,0,0,0,0.5
2,8,853,0,7,0,7,0.5
2,9,853,0,0,0,0,0.5
2,10,847,0,6,0,6,0.5
2,11,838,0,9,0,9,0.5
2,12,838,0,0,0,0,0.5
2,13,830,0,8,0,8,0.5
2,14,830,0,0,0,0,0.5
2,15,824,0,6,0,6,0.5
2,16,824,0,0,0,0,0.5
2,17,819,0,5,0,5,0.5
2,18,810,0,9,0,9,0.5
2,19,810,0,0,0,0,0.5
2,20,803,0,7,0,7,0.5
2,21,803,0,0,0,0,0.5
2,22,797,0,6,0,6,0.5
2,23,788,0,9,0,9,0.5
2,24,788,0,0,0,0,0.5
2,25,780,0,8,0,8,0.5
2,26,780,0,0,0,0,0.5
2,27,774,0,6,0,6,0.5
2,28,774,0,0,0,0,0.5
2,29,769,0,5,0,5,0.5
2,30,760,0,9,0,9,0.5
2,31,760,0,0,0,0,0.5
2,32,753,0,7,0,7,0.5
2,33,753,0,0,0,0,0.5
2,34,747,0,6,0,6,0.5
2,35,738,0,9,0,9,0.5
2,36,738,0,0,0,0,0.5
2,37,730,0,8,0,8,0.5
2,38,730,0,0,0,0,0.5
2,39,724,0,6,0,6,0.5
2,40,724,0,0,0,0,0.5
2,41,719,0,5,0,5,0.5
2,42,710,0,9,0,9,0.5
2,43,710,0,0,0,0,0.5
2,44,703,0,7,0,7,0.5
2,45,703,0,0,0,0,0.5
2,46,697,0,6,0,6,0.5
2,47,688,0,9,0,9,0.5
2,48,688,0,0,0,0,0.5
2,49,680,0,8,0,8,0.5
2,50,680,0,0,0,0,0.5
2,51,674,0,6,0,6,0.5
2,52,665,0,9,0,9,0.5
3,0,665,0,0,0,0,0.5
3,1,657,0,8,0,8,0.5
3,2,657,0,0,0,0,0.5
3,3,651,0,6,0,6,0.5
3,4,651,0,0,0,0,0.5
3,5,646,0,5,0,5,0.5
3,6,637,0,9,0,9,0.5
3,7,637,0,0,0,0,0.5
3,8,630,0,7,0,7,0.5
3,9,630,0,0,0,0,0.5
3,10,624,0,6,0,6,0.5
3,11,615,0,9,0,9,0.5
3,12,615,0,0,0,0,0.5
3,13,607,0,8,0,8,0.5
3,14,607,0,0,0,0,0.5
3,15,601,0,6,0,6,0.5
3,16,601,0,0,0,0,0.5
3,17,596,0,5,0,5,0.5
3,18,587,0,9,0,9,0.5
3,19,587,0,0,0,0,0.5
3,20,580,0,7,0,7,0.5
3,21,580,0,0,0,0,0.5
3,22,574,0,6,0,6,0.5
3,23,565,0,9,0,9,0.5
3,24,565,0,0,0,0,0.5
3,25,557,0,8,0,8,0.5
3,26,557,0,0,0,0,0.5
3,27,551,0,6,0,6,0.5
3,28,551,0,0,0,0,0.5
3,29,546,0,5,0,5,0.5
3,30,537,0,9,0,9,0.5
3,31,537,0,0,0,0,0.5
3,32,530,0,7,0,7,0.5
3,33,530,0,0,0,0,0.5
3,34,524,0,6,0,6,0.5
3,35,515,0,9,0,9,0.5
3,36,515,0,0,0,0,0.5
3,37,507,0,8,0,8,0.5
3,38,507,0,0,0,0,0.5
3,39,501,0,6,0,6,0.5
3,40,501,0,0,0,0,0.5
3,41,496,0,5,0,5,0.5
3,42,487,0,9,0,9,0.5
3,43,487,0,0,0,0,0.5
3,44,480,0,7,0,7,0.5
3,45,480,0,0,0,0,0.5
3,46,474,0,6,0,6,0.5
3,47,465,0,9,0,9,0.5
3,48,465,0,0,0,0,0.5
3,49,457,0,8,0,8,0.5
3,50,457,0,0,0,0,0.5
3,51,451,0,6,0,6,0.5
3,52,442,0,9,0,9,0.5
4,0,442,0,0,0,0,0.5
4,1,434,0,8,0,8,0.5
4,2,434,0,0,0,0,0.5
4,3,428,0,6,0,6,0.5
4,4,428,0,0,0,0,0.5
4,5,423,0,5,0,5,0.5
4,6,414,0,9,0,9,0.5
4,7,414,0,0,0,0,0.5
4,8,407,0,7,0,7,0.5
4,9,407,0,0,0,0,0.5
4,10,401,0,6,0,6,0.5
4,11,392,0,9,0,9,0.5
4,12,392,0,0,0,0,0.5
4,13,384,0,8,0,8,0.5
4,14,384,0,0,0,0,0.5
4,15,378,0,6,0,6,0.5
4,16,378,0,0,0,0,0.5
4,17,373,0,5,0,5,0.5
4,18,364,0,9,0,9,0.5
4,19,364,0,0,0,0,0.5
4,20,357,0,7,0,7,0.5
4,21,357,0,0,0,0,0.5
4,22,351,0,6,0,6,0.5
4,23,342,0,9,0,9,0.5
4,24,342,0,0,0,0,0.5
4,25,334,0,8,0,8,0.5
4,26,334,0,0,0,0,0.5
4,27,328,0,6,0,6,0.5
4,28,328,0,0,0,0,0.5
4,29,323,0,5,0,5,0.5
4,30,314,0,9,0,9,0.5
4,31,314,0,0,0,0,0.5
4,32,307,0,7,0,7,0.5
4,33,307,0,0,0,0,0.5
4,34,301,0,6,0,6,0.5
