source,start_n,k0,L,n_upcrossings,d_before,d_after,x_entry,word
breach_candidate,6372169499,2,8,4,0,4,7168690687,11111111
breach_candidate,6372169499,11,2,1,5,5,137794276183,11
breach_candidate,6372169499,20,10,1,1,6,10346239999,1111111111
breach_candidate,6372169499,40,7,2,4,8,134390250751,1111111
breach_candidate,6372169499,51,2,1,8,9,1453053573607,11
breach_candidate,17367701831,0,2,1,0,1,17367701831,11
breach_candidate,17367701831,4,10,5,0,6,21980997631,1111111111
breach_candidate,17367701831,15,3,1,6,7,950651315311,111
breach_candidate,7425564839,0,2,1,0,1,7425564839,11
breach_candidate,7425564839,5,9,5,1,6,14096970751,111111111
breach_candidate,12406979303,0,2,1,0,1,12406979303,11
breach_candidate,12406979303,6,7,4,2,5,35330812159,1111111
breach_candidate,9923169383,0,2,1,0,1,9923169383,11
breach_candidate,9923169383,3,3,1,1,2,16745348335,111
breach_candidate,9923169383,7,5,3,2,5,42386662975,11111
breach_candidate,2462543207,0,2,1,0,1,2462543207,11
breach_candidate,2462543207,3,4,2,1,3,4155541663,1111
breach_candidate,2462543207,8,5,2,3,5,15778072255,11111
breach_candidate,9098298215,0,2,1,0,1,9098298215,11
breach_candidate,9098298215,3,5,2,1,3,15353378239,11111
breach_candidate,9098298215,9,4,2,3,5,87442287007,1111
breach_candidate,7717381991,0,2,1,0,1,7717381991,11
breach_candidate,7717381991,3,6,3,1,4,13023082111,111111
breach_candidate,7717381991,10,2,1,4,5,111255783511,11
breach_candidate,12601524071,0,2,1,0,1,12601524071,11
breach_candidate,12601524071,3,7,3,1,4,21265071871,1111111
breach_candidate,12601524071,11,3,2,5,6,272500266703,111
breach_candidate,12601524071,15,4,1,5,7,344883150047,1111
breach_candidate,9911099087,0,3,1,0,1,9911099087,111
breach_candidate,9911099087,4,9,4,0,5,12543734783,111111111
breach_candidate,17383220783,0,3,1,0,1,17383220783,111
breach_candidate,17383220783,5,7,4,1,5,33000958207,1111111
breach_candidate,4950376559,0,3,1,0,1,4950376559,111
breach_candidate,4950376559,6,9,5,2,6,14096970751,111111111
breach_candidate,2466566639,0,3,1,0,1,2466566639,111
breach_candidate,2466566639,4,2,1,1,2,6243496807,11
breach_candidate,2466566639,7,5,3,2,5,10535900863,11111
breach_candidate,12420199151,0,3,1,0,1,12420199151,111
breach_candidate,12420199151,4,3,2,1,3,31438629103,111
breach_candidate,12420199151,8,4,2,3,5,79579029919,1111
breach_candidate,12420199151,17,9,4,4,9,191205327871,111111111
breach_candidate,1641695471,0,3,1,0,1,1641695471,111
breach_candidate,1641695471,4,4,2,1,3,4155541663,1111
breach_candidate,1641695471,9,5,3,3,6,15778072255,11111
breach_candidate,260779247,0,3,1,0,1,260779247,111
breach_candidate,260779247,4,5,3,1,4,660097471,11111
breach_candidate,260779247,10,2,1,4,5,3759461383,11
breach_candidate,5144921327,0,3,1,0,1,5144921327,111
breach_candidate,5144921327,4,6,3,1,4,13023082111,111111
breach_candidate,5144921327,11,2,1,5,5,111255783511,11
breach_candidate,12412152287,0,4,2,0,2,12412152287,1111
breach_candidate,12412152287,5,7,3,1,5,23563695359,1111111
breach_candidate,17393566751,0,4,2,0,2,17393566751,1111
breach_candidate,17393566751,6,6,3,2,5,49530899071,111111
breach_candidate,14909756831,0,4,2,0,2,14909756831,1111
breach_candidate,14909756831,7,6,3,2,5,63686793343,111111
breach_candidate,7449130655,0,4,2,0,2,7449130655,1111
breach_candidate,7449130655,5,2,1,2,3,28283417959,11
breach_candidate,7449130655,8,4,2,3,5,47728267807,1111
breach_candidate,14084885663,0,4,2,0,2,14084885663,1111
breach_candidate,14084885663,5,3,1,2,3,53478550255,111
breach_candidate,14084885663,9,3,2,3,5,135367580335,111
breach_candidate,12703969439,0,4,2,0,2,12703969439,1111
breach_candidate,12703969439,5,4,2,2,4,48235383967,1111
breach_candidate,12703969439,10,3,1,4,5,183143723503,111
breach_candidate,12703969439,14,2,1,5,6,463582550119,11
breach_candidate,12703969439,17,3,1,6,7,782295553327,111
breach_candidate,173852831,0,4,2,0,2,173852831,1111
breach_candidate,173852831,5,5,2,2,4,660097471,11111
breach_candidate,173852831,11,2,1,5,5,3759461383,11
breach_candidate,2470015295,0,5,2,0,2,2470015295,11111
breach_candidate,2470015295,6,6,3,2,5,7033754495,111111
breach_candidate,17400464063,0,5,2,0,2,17400464063,11111
breach_candidate,17400464063,7,5,3,2,5,74325810367,11111
breach_candidate,9939837887,0,5,2,0,2,9939837887,11111
breach_candidate,9939837887,6,1,1,3,3,56610482971,1
breach_candidate,9939837887,8,6,3,3,6,63686793343,111111
breach_candidate,16575592895,0,5,2,0,2,16575592895,11111
breach_candidate,16575592895,6,2,1,3,3,94403181415,11
breach_candidate,16575592895,9,5,3,3,6,159305368639,11111
breach_candidate,15194676671,0,5,2,0,2,15194676671,11111
breach_candidate,15194676671,6,3,2,3,4,86538431983,111
breach_candidate,15194676671,10,2,1,4,5,219050405959,11
breach_candidate,15194676671,16,4,1,4,6,311890128799,1111
breach_candidate,15194676671,26,5,1,4,7,281018069695,11111
breach_candidate,2664560063,0,5,2,0,2,2664560063,11111
breach_candidate,2664560063,6,4,2,3,4,15175502239,1111
breach_candidate,2664560063,11,1,1,5,5,57619485067,1
breach_candidate,2664560063,17,4,1,4,6,41020121695,1111
breach_candidate,7451429759,0,6,3,0,3,7451429759,111111
breach_candidate,7451429759,7,5,2,2,5,31828665791,11111
breach_candidate,7451429759,13,6,3,5,8,181274198143,111111
breach_candidate,17405062271,0,6,3,0,3,17405062271,111111
breach_candidate,17405062271,8,4,2,3,5,111518177311,1111
breach_candidate,6626558591,0,6,3,0,3,6626558591,111111
breach_candidate,6626558591,9,6,3,3,6,63686793343,111111
breach_candidate,5245642367,0,6,3,0,3,5245642367,111111
breach_candidate,5245642367,7,2,1,3,4,44813358823,11
breach_candidate,5245642367,10,2,1,4,5,75622543015,11
random,682439,0,2,1,0,1,682439,11
random,682439,18,2,1,2,2,1969879,11
random,6826835,2,4,1,-1,1,3840095,1111
random,4686099,4,3,1,-1,1,2965423,111
random,1937859,2,7,2,-2,2,545023,1111111
random,3216501,13,9,2,-2,2,611327,111111111
random,2645483,3,5,2,0,2,2232127,11111
random,2857791,0,5,2,0,2,2857791,11111
random,4586603,7,3,1,0,1,4897903,111
random,4586603,11,1,1,2,2,12397819,1
random,4586603,15,3,1,2,3,15690991,111
random,4586603,19,5,3,3,6,39717823,11111
random,2400745,1,3,1,0,1,1800559,111
random,7209761,46,4,1,-1,1,3382879,1111
random,8815151,0,3,1,0,1,8815151,111
random,8815151,5,2,1,1,2,16735015,11
random,3818167,0,2,1,0,1,3818167,11
random,7145365,24,4,1,-1,1,3670879,1111
random,8642667,5,2,1,0,1,8203783,11
random,49695,0,4,2,0,2,49695,1111
random,6122671,0,3,1,0,1,6122671,111
random,7597801,1,3,1,0,1,5698351,111
random,2324137,1,7,3,0,3,1743103,1111111
random,2324137,12,4,1,2,4,9423391,1111
random,286751,0,4,2,0,2,286751,1111
random,7680471,0,2,1,0,1,7680471,11
random,4900955,2,2,1,0,1,5513575,11
random,4900955,5,4,2,1,3,9304159,1111
random,7441631,0,4,2,0,2,7441631,1111
random,5602103,0,2,1,0,1,5602103,11
random,2213687,0,2,1,0,1,2213687,11
random,5772487,0,2,1,0,1,5772487,11
random,5772487,16,11,1,-4,2,462847,11111111111
random,9933075,4,3,1,-1,1,6285775,111
random,1777831,0,2,1,0,1,1777831,11
random,1777831,5,14,8,1,9,3375103,11111111111111
random,601919,0,5,2,0,2,601919,11111
random,1321103,0,3,1,0,1,1321103,111
random,9303899,2,2,1,0,1,10466887,11
random,8006655,0,9,5,0,5,8006655,111111111
random,4572415,0,7,4,0,4,4572415,1111111
random,195355,2,6,3,0,3,219775,111111
random,943835,2,2,1,0,1,1061815,11
random,969097,10,2,1,0,1,873175,11
random,1550827,3,4,2,0,2,1308511,1111
random,1777817,6,8,1,-3,1,158207,11111111
random,1777817,15,7,3,1,4,3041023,1111111
random,1777817,23,1,1,5,5,38969059,1
random,2134039,0,2,1,0,1,2134039,11
random,5759979,3,3,1,0,1,4859983,111
random,7298167,0,2,1,0,1,7298167,11
random,4103009,5,6,3,0,3,3894655,111111
random,408511,0,5,2,0,2,408511,11111
random,408511,6,1,1,3,3,2326603,1
random,8449063,0,2,1,0,1,8449063,11
random,5616967,0,2,1,0,1,5616967,11
random,5616967,4,3,1,0,2,7108975,111
random,6902479,0,3,1,0,1,6902479,111
random,6902479,4,3,1,0,2,8735951,111
random,305219,9,3,1,-1,1,183343,111
random,9617607,0,2,1,0,1,9617607,11
random,9617607,5,6,1,-1,2,4564607,111111
random,9617607,12,2,1,2,3,38995303,11
random,9617607,15,4,2,3,5,65804575,1111
