target,p,q,side,phase,n_neither_rows
random6_sqrt(26/7),106,55,OVER,50,132
random6_sqrt(26/7),106,55,OVER,51,148
random6_sqrt(26/7),106,55,OVER,52,164
random6_sqrt(26/7),106,55,OVER,53,180
random6_sqrt(26/7),106,55,OVER,54,196
random7_sqrt(34/29),13,12,OVER,0,40
random7_sqrt(34/29),13,12,OVER,1,36
random7_sqrt(34/29),13,12,OVER,2,32
random7_sqrt(34/29),13,12,OVER,3,28
random7_sqrt(34/29),13,12,OVER,4,24
random7_sqrt(34/29),13,12,OVER,5,20
random7_sqrt(34/29),13,12,OVER,6,16
random7_sqrt(34/29),13,12,OVER,7,12
random7_sqrt(34/29),13,12,OVER,8,8
random7_sqrt(34/29),13,12,OVER,9,4
random8_sqrt(5/3),4,3,OVER,0,4
random8_sqrt(5/3),9,7,UNDER,0,19
random8_sqrt(5/3),9,7,UNDER,1,11
random8_sqrt(5/3),9,7,UNDER,2,3
random8_sqrt(5/3),9,7,UNDER,4,15
random8_sqrt(5/3),9,7,UNDER,5,7
random8_sqrt(5/3),31,24,OVER,0,87
random8_sqrt(5/3),31,24,OVER,1,59
random8_sqrt(5/3),31,24,OVER,2,31
random8_sqrt(5/3),31,24,OVER,3,4
random8_sqrt(5/3),31,24,OVER,4,71
random8_sqrt(5/3),31,24,OVER,5,43
random8_sqrt(5/3),31,24,OVER,6,16
random8_sqrt(5/3),31,24,OVER,7,83
random8_sqrt(5/3),31,24,OVER,8,55
random8_sqrt(5/3),31,24,OVER,9,27
random8_sqrt(5/3),31,24,OVER,11,67
random8_sqrt(5/3),31,24,OVER,12,39
random8_sqrt(5/3),31,24,OVER,13,12
random8_sqrt(5/3),31,24,OVER,14,79
random8_sqrt(5/3),31,24,OVER,15,51
random8_sqrt(5/3),31,24,OVER,16,23
random8_sqrt(5/3),31,24,OVER,18,63
random8_sqrt(5/3),31,24,OVER,19,35
random8_sqrt(5/3),31,24,OVER,20,8
random8_sqrt(5/3),31,24,OVER,21,75
random8_sqrt(5/3),31,24,OVER,22,47
random8_sqrt(5/3),31,24,OVER,23,20
random8_sqrt(5/3),71,55,UNDER,0,211
random8_sqrt(5/3),71,55,UNDER,1,147
random8_sqrt(5/3),71,55,UNDER,2,83
random8_sqrt(5/3),71,55,UNDER,3,20
random8_sqrt(5/3),71,55,UNDER,4,175
random8_sqrt(5/3),71,55,UNDER,5,111
random8_sqrt(5/3),71,55,UNDER,6,48
random8_sqrt(5/3),71,55,UNDER,7,203
random8_sqrt(5/3),71,55,UNDER,8,139
random8_sqrt(5/3),71,55,UNDER,9,75
random8_sqrt(5/3),71,55,UNDER,10,12
random8_sqrt(5/3),71,55,UNDER,11,167
random8_sqrt(5/3),71,55,UNDER,12,103
random8_sqrt(5/3),71,55,UNDER,13,40
random8_sqrt(5/3),71,55,UNDER,14,195
random8_sqrt(5/3),71,55,UNDER,15,131
random8_sqrt(5/3),71,55,UNDER,16,67
random8_sqrt(5/3),71,55,UNDER,17,4
random8_sqrt(5/3),71,55,UNDER,18,159
random8_sqrt(5/3),71,55,UNDER,19,95
random8_sqrt(5/3),71,55,UNDER,20,32
random8_sqrt(5/3),71,55,UNDER,21,187
random8_sqrt(5/3),71,55,UNDER,22,123
random8_sqrt(5/3),71,55,UNDER,23,59
random8_sqrt(5/3),71,55,UNDER,25,151
random8_sqrt(5/3),71,55,UNDER,26,87
random8_sqrt(5/3),71,55,UNDER,27,24
random8_sqrt(5/3),71,55,UNDER,28,179
random8_sqrt(5/3),71,55,UNDER,29,115
random8_sqrt(5/3),71,55,UNDER,30,52
random8_sqrt(5/3),71,55,UNDER,31,207
random8_sqrt(5/3),71,55,UNDER,32,143
random8_sqrt(5/3),71,55,UNDER,33,79
random8_sqrt(5/3),71,55,UNDER,34,16
random8_sqrt(5/3),71,55,UNDER,35,171
random8_sqrt(5/3),71,55,UNDER,36,107
random8_sqrt(5/3),71,55,UNDER,37,44
random8_sqrt(5/3),71,55,UNDER,38,199
random8_sqrt(5/3),71,55,UNDER,39,135
random8_sqrt(5/3),71,55,UNDER,40,71
random8_sqrt(5/3),71,55,UNDER,41,8
random8_sqrt(5/3),71,55,UNDER,42,163
random8_sqrt(5/3),71,55,UNDER,43,99
random8_sqrt(5/3),71,55,UNDER,44,36
random8_sqrt(5/3),71,55,UNDER,45,191
random8_sqrt(5/3),71,55,UNDER,46,127
random8_sqrt(5/3),71,55,UNDER,47,63
random8_sqrt(5/3),71,55,UNDER,49,155
random8_sqrt(5/3),71,55,UNDER,50,91
random8_sqrt(5/3),71,55,UNDER,51,28
random8_sqrt(5/3),71,55,UNDER,52,183
random8_sqrt(5/3),71,55,UNDER,53,119
random8_sqrt(5/3),71,55,UNDER,54,56
random9_sqrt(112/34),9,5,UNDER,0,11
random9_sqrt(112/34),9,5,UNDER,3,4
random9_sqrt(112/34),9,5,UNDER,4,8
random9_sqrt(112/34),20,11,OVER,0,35
random9_sqrt(112/34),20,11,OVER,2,8
random9_sqrt(112/34),20,11,OVER,3,16
random9_sqrt(112/34),20,11,OVER,4,24
random9_sqrt(112/34),20,11,OVER,5,31
random9_sqrt(112/34),20,11,OVER,7,4
random9_sqrt(112/34),20,11,OVER,8,12
random9_sqrt(112/34),20,11,OVER,9,20
random9_sqrt(112/34),20,11,OVER,10,28
random9_sqrt(112/34),49,27,UNDER,0,99
random9_sqrt(112/34),49,27,UNDER,1,12
random9_sqrt(112/34),49,27,UNDER,2,32
random9_sqrt(112/34),49,27,UNDER,3,52
random9_sqrt(112/34),49,27,UNDER,4,72
random9_sqrt(112/34),49,27,UNDER,5,91
random9_sqrt(112/34),49,27,UNDER,6,4
random9_sqrt(112/34),49,27,UNDER,7,24
random9_sqrt(112/34),49,27,UNDER,8,44
random9_sqrt(112/34),49,27,UNDER,9,64
random9_sqrt(112/34),49,27,UNDER,10,83
random9_sqrt(112/34),49,27,UNDER,12,16
random9_sqrt(112/34),49,27,UNDER,13,36
random9_sqrt(112/34),49,27,UNDER,14,56
random9_sqrt(112/34),49,27,UNDER,15,76
random9_sqrt(112/34),49,27,UNDER,16,95
random9_sqrt(112/34),49,27,UNDER,17,8
random9_sqrt(112/34),49,27,UNDER,18,28
random9_sqrt(112/34),49,27,UNDER,19,48
random9_sqrt(112/34),49,27,UNDER,20,68
random9_sqrt(112/34),49,27,UNDER,21,87
random9_sqrt(112/34),49,27,UNDER,23,20
random9_sqrt(112/34),49,27,UNDER,24,40
random9_sqrt(112/34),49,27,UNDER,25,60
random9_sqrt(112/34),49,27,UNDER,26,80
