alphabet,m,word,D,L,has_c0_adjacent_high
"{0,1,2,3}",7,3122133,0,1,False
"{0,1,2,3}",7,3122200,5,4,True
"{0,1,2,3}",7,3122201,4,3,True
"{0,1,2,3}",7,3122202,3,2,True
"{0,1,2,3}",7,3122210,4,3,False
"{0,1,2,3}",7,3122211,3,2,False
"{0,1,2,3}",7,3122212,2,1,False
"{0,1,2,3}",7,3122220,3,2,True
"{0,1,2,3}",7,3122221,2,1,False
"{0,1,2,3}",7,3122222,1,0,False
"{0,1,2,3}",7,3122230,2,1,True
"{0,1,2,3}",7,3122231,1,0,False
"{0,1,2,3}",7,3122300,4,3,True
"{0,1,2,3}",7,3122301,3,2,True
"{0,1,2,3}",7,3122302,2,1,True
"{0,1,2,3}",7,3122310,3,2,False
"{0,1,2,3}",7,3122311,2,1,False
"{0,1,2,3}",7,3122312,1,0,False
"{0,1,2,3}",7,3122320,2,1,True
"{0,1,2,3}",7,3122321,1,0,False
"{0,1,2,3}",7,3122330,2,0,True
"{0,1,2,3}",7,3122331,1,0,False
"{0,1,2,3}",7,3123000,6,5,True
"{0,1,2,3}",7,3123001,5,4,True
"{0,1,2,3}",7,3123002,4,3,True
"{0,1,2,3}",7,3123010,5,4,True
"{0,1,2,3}",7,3123011,4,3,True
"{0,1,2,3}",7,3123012,3,2,True
"{0,1,2,3}",7,3123020,4,3,True
"{0,1,2,3}",7,3123021,3,2,True
"{0,1,2,3}",7,3123022,2,1,True
"{0,1,2,3}",7,3123030,3,2,True
"{0,1,2,3}",7,3123031,2,1,True
"{0,1,2,3}",7,3123033,0,1,True
"{0,1,2,3}",7,3123100,5,4,False
"{0,1,2,3}",7,3123101,4,3,False
"{0,1,2,3}",7,3123102,3,2,True
"{0,1,2,3}",7,3123110,4,3,False
"{0,1,2,3}",7,3123111,3,2,False
"{0,1,2,3}",7,3123112,2,1,False
"{0,1,2,3}",7,3123120,3,2,True
"{0,1,2,3}",7,3123121,2,1,False
"{0,1,2,3}",7,3123122,1,0,False
"{0,1,2,3}",7,3123130,2,1,True
"{0,1,2,3}",7,3123131,1,0,False
"{0,1,2,3}",7,3123200,4,3,True
"{0,1,2,3}",7,3123201,3,2,True
"{0,1,2,3}",7,3123202,2,1,True
"{0,1,2,3}",7,3123210,3,2,False
"{0,1,2,3}",7,3123211,2,1,False
"{0,1,2,3}",7,3123212,1,0,False
"{0,1,2,3}",7,3123220,2,1,True
"{0,1,2,3}",7,3123221,1,0,False
"{0,1,2,3}",7,3123230,2,0,True
"{0,1,2,3}",7,3123231,1,0,False
"{0,1,2,3}",7,3123300,4,2,True
"{0,1,2,3}",7,3123301,3,1,True
"{0,1,2,3}",7,3123302,2,0,True
"{0,1,2,3}",7,3123303,1,0,True
"{0,1,2,3}",7,3123310,3,1,False
"{0,1,2,3}",7,3123311,2,0,False
"{0,1,2,3}",7,3123312,1,0,False
"{0,1,2,3}",7,3123320,2,0,True
"{0,1,2,3}",7,3123321,1,0,False
"{0,1,2,3}",7,3123330,2,0,True
"{0,1,2,3}",7,3123331,1,0,False
"{0,1,2,3}",7,3130000,8,7,True
"{0,1,2,3}",7,3130001,7,6,True
"{0,1,2,3}",7,3130002,6,5,True
"{0,1,2,3}",7,3130010,7,6,True
"{0,1,2,3}",7,3130011,6,5,True
"{0,1,2,3}",7,3130012,5,4,True
"{0,1,2,3}",7,3130020,6,5,True
"{0,1,2,3}",7,3130021,5,4,True
"{0,1,2,3}",7,3130022,4,3,True
"{0,1,2,3}",7,3130030,5,4,True
"{0,1,2,3}",7,3130031,4,3,True
"{0,1,2,3}",7,3130033,2,3,True
"{0,1,2,3}",7,3130100,7,6,True
"{0,1,2,3}",7,3130101,6,5,True
"{0,1,2,3}",7,3130102,5,4,True
"{0,1,2,3}",7,3130110,6,5,True
"{0,1,2,3}",7,3130111,5,4,True
"{0,1,2,3}",7,3130112,4,3,True
"{0,1,2,3}",7,3130120,5,4,True
"{0,1,2,3}",7,3130121,4,3,True
"{0,1,2,3}",7,3130122,3,2,True
"{0,1,2,3}",7,3130130,4,3,True
"{0,1,2,3}",7,3130131,3,2,True
"{0,1,2,3}",7,3130133,1,2,True
"{0,1,2,3}",7,3130200,6,5,True
"{0,1,2,3}",7,3130201,5,4,True
"{0,1,2,3}",7,3130202,4,3,True
"{0,1,2,3}",7,3130210,5,4,True
"{0,1,2,3}",7,3130211,4,3,True
"{0,1,2,3}",7,3130212,3,2,True
"{0,1,2,3}",7,3130220,4,3,True
"{0,1,2,3}",7,3130221,3,2,True
"{0,1,2,3}",7,3130222,2,1,True
"{0,1,2,3}",7,3130230,3,2,True
"{0,1,2,3}",7,3130231,2,1,True
"{0,1,2,3}",7,3130233,0,1,True
"{0,1,2,3}",7,3130300,5,4,True
"{0,1,2,3}",7,3130301,4,3,True
"{0,1,2,3}",7,3130302,3,2,True
"{0,1,2,3}",7,3130310,4,3,True
"{0,1,2,3}",7,3130311,3,2,True
"{0,1,2,3}",7,3130312,2,1,True
"{0,1,2,3}",7,3130320,3,2,True
"{0,1,2,3}",7,3130321,2,1,True
"{0,1,2,3}",7,3130323,0,1,True
"{0,1,2,3}",7,3130330,2,1,True
"{0,1,2,3}",7,3130332,0,1,True
"{0,1,2,3}",7,3130333,0,1,True
"{0,1,2,3}",7,3131000,7,6,False
"{0,1,2,3}",7,3131001,6,5,False
"{0,1,2,3}",7,3131002,5,4,True
"{0,1,2,3}",7,3131010,6,5,False
"{0,1,2,3}",7,3131011,5,4,False
"{0,1,2,3}",7,3131012,4,3,False
"{0,1,2,3}",7,3131020,5,4,True
"{0,1,2,3}",7,3131021,4,3,True
"{0,1,2,3}",7,3131022,3,2,True
"{0,1,2,3}",7,3131030,4,3,True
"{0,1,2,3}",7,3131031,3,2,True
"{0,1,2,3}",7,3131033,1,2,True
"{0,1,2,3}",7,3131100,6,5,False
"{0,1,2,3}",7,3131101,5,4,False
"{0,1,2,3}",7,3131102,4,3,True
"{0,1,2,3}",7,3131110,5,4,False
"{0,1,2,3}",7,3131111,4,3,False
"{0,1,2,3}",7,3131112,3,2,False
"{0,1,2,3}",7,3131120,4,3,True
"{0,1,2,3}",7,3131121,3,2,False
"{0,1,2,3}",7,3131122,2,1,False
"{0,1,2,3}",7,3131130,3,2,True
"{0,1,2,3}",7,3131131,2,1,False
"{0,1,2,3}",7,3131133,0,1,False
"{0,1,2,3}",7,3131200,5,4,True
"{0,1,2,3}",7,3131201,4,3,True
"{0,1,2,3}",7,3131202,3,2,True
"{0,1,2,3}",7,3131210,4,3,False
"{0,1,2,3}",7,3131211,3,2,False
"{0,1,2,3}",7,3131212,2,1,False
"{0,1,2,3}",7,3131220,3,2,True
"{0,1,2,3}",7,3131221,2,1,False
"{0,1,2,3}",7,3131222,1,0,False
"{0,1,2,3}",7,3131230,2,1,True
"{0,1,2,3}",7,3131231,1,0,False
"{0,1,2,3}",7,3131300,4,3,True
"{0,1,2,3}",7,3131301,3,2,True
"{0,1,2,3}",7,3131302,2,1,True
"{0,1,2,3}",7,3131310,3,2,False
"{0,1,2,3}",7,3131311,2,1,False
"{0,1,2,3}",7,3131312,1,0,False
"{0,1,2,3}",7,3131320,2,1,True
"{0,1,2,3}",7,3131321,1,0,False
"{0,1,2,3}",7,3131330,2,0,True
"{0,1,2,3}",7,3131331,1,0,False
"{0,1,2,3}",7,3132000,6,5,True
"{0,1,2,3}",7,3132001,5,4,True
"{0,1,2,3}",7,3132002,4,3,True
"{0,1,2,3}",7,3132010,5,4,True
"{0,1,2,3}",7,3132011,4,3,True
"{0,1,2,3}",7,3132012,3,2,True
"{0,1,2,3}",7,3132020,4,3,True
"{0,1,2,3}",7,3132021,3,2,True
"{0,1,2,3}",7,3132022,2,1,True
"{0,1,2,3}",7,3132030,3,2,True
"{0,1,2,3}",7,3132031,2,1,True
"{0,1,2,3}",7,3132033,0,1,True
"{0,1,2,3}",7,3132100,5,4,False
"{0,1,2,3}",7,3132101,4,3,False
"{0,1,2,3}",7,3132102,3,2,True
"{0,1,2,3}",7,3132110,4,3,False
"{0,1,2,3}",7,3132111,3,2,False
"{0,1,2,3}",7,3132112,2,1,False
"{0,1,2,3}",7,3132120,3,2,True
"{0,1,2,3}",7,3132121,2,1,False
"{0,1,2,3}",7,3132122,1,0,False
"{0,1,2,3}",7,3132130,2,1,True
"{0,1,2,3}",7,3132131,1,0,False
"{0,1,2,3}",7,3132200,4,3,True
"{0,1,2,3}",7,3132201,3,2,True
"{0,1,2,3}",7,3132202,2,1,True
"{0,1,2,3}",7,3132210,3,2,False
"{0,1,2,3}",7,3132211,2,1,False
"{0,1,2,3}",7,3132212,1,0,False
"{0,1,2,3}",7,3132220,2,1,True
"{0,1,2,3}",7,3132221,1,0,False
"{0,1,2,3}",7,3132230,2,0,True
"{0,1,2,3}",7,3132231,1,0,False
"{0,1,2,3}",7,3132300,4,2,True
"{0,1,2,3}",7,3132301,3,1,True
"{0,1,2,3}",7,3132302,2,0,True
"{0,1,2,3}",7,3132303,1,0,True
"{0,1,2,3}",7,3132310,3,1,False
"{0,1,2,3}",7,3132311,2,0,False
"{0,1,2,3}",7,3132312,1,0,False
"{0,1,2,3}",7,3132320,2,0,True
"{0,1,2,3}",7,3132321,1,0,False
"{0,1,2,3}",7,3132330,2,0,True
"{0,1,2,3}",7,3132331,1,0,False
"{0,1,2,3}",7,3133000,6,4,True
"{0,1,2,3}",7,3133001,5,3,True
"{0,1,2,3}",7,3133002,4,2,True
"{0,1,2,3}",7,3133003,3,2,True
"{0,1,2,3}",7,3133010,5,3,True
"{0,1,2,3}",7,3133011,4,2,True
"{0,1,2,3}",7,3133012,3,1,True
"{0,1,2,3}",7,3133013,2,1,True
"{0,1,2,3}",7,3133020,4,2,True
"{0,1,2,3}",7,3133021,3,1,True
"{0,1,2,3}",7,3133022,2,0,True
"{0,1,2,3}",7,3133023,1,0,True
"{0,1,2,3}",7,3133030,3,1,True
"{0,1,2,3}",7,3133031,2,0,True
"{0,1,2,3}",7,3133032,1,0,True
"{0,1,2,3}",7,3133100,5,3,False
"{0,1,2,3}",7,3133101,4,2,False
"{0,1,2,3}",7,3133102,3,1,True
"{0,1,2,3}",7,3133103,2,1,True
"{0,1,2,3}",7,3133110,4,2,False
"{0,1,2,3}",7,3133111,3,1,False
"{0,1,2,3}",7,3133112,2,0,False
"{0,1,2,3}",7,3133113,1,0,False
"{0,1,2,3}",7,3133120,3,1,True
"{0,1,2,3}",7,3133121,2,0,False
"{0,1,2,3}",7,3133122,1,0,False
"{0,1,2,3}",7,3133130,2,0,True
"{0,1,2,3}",7,3133131,1,0,False
"{0,1,2,3}",7,3133200,4,2,True
"{0,1,2,3}",7,3133201,3,1,True
"{0,1,2,3}",7,3133202,2,0,True
"{0,1,2,3}",7,3133203,1,0,True
"{0,1,2,3}",7,3133210,3,1,False
"{0,1,2,3}",7,3133211,2,0,False
"{0,1,2,3}",7,3133212,1,0,False
"{0,1,2,3}",7,3133220,2,0,True
"{0,1,2,3}",7,3133221,1,0,False
"{0,1,2,3}",7,3133230,2,0,True
"{0,1,2,3}",7,3133231,1,0,False
"{0,1,2,3}",7,3133300,4,1,True
"{0,1,2,3}",7,3133301,3,0,True
"{0,1,2,3}",7,3133302,2,0,True
"{0,1,2,3}",7,3133303,1,0,True
"{0,1,2,3}",7,3133310,3,0,False
"{0,1,2,3}",7,3133311,2,0,False
"{0,1,2,3}",7,3133312,1,0,False
"{0,1,2,3}",7,3133320,2,0,True
"{0,1,2,3}",7,3133321,1,0,False
"{0,1,2,3}",7,3133330,2,0,True
"{0,1,2,3}",7,3133331,1,0,False
"{0,1,2,3}",7,3200000,10,9,True
"{0,1,2,3}",7,3200001,9,8,True
"{0,1,2,3}",7,3200002,8,7,True
"{0,1,2,3}",7,3200010,9,8,True
"{0,1,2,3}",7,3200011,8,7,True
"{0,1,2,3}",7,3200012,7,6,True
"{0,1,2,3}",7,3200020,8,7,True
"{0,1,2,3}",7,3200021,7,6,True
"{0,1,2,3}",7,3200022,6,5,True
"{0,1,2,3}",7,3200030,7,6,True
"{0,1,2,3}",7,3200031,6,5,True
"{0,1,2,3}",7,3200033,4,5,True
"{0,1,2,3}",7,3200100,9,8,True
"{0,1,2,3}",7,3200101,8,7,True
"{0,1,2,3}",7,3200102,7,6,True
"{0,1,2,3}",7,3200110,8,7,True
"{0,1,2,3}",7,3200111,7,6,True
"{0,1,2,3}",7,3200112,6,5,True
"{0,1,2,3}",7,3200120,7,6,True
"{0,1,2,3}",7,3200121,6,5,True
"{0,1,2,3}",7,3200122,5,4,True
"{0,1,2,3}",7,3200130,6,5,True
"{0,1,2,3}",7,3200131,5,4,True
"{0,1,2,3}",7,3200133,3,4,True
"{0,1,2,3}",7,3200200,8,7,True
"{0,1,2,3}",7,3200201,7,6,True
"{0,1,2,3}",7,3200202,6,5,True
"{0,1,2,3}",7,3200210,7,6,True
"{0,1,2,3}",7,3200211,6,5,True
"{0,1,2,3}",7,3200212,5,4,True
"{0,1,2,3}",7,3200220,6,5,True
"{0,1,2,3}",7,3200221,5,4,True
"{0,1,2,3}",7,3200222,4,3,True
"{0,1,2,3}",7,3200230,5,4,True
"{0,1,2,3}",7,3200231,4,3,True
"{0,1,2,3}",7,3200233,2,3,True
"{0,1,2,3}",7,3200300,7,6,True
"{0,1,2,3}",7,3200301,6,5,True
"{0,1,2,3}",7,3200302,5,4,True
"{0,1,2,3}",7,3200310,6,5,True
"{0,1,2,3}",7,3200311,5,4,True
"{0,1,2,3}",7,3200312,4,3,True
"{0,1,2,3}",7,3200320,5,4,True
"{0,1,2,3}",7,3200321,4,3,True
"{0,1,2,3}",7,3200323,2,3,True
"{0,1,2,3}",7,3200330,4,3,True
"{0,1,2,3}",7,3200332,2,3,True
"{0,1,2,3}",7,3200333,1,3,True
"{0,1,2,3}",7,3201000,9,8,True
"{0,1,2,3}",7,3201001,8,7,True
"{0,1,2,3}",7,3201002,7,6,True
"{0,1,2,3}",7,3201010,8,7,True
"{0,1,2,3}",7,3201011,7,6,True
"{0,1,2,3}",7,3201012,6,5,True
"{0,1,2,3}",7,3201020,7,6,True
"{0,1,2,3}",7,3201021,6,5,True
"{0,1,2,3}",7,3201022,5,4,True
"{0,1,2,3}",7,3201030,6,5,True
"{0,1,2,3}",7,3201031,5,4,True
"{0,1,2,3}",7,3201033,3,4,True
"{0,1,2,3}",7,3201100,8,7,True
"{0,1,2,3}",7,3201101,7,6,True
"{0,1,2,3}",7,3201102,6,5,True
"{0,1,2,3}",7,3201110,7,6,True
"{0,1,2,3}",7,3201111,6,5,True
"{0,1,2,3}",7,3201112,5,4,True
"{0,1,2,3}",7,3201120,6,5,True
"{0,1,2,3}",7,3201121,5,4,True
"{0,1,2,3}",7,3201122,4,3,True
"{0,1,2,3}",7,3201130,5,4,True
"{0,1,2,3}",7,3201131,4,3,True
"{0,1,2,3}",7,3201133,2,3,True
"{0,1,2,3}",7,3201200,7,6,True
"{0,1,2,3}",7,3201201,6,5,True
"{0,1,2,3}",7,3201202,5,4,True
"{0,1,2,3}",7,3201210,6,5,True
"{0,1,2,3}",7,3201211,5,4,True
"{0,1,2,3}",7,3201212,4,3,True
"{0,1,2,3}",7,3201220,5,4,True
"{0,1,2,3}",7,3201221,4,3,True
"{0,1,2,3}",7,3201222,3,2,True
"{0,1,2,3}",7,3201230,4,3,True
"{0,1,2,3}",7,3201231,3,2,True
"{0,1,2,3}",7,3201233,1,2,True
"{0,1,2,3}",7,3201300,6,5,True
"{0,1,2,3}",7,3201301,5,4,True
"{0,1,2,3}",7,3201302,4,3,True
"{0,1,2,3}",7,3201310,5,4,True
"{0,1,2,3}",7,3201311,4,3,True
"{0,1,2,3}",7,3201312,3,2,True
"{0,1,2,3}",7,3201320,4,3,True
"{0,1,2,3}",7,3201321,3,2,True
"{0,1,2,3}",7,3201323,1,2,True
"{0,1,2,3}",7,3201330,3,2,True
"{0,1,2,3}",7,3201332,1,2,True
"{0,1,2,3}",7,3201333,0,2,True
"{0,1,2,3}",7,3202000,8,7,True
"{0,1,2,3}",7,3202001,7,6,True
"{0,1,2,3}",7,3202002,6,5,True
"{0,1,2,3}",7,3202010,7,6,True
"{0,1,2,3}",7,3202011,6,5,True
"{0,1,2,3}",7,3202012,5,4,True
"{0,1,2,3}",7,3202020,6,5,True
"{0,1,2,3}",7,3202021,5,4,True
"{0,1,2,3}",7,3202022,4,3,True
"{0,1,2,3}",7,3202030,5,4,True
"{0,1,2,3}",7,3202031,4,3,True
"{0,1,2,3}",7,3202033,2,3,True
"{0,1,2,3}",7,3202100,7,6,True
"{0,1,2,3}",7,3202101,6,5,True
"{0,1,2,3}",7,3202102,5,4,True
"{0,1,2,3}",7,3202110,6,5,True
"{0,1,2,3}",7,3202111,5,4,True
"{0,1,2,3}",7,3202112,4,3,True
"{0,1,2,3}",7,3202120,5,4,True
"{0,1,2,3}",7,3202121,4,3,True
"{0,1,2,3}",7,3202122,3,2,True
"{0,1,2,3}",7,3202130,4,3,True
"{0,1,2,3}",7,3202131,3,2,True
"{0,1,2,3}",7,3202133,1,2,True
"{0,1,2,3}",7,3202200,6,5,True
"{0,1,2,3}",7,3202201,5,4,True
"{0,1,2,3}",7,3202202,4,3,True
"{0,1,2,3}",7,3202210,5,4,True
"{0,1,2,3}",7,3202211,4,3,True
"{0,1,2,3}",7,3202212,3,2,True
"{0,1,2,3}",7,3202220,4,3,True
"{0,1,2,3}",7,3202221,3,2,True
"{0,1,2,3}",7,3202222,2,1,True
"{0,1,2,3}",7,3202230,3,2,True
"{0,1,2,3}",7,3202231,2,1,True
"{0,1,2,3}",7,3202233,0,1,True
"{0,1,2,3}",7,3202300,5,4,True
"{0,1,2,3}",7,3202301,4,3,True
"{0,1,2,3}",7,3202302,3,2,True
"{0,1,2,3}",7,3202310,4,3,True
"{0,1,2,3}",7,3202311,3,2,True
"{0,1,2,3}",7,3202312,2,1,True
"{0,1,2,3}",7,3202320,3,2,True
"{0,1,2,3}",7,3202321,2,1,True
"{0,1,2,3}",7,3202323,0,1,True
"{0,1,2,3}",7,3202330,2,1,True
"{0,1,2,3}",7,3202332,0,1,True
"{0,1,2,3}",7,3202333,0,1,True
"{0,1,2,3}",7,3203000,7,6,True
"{0,1,2,3}",7,3203001,6,5,True
"{0,1,2,3}",7,3203002,5,4,True
"{0,1,2,3}",7,3203010,6,5,True
"{0,1,2,3}",7,3203011,5,4,True
"{0,1,2,3}",7,3203012,4,3,True
"{0,1,2,3}",7,3203020,5,4,True
"{0,1,2,3}",7,3203021,4,3,True
"{0,1,2,3}",7,3203022,3,2,True
"{0,1,2,3}",7,3203030,4,3,True
"{0,1,2,3}",7,3203031,3,2,True
"{0,1,2,3}",7,3203033,1,2,True
"{0,1,2,3}",7,3203100,6,5,True
"{0,1,2,3}",7,3203101,5,4,True
"{0,1,2,3}",7,3203102,4,3,True
"{0,1,2,3}",7,3203110,5,4,True
"{0,1,2,3}",7,3203111,4,3,True
"{0,1,2,3}",7,3203112,3,2,True
"{0,1,2,3}",7,3203120,4,3,True
"{0,1,2,3}",7,3203121,3,2,True
"{0,1,2,3}",7,3203122,2,1,True
"{0,1,2,3}",7,3203130,3,2,True
"{0,1,2,3}",7,3203131,2,1,True
"{0,1,2,3}",7,3203133,0,1,True
"{0,1,2,3}",7,3203200,5,4,True
"{0,1,2,3}",7,3203201,4,3,True
"{0,1,2,3}",7,3203202,3,2,True
"{0,1,2,3}",7,3203210,4,3,True
"{0,1,2,3}",7,3203211,3,2,True
"{0,1,2,3}",7,3203212,2,1,True
"{0,1,2,3}",7,3203220,3,2,True
"{0,1,2,3}",7,3203221,2,1,True
"{0,1,2,3}",7,3203223,0,1,True
"{0,1,2,3}",7,3203230,2,1,True
"{0,1,2,3}",7,3203232,0,1,True
"{0,1,2,3}",7,3203233,0,1,True
"{0,1,2,3}",7,3203300,4,3,True
"{0,1,2,3}",7,3203301,3,2,True
"{0,1,2,3}",7,3203302,2,1,True
"{0,1,2,3}",7,3203310,3,2,True
"{0,1,2,3}",7,3203311,2,1,True
"{0,1,2,3}",7,3203313,0,1,True
"{0,1,2,3}",7,3203320,2,1,True
"{0,1,2,3}",7,3203322,0,1,True
"{0,1,2,3}",7,3203323,0,1,True
"{0,1,2,3}",7,3203330,2,1,True
"{0,1,2,3}",7,3203332,0,1,True
"{0,1,2,3}",7,3203333,0,1,True
"{0,1,2,3}",7,3210000,9,8,False
"{0,1,2,3}",7,3210001,8,7,False
"{0,1,2,3}",7,3210002,7,6,True
"{0,1,2,3}",7,3210010,8,7,False
"{0,1,2,3}",7,3210011,7,6,False
"{0,1,2,3}",7,3210012,6,5,False
"{0,1,2,3}",7,3210020,7,6,True
"{0,1,2,3}",7,3210021,6,5,True
"{0,1,2,3}",7,3210022,5,4,True
"{0,1,2,3}",7,3210030,6,5,True
"{0,1,2,3}",7,3210031,5,4,True
"{0,1,2,3}",7,3210033,3,4,True
"{0,1,2,3}",7,3210100,8,7,False
"{0,1,2,3}",7,3210101,7,6,False
"{0,1,2,3}",7,3210102,6,5,True
"{0,1,2,3}",7,3210110,7,6,False
"{0,1,2,3}",7,3210111,6,5,False
"{0,1,2,3}",7,3210112,5,4,False
"{0,1,2,3}",7,3210120,6,5,True
"{0,1,2,3}",7,3210121,5,4,False
"{0,1,2,3}",7,3210122,4,3,False
"{0,1,2,3}",7,3210130,5,4,True
"{0,1,2,3}",7,3210131,4,3,False
"{0,1,2,3}",7,3210133,2,3,False
"{0,1,2,3}",7,3210200,7,6,True
"{0,1,2,3}",7,3210201,6,5,True
"{0,1,2,3}",7,3210202,5,4,True
"{0,1,2,3}",7,3210210,6,5,True
"{0,1,2,3}",7,3210211,5,4,True
"{0,1,2,3}",7,3210212,4,3,True
"{0,1,2,3}",7,3210220,5,4,True
"{0,1,2,3}",7,3210221,4,3,True
"{0,1,2,3}",7,3210222,3,2,True
"{0,1,2,3}",7,3210230,4,3,True
"{0,1,2,3}",7,3210231,3,2,True
"{0,1,2,3}",7,3210233,1,2,True
"{0,1,2,3}",7,3210300,6,5,True
"{0,1,2,3}",7,3210301,5,4,True
"{0,1,2,3}",7,3210302,4,3,True
"{0,1,2,3}",7,3210310,5,4,True
"{0,1,2,3}",7,3210311,4,3,True
"{0,1,2,3}",7,3210312,3,2,True
"{0,1,2,3}",7,3210320,4,3,True
"{0,1,2,3}",7,3210321,3,2,True
"{0,1,2,3}",7,3210323,1,2,True
"{0,1,2,3}",7,3210330,3,2,True
"{0,1,2,3}",7,3210332,1,2,True
"{0,1,2,3}",7,3210333,0,2,True
"{0,1,2,3}",7,3211000,8,7,False
"{0,1,2,3}",7,3211001,7,6,False
"{0,1,2,3}",7,3211002,6,5,True
"{0,1,2,3}",7,3211010,7,6,False
"{0,1,2,3}",7,3211011,6,5,False
"{0,1,2,3}",7,3211012,5,4,False
"{0,1,2,3}",7,3211020,6,5,True
"{0,1,2,3}",7,3211021,5,4,True
"{0,1,2,3}",7,3211022,4,3,True
"{0,1,2,3}",7,3211030,5,4,True
"{0,1,2,3}",7,3211031,4,3,True
"{0,1,2,3}",7,3211033,2,3,True
"{0,1,2,3}",7,3211100,7,6,False
"{0,1,2,3}",7,3211101,6,5,False
"{0,1,2,3}",7,3211102,5,4,True
"{0,1,2,3}",7,3211110,6,5,False
"{0,1,2,3}",7,3211111,5,4,False
"{0,1,2,3}",7,3211112,4,3,False
"{0,1,2,3}",7,3211120,5,4,True
"{0,1,2,3}",7,3211121,4,3,False
"{0,1,2,3}",7,3211122,3,2,False
"{0,1,2,3}",7,3211130,4,3,True
"{0,1,2,3}",7,3211131,3,2,False
"{0,1,2,3}",7,3211133,1,2,False
"{0,1,2,3}",7,3211200,6,5,True
"{0,1,2,3}",7,3211201,5,4,True
"{0,1,2,3}",7,3211202,4,3,True
"{0,1,2,3}",7,3211210,5,4,False
"{0,1,2,3}",7,3211211,4,3,False
"{0,1,2,3}",7,3211212,3,2,False
"{0,1,2,3}",7,3211220,4,3,True
"{0,1,2,3}",7,3211221,3,2,False
"{0,1,2,3}",7,3211222,2,1,False
"{0,1,2,3}",7,3211230,3,2,True
"{0,1,2,3}",7,3211231,2,1,False
"{0,1,2,3}",7,3211233,0,1,False
"{0,1,2,3}",7,3211300,5,4,True
"{0,1,2,3}",7,3211301,4,3,True
"{0,1,2,3}",7,3211302,3,2,True
"{0,1,2,3}",7,3211310,4,3,False
"{0,1,2,3}",7,3211311,3,2,False
"{0,1,2,3}",7,3211312,2,1,False
"{0,1,2,3}",7,3211320,3,2,True
"{0,1,2,3}",7,3211321,2,1,False
"{0,1,2,3}",7,3211323,0,1,False
"{0,1,2,3}",7,3211330,2,1,True
"{0,1,2,3}",7,3211332,0,1,False
"{0,1,2,3}",7,3211333,0,1,False
"{0,1,2,3}",7,3212000,7,6,True
"{0,1,2,3}",7,3212001,6,5,True
"{0,1,2,3}",7,3212002,5,4,True
"{0,1,2,3}",7,3212010,6,5,True
"{0,1,2,3}",7,3212011,5,4,True
"{0,1,2,3}",7,3212012,4,3,True
"{0,1,2,3}",7,3212020,5,4,True
"{0,1,2,3}",7,3212021,4,3,True
"{0,1,2,3}",7,3212022,3,2,True
"{0,1,2,3}",7,3212030,4,3,True
"{0,1,2,3}",7,3212031,3,2,True
"{0,1,2,3}",7,3212033,1,2,True
"{0,1,2,3}",7,3212100,6,5,False
"{0,1,2,3}",7,3212101,5,4,False
"{0,1,2,3}",7,3212102,4,3,True
"{0,1,2,3}",7,3212110,5,4,False
"{0,1,2,3}",7,3212111,4,3,False
"{0,1,2,3}",7,3212112,3,2,False
"{0,1,2,3}",7,3212120,4,3,True
"{0,1,2,3}",7,3212121,3,2,False
"{0,1,2,3}",7,3212122,2,1,False
"{0,1,2,3}",7,3212130,3,2,True
"{0,1,2,3}",7,3212131,2,1,False
"{0,1,2,3}",7,3212133,0,1,False
"{0,1,2,3}",7,3212200,5,4,True
"{0,1,2,3}",7,3212201,4,3,True
"{0,1,2,3}",7,3212202,3,2,True
"{0,1,2,3}",7,3212210,4,3,False
"{0,1,2,3}",7,3212211,3,2,False
"{0,1,2,3}",7,3212212,2,1,False
"{0,1,2,3}",7,3212220,3,2,True
"{0,1,2,3}",7,3212221,2,1,False
"{0,1,2,3}",7,3212222,1,0,False
"{0,1,2,3}",7,3212230,2,1,True
"{0,1,2,3}",7,3212231,1,0,False
"{0,1,2,3}",7,3212300,4,3,True
"{0,1,2,3}",7,3212301,3,2,True
"{0,1,2,3}",7,3212302,2,1,True
"{0,1,2,3}",7,3212310,3,2,False
"{0,1,2,3}",7,3212311,2,1,False
"{0,1,2,3}",7,3212312,1,0,False
"{0,1,2,3}",7,3212320,2,1,True
"{0,1,2,3}",7,3212321,1,0,False
"{0,1,2,3}",7,3212330,2,0,True
"{0,1,2,3}",7,3212331,1,0,False
"{0,1,2,3}",7,3213000,6,5,True
"{0,1,2,3}",7,3213001,5,4,True
"{0,1,2,3}",7,3213002,4,3,True
"{0,1,2,3}",7,3213010,5,4,True
"{0,1,2,3}",7,3213011,4,3,True
"{0,1,2,3}",7,3213012,3,2,True
"{0,1,2,3}",7,3213020,4,3,True
"{0,1,2,3}",7,3213021,3,2,True
"{0,1,2,3}",7,3213022,2,1,True
"{0,1,2,3}",7,3213030,3,2,True
"{0,1,2,3}",7,3213031,2,1,True
"{0,1,2,3}",7,3213033,0,1,True
"{0,1,2,3}",7,3213100,5,4,False
"{0,1,2,3}",7,3213101,4,3,False
"{0,1,2,3}",7,3213102,3,2,True
"{0,1,2,3}",7,3213110,4,3,False
"{0,1,2,3}",7,3213111,3,2,False
"{0,1,2,3}",7,3213112,2,1,False
"{0,1,2,3}",7,3213120,3,2,True
"{0,1,2,3}",7,3213121,2,1,False
"{0,1,2,3}",7,3213122,1,0,False
