alphabet,m,word,D,L,has_c0_adjacent_high
"{1,2,3}",2,13,0,1,False
"{1,2,3}",2,31,1,0,False
"{1,2,3}",3,113,1,2,False
"{1,2,3}",3,123,0,1,False
"{1,2,3}",3,132,0,1,False
"{1,2,3}",3,133,0,1,False
"{1,2,3}",3,213,0,1,False
"{1,2,3}",3,231,1,0,False
"{1,2,3}",3,311,2,1,False
"{1,2,3}",3,312,1,0,False
"{1,2,3}",3,321,1,0,False
"{1,2,3}",3,331,1,0,False
"{1,2,3}",4,1113,2,3,False
"{1,2,3}",4,1123,1,2,False
"{1,2,3}",4,1132,1,2,False
"{1,2,3}",4,1133,0,2,False
"{1,2,3}",4,1213,1,2,False
"{1,2,3}",4,1223,0,1,False
"{1,2,3}",4,1232,0,1,False
"{1,2,3}",4,1233,0,1,False
"{1,2,3}",4,1313,0,1,False
"{1,2,3}",4,1322,0,1,False
"{1,2,3}",4,1323,0,1,False
"{1,2,3}",4,1332,0,1,False
"{1,2,3}",4,1333,0,1,False
"{1,2,3}",4,2113,1,2,False
"{1,2,3}",4,2123,0,1,False
"{1,2,3}",4,2132,0,1,False
"{1,2,3}",4,2133,0,1,False
"{1,2,3}",4,2213,0,1,False
"{1,2,3}",4,2231,1,0,False
"{1,2,3}",4,2311,2,1,False
"{1,2,3}",4,2312,1,0,False
"{1,2,3}",4,2321,1,0,False
"{1,2,3}",4,2331,1,0,False
"{1,2,3}",4,3111,3,2,False
"{1,2,3}",4,3112,2,1,False
"{1,2,3}",4,3121,2,1,False
"{1,2,3}",4,3122,1,0,False
"{1,2,3}",4,3131,1,0,False
"{1,2,3}",4,3211,2,1,False
"{1,2,3}",4,3212,1,0,False
"{1,2,3}",4,3221,1,0,False
"{1,2,3}",4,3231,1,0,False
"{1,2,3}",4,3311,2,0,False
"{1,2,3}",4,3312,1,0,False
"{1,2,3}",4,3321,1,0,False
"{1,2,3}",4,3331,1,0,False
"{1,2,3}",5,11113,3,4,False
"{1,2,3}",5,11123,2,3,False
"{1,2,3}",5,11132,2,3,False
"{1,2,3}",5,11133,1,3,False
"{1,2,3}",5,11213,2,3,False
"{1,2,3}",5,11223,1,2,False
"{1,2,3}",5,11232,1,2,False
"{1,2,3}",5,11233,0,2,False
"{1,2,3}",5,11313,1,2,False
"{1,2,3}",5,11322,1,2,False
"{1,2,3}",5,11323,0,2,False
"{1,2,3}",5,11331,1,2,False
"{1,2,3}",5,11332,0,2,False
"{1,2,3}",5,11333,0,2,False
"{1,2,3}",5,12113,2,3,False
"{1,2,3}",5,12123,1,2,False
"{1,2,3}",5,12132,1,2,False
"{1,2,3}",5,12133,0,2,False
"{1,2,3}",5,12213,1,2,False
"{1,2,3}",5,12223,0,1,False
"{1,2,3}",5,12232,0,1,False
"{1,2,3}",5,12233,0,1,False
"{1,2,3}",5,12313,0,1,False
"{1,2,3}",5,12322,0,1,False
"{1,2,3}",5,12323,0,1,False
"{1,2,3}",5,12332,0,1,False
"{1,2,3}",5,12333,0,1,False
"{1,2,3}",5,13113,1,2,False
"{1,2,3}",5,13123,0,1,False
"{1,2,3}",5,13132,0,1,False
"{1,2,3}",5,13133,0,1,False
"{1,2,3}",5,13213,0,1,False
"{1,2,3}",5,13222,0,1,False
"{1,2,3}",5,13223,0,1,False
"{1,2,3}",5,13232,0,1,False
"{1,2,3}",5,13233,0,1,False
"{1,2,3}",5,13311,2,1,False
"{1,2,3}",5,13313,0,1,False
"{1,2,3}",5,13322,0,1,False
"{1,2,3}",5,13323,0,1,False
"{1,2,3}",5,13332,0,1,False
"{1,2,3}",5,13333,0,1,False
"{1,2,3}",5,21113,2,3,False
"{1,2,3}",5,21123,1,2,False
"{1,2,3}",5,21132,1,2,False
"{1,2,3}",5,21133,0,2,False
"{1,2,3}",5,21213,1,2,False
"{1,2,3}",5,21223,0,1,False
"{1,2,3}",5,21232,0,1,False
"{1,2,3}",5,21233,0,1,False
"{1,2,3}",5,21313,0,1,False
"{1,2,3}",5,21322,0,1,False
"{1,2,3}",5,21323,0,1,False
"{1,2,3}",5,21332,0,1,False
"{1,2,3}",5,21333,0,1,False
"{1,2,3}",5,22113,1,2,False
"{1,2,3}",5,22123,0,1,False
"{1,2,3}",5,22132,0,1,False
"{1,2,3}",5,22133,0,1,False
"{1,2,3}",5,22213,0,1,False
"{1,2,3}",5,22231,1,0,False
"{1,2,3}",5,22311,2,1,False
"{1,2,3}",5,22312,1,0,False
"{1,2,3}",5,22321,1,0,False
"{1,2,3}",5,22331,1,0,False
"{1,2,3}",5,23111,3,2,False
"{1,2,3}",5,23112,2,1,False
"{1,2,3}",5,23121,2,1,False
"{1,2,3}",5,23122,1,0,False
"{1,2,3}",5,23131,1,0,False
"{1,2,3}",5,23211,2,1,False
"{1,2,3}",5,23212,1,0,False
"{1,2,3}",5,23221,1,0,False
"{1,2,3}",5,23231,1,0,False
"{1,2,3}",5,23311,2,0,False
"{1,2,3}",5,23312,1,0,False
"{1,2,3}",5,23321,1,0,False
"{1,2,3}",5,23331,1,0,False
"{1,2,3}",5,31111,4,3,False
"{1,2,3}",5,31112,3,2,False
"{1,2,3}",5,31121,3,2,False
"{1,2,3}",5,31122,2,1,False
"{1,2,3}",5,31131,2,1,False
"{1,2,3}",5,31133,0,1,False
"{1,2,3}",5,31211,3,2,False
"{1,2,3}",5,31212,2,1,False
"{1,2,3}",5,31221,2,1,False
"{1,2,3}",5,31222,1,0,False
"{1,2,3}",5,31231,1,0,False
"{1,2,3}",5,31311,2,1,False
"{1,2,3}",5,31312,1,0,False
"{1,2,3}",5,31321,1,0,False
"{1,2,3}",5,31331,1,0,False
"{1,2,3}",5,32111,3,2,False
"{1,2,3}",5,32112,2,1,False
"{1,2,3}",5,32121,2,1,False
"{1,2,3}",5,32122,1,0,False
"{1,2,3}",5,32131,1,0,False
"{1,2,3}",5,32211,2,1,False
"{1,2,3}",5,32212,1,0,False
"{1,2,3}",5,32221,1,0,False
"{1,2,3}",5,32231,1,0,False
"{1,2,3}",5,32311,2,0,False
"{1,2,3}",5,32312,1,0,False
"{1,2,3}",5,32321,1,0,False
"{1,2,3}",5,32331,1,0,False
"{1,2,3}",5,33111,3,1,False
"{1,2,3}",5,33112,2,0,False
"{1,2,3}",5,33113,1,0,False
"{1,2,3}",5,33121,2,0,False
"{1,2,3}",5,33122,1,0,False
"{1,2,3}",5,33131,1,0,False
"{1,2,3}",5,33211,2,0,False
"{1,2,3}",5,33212,1,0,False
"{1,2,3}",5,33221,1,0,False
"{1,2,3}",5,33231,1,0,False
"{1,2,3}",5,33311,2,0,False
"{1,2,3}",5,33312,1,0,False
"{1,2,3}",5,33321,1,0,False
"{1,2,3}",5,33331,1,0,False
"{1,2,3}",6,111113,4,5,False
"{1,2,3}",6,111123,3,4,False
"{1,2,3}",6,111132,3,4,False
"{1,2,3}",6,111133,2,4,False
"{1,2,3}",6,111213,3,4,False
"{1,2,3}",6,111223,2,3,False
"{1,2,3}",6,111232,2,3,False
"{1,2,3}",6,111233,1,3,False
"{1,2,3}",6,111313,2,3,False
"{1,2,3}",6,111322,2,3,False
"{1,2,3}",6,111323,1,3,False
"{1,2,3}",6,111331,2,3,False
"{1,2,3}",6,111332,1,3,False
"{1,2,3}",6,111333,0,3,False
"{1,2,3}",6,112113,3,4,False
"{1,2,3}",6,112123,2,3,False
"{1,2,3}",6,112132,2,3,False
"{1,2,3}",6,112133,1,3,False
"{1,2,3}",6,112213,2,3,False
"{1,2,3}",6,112223,1,2,False
"{1,2,3}",6,112232,1,2,False
"{1,2,3}",6,112233,0,2,False
"{1,2,3}",6,112313,1,2,False
"{1,2,3}",6,112322,1,2,False
"{1,2,3}",6,112323,0,2,False
"{1,2,3}",6,112331,1,2,False
"{1,2,3}",6,112332,0,2,False
"{1,2,3}",6,112333,0,2,False
"{1,2,3}",6,113113,2,3,False
"{1,2,3}",6,113123,1,2,False
"{1,2,3}",6,113132,1,2,False
"{1,2,3}",6,113133,0,2,False
"{1,2,3}",6,113213,1,2,False
"{1,2,3}",6,113222,1,2,False
"{1,2,3}",6,113223,0,2,False
"{1,2,3}",6,113231,1,2,False
"{1,2,3}",6,113232,0,2,False
"{1,2,3}",6,113233,0,2,False
"{1,2,3}",6,113312,1,2,False
"{1,2,3}",6,113313,0,2,False
"{1,2,3}",6,113321,1,2,False
"{1,2,3}",6,113322,0,2,False
"{1,2,3}",6,113323,0,2,False
"{1,2,3}",6,113331,1,2,False
"{1,2,3}",6,113332,0,2,False
"{1,2,3}",6,113333,0,2,False
"{1,2,3}",6,121113,3,4,False
"{1,2,3}",6,121123,2,3,False
"{1,2,3}",6,121132,2,3,False
"{1,2,3}",6,121133,1,3,False
"{1,2,3}",6,121213,2,3,False
"{1,2,3}",6,121223,1,2,False
"{1,2,3}",6,121232,1,2,False
"{1,2,3}",6,121233,0,2,False
"{1,2,3}",6,121313,1,2,False
"{1,2,3}",6,121322,1,2,False
"{1,2,3}",6,121323,0,2,False
"{1,2,3}",6,121331,1,2,False
"{1,2,3}",6,121332,0,2,False
"{1,2,3}",6,121333,0,2,False
"{1,2,3}",6,122113,2,3,False
"{1,2,3}",6,122123,1,2,False
"{1,2,3}",6,122132,1,2,False
"{1,2,3}",6,122133,0,2,False
"{1,2,3}",6,122213,1,2,False
"{1,2,3}",6,122223,0,1,False
"{1,2,3}",6,122232,0,1,False
"{1,2,3}",6,122233,0,1,False
"{1,2,3}",6,122313,0,1,False
"{1,2,3}",6,122322,0,1,False
"{1,2,3}",6,122323,0,1,False
"{1,2,3}",6,122332,0,1,False
"{1,2,3}",6,122333,0,1,False
"{1,2,3}",6,123113,1,2,False
"{1,2,3}",6,123123,0,1,False
"{1,2,3}",6,123132,0,1,False
"{1,2,3}",6,123133,0,1,False
"{1,2,3}",6,123213,0,1,False
"{1,2,3}",6,123222,0,1,False
"{1,2,3}",6,123223,0,1,False
"{1,2,3}",6,123232,0,1,False
"{1,2,3}",6,123233,0,1,False
"{1,2,3}",6,123311,2,1,False
"{1,2,3}",6,123313,0,1,False
"{1,2,3}",6,123322,0,1,False
"{1,2,3}",6,123323,0,1,False
"{1,2,3}",6,123332,0,1,False
"{1,2,3}",6,123333,0,1,False
"{1,2,3}",6,131113,2,3,False
"{1,2,3}",6,131123,1,2,False
"{1,2,3}",6,131132,1,2,False
"{1,2,3}",6,131133,0,2,False
"{1,2,3}",6,131213,1,2,False
"{1,2,3}",6,131223,0,1,False
"{1,2,3}",6,131232,0,1,False
"{1,2,3}",6,131233,0,1,False
"{1,2,3}",6,131313,0,1,False
"{1,2,3}",6,131322,0,1,False
"{1,2,3}",6,131323,0,1,False
"{1,2,3}",6,131332,0,1,False
"{1,2,3}",6,131333,0,1,False
"{1,2,3}",6,132113,1,2,False
"{1,2,3}",6,132123,0,1,False
"{1,2,3}",6,132132,0,1,False
"{1,2,3}",6,132133,0,1,False
"{1,2,3}",6,132213,0,1,False
"{1,2,3}",6,132222,0,1,False
"{1,2,3}",6,132223,0,1,False
"{1,2,3}",6,132232,0,1,False
"{1,2,3}",6,132233,0,1,False
"{1,2,3}",6,132311,2,1,False
"{1,2,3}",6,132313,0,1,False
"{1,2,3}",6,132322,0,1,False
"{1,2,3}",6,132323,0,1,False
"{1,2,3}",6,132332,0,1,False
"{1,2,3}",6,132333,0,1,False
"{1,2,3}",6,133111,3,2,False
"{1,2,3}",6,133112,2,1,False
"{1,2,3}",6,133121,2,1,False
"{1,2,3}",6,133123,0,1,False
"{1,2,3}",6,133132,0,1,False
"{1,2,3}",6,133133,0,1,False
"{1,2,3}",6,133211,2,1,False
"{1,2,3}",6,133213,0,1,False
"{1,2,3}",6,133222,0,1,False
"{1,2,3}",6,133223,0,1,False
"{1,2,3}",6,133232,0,1,False
"{1,2,3}",6,133233,0,1,False
"{1,2,3}",6,133311,2,1,False
"{1,2,3}",6,133313,0,1,False
"{1,2,3}",6,133322,0,1,False
"{1,2,3}",6,133323,0,1,False
"{1,2,3}",6,133332,0,1,False
"{1,2,3}",6,133333,0,1,False
"{1,2,3}",6,211113,3,4,False
"{1,2,3}",6,211123,2,3,False
"{1,2,3}",6,211132,2,3,False
"{1,2,3}",6,211133,1,3,False
"{1,2,3}",6,211213,2,3,False
"{1,2,3}",6,211223,1,2,False
"{1,2,3}",6,211232,1,2,False
"{1,2,3}",6,211233,0,2,False
"{1,2,3}",6,211313,1,2,False
"{1,2,3}",6,211322,1,2,False
"{1,2,3}",6,211323,0,2,False
"{1,2,3}",6,211331,1,2,False
"{1,2,3}",6,211332,0,2,False
"{1,2,3}",6,211333,0,2,False
"{1,2,3}",6,212113,2,3,False
"{1,2,3}",6,212123,1,2,False
"{1,2,3}",6,212132,1,2,False
"{1,2,3}",6,212133,0,2,False
"{1,2,3}",6,212213,1,2,False
"{1,2,3}",6,212223,0,1,False
"{1,2,3}",6,212232,0,1,False
"{1,2,3}",6,212233,0,1,False
"{1,2,3}",6,212313,0,1,False
"{1,2,3}",6,212322,0,1,False
"{1,2,3}",6,212323,0,1,False
"{1,2,3}",6,212332,0,1,False
"{1,2,3}",6,212333,0,1,False
"{1,2,3}",6,213113,1,2,False
"{1,2,3}",6,213123,0,1,False
"{1,2,3}",6,213132,0,1,False
"{1,2,3}",6,213133,0,1,False
"{1,2,3}",6,213213,0,1,False
"{1,2,3}",6,213222,0,1,False
"{1,2,3}",6,213223,0,1,False
"{1,2,3}",6,213232,0,1,False
"{1,2,3}",6,213233,0,1,False
"{1,2,3}",6,213311,2,1,False
"{1,2,3}",6,213313,0,1,False
"{1,2,3}",6,213322,0,1,False
"{1,2,3}",6,213323,0,1,False
"{1,2,3}",6,213332,0,1,False
"{1,2,3}",6,213333,0,1,False
"{1,2,3}",6,221113,2,3,False
"{1,2,3}",6,221123,1,2,False
"{1,2,3}",6,221132,1,2,False
"{1,2,3}",6,221133,0,2,False
"{1,2,3}",6,221213,1,2,False
"{1,2,3}",6,221223,0,1,False
"{1,2,3}",6,221232,0,1,False
"{1,2,3}",6,221233,0,1,False
"{1,2,3}",6,221313,0,1,False
"{1,2,3}",6,221322,0,1,False
"{1,2,3}",6,221323,0,1,False
"{1,2,3}",6,221332,0,1,False
"{1,2,3}",6,221333,0,1,False
"{1,2,3}",6,222113,1,2,False
"{1,2,3}",6,222123,0,1,False
"{1,2,3}",6,222132,0,1,False
"{1,2,3}",6,222133,0,1,False
"{1,2,3}",6,222213,0,1,False
"{1,2,3}",6,222231,1,0,False
"{1,2,3}",6,222311,2,1,False
"{1,2,3}",6,222312,1,0,False
"{1,2,3}",6,222321,1,0,False
"{1,2,3}",6,222331,1,0,False
"{1,2,3}",6,223111,3,2,False
"{1,2,3}",6,223112,2,1,False
"{1,2,3}",6,223121,2,1,False
"{1,2,3}",6,223122,1,0,False
"{1,2,3}",6,223131,1,0,False
"{1,2,3}",6,223211,2,1,False
"{1,2,3}",6,223212,1,0,False
"{1,2,3}",6,223221,1,0,False
"{1,2,3}",6,223231,1,0,False
"{1,2,3}",6,223311,2,0,False
"{1,2,3}",6,223312,1,0,False
"{1,2,3}",6,223321,1,0,False
"{1,2,3}",6,223331,1,0,False
"{1,2,3}",6,231111,4,3,False
"{1,2,3}",6,231112,3,2,False
"{1,2,3}",6,231121,3,2,False
"{1,2,3}",6,231122,2,1,False
"{1,2,3}",6,231131,2,1,False
"{1,2,3}",6,231133,0,1,False
"{1,2,3}",6,231211,3,2,False
"{1,2,3}",6,231212,2,1,False
"{1,2,3}",6,231221,2,1,False
"{1,2,3}",6,231222,1,0,False
"{1,2,3}",6,231231,1,0,False
"{1,2,3}",6,231311,2,1,False
"{1,2,3}",6,231312,1,0,False
"{1,2,3}",6,231321,1,0,False
"{1,2,3}",6,231331,1,0,False
"{1,2,3}",6,232111,3,2,False
"{1,2,3}",6,232112,2,1,False
"{1,2,3}",6,232121,2,1,False
"{1,2,3}",6,232122,1,0,False
"{1,2,3}",6,232131,1,0,False
"{1,2,3}",6,232211,2,1,False
"{1,2,3}",6,232212,1,0,False
"{1,2,3}",6,232221,1,0,False
"{1,2,3}",6,232231,1,0,False
"{1,2,3}",6,232311,2,0,False
"{1,2,3}",6,232312,1,0,False
"{1,2,3}",6,232321,1,0,False
"{1,2,3}",6,232331,1,0,False
"{1,2,3}",6,233111,3,1,False
"{1,2,3}",6,233112,2,0,False
"{1,2,3}",6,233113,1,0,False
"{1,2,3}",6,233121,2,0,False
"{1,2,3}",6,233122,1,0,False
"{1,2,3}",6,233131,1,0,False
"{1,2,3}",6,233211,2,0,False
"{1,2,3}",6,233212,1,0,False
"{1,2,3}",6,233221,1,0,False
"{1,2,3}",6,233231,1,0,False
"{1,2,3}",6,233311,2,0,False
"{1,2,3}",6,233312,1,0,False
"{1,2,3}",6,233321,1,0,False
"{1,2,3}",6,233331,1,0,False
"{1,2,3}",6,311111,5,4,False
"{1,2,3}",6,311112,4,3,False
"{1,2,3}",6,311121,4,3,False
"{1,2,3}",6,311122,3,2,False
"{1,2,3}",6,311131,3,2,False
"{1,2,3}",6,311133,1,2,False
"{1,2,3}",6,311211,4,3,False
"{1,2,3}",6,311212,3,2,False
"{1,2,3}",6,311221,3,2,False
"{1,2,3}",6,311222,2,1,False
"{1,2,3}",6,311231,2,1,False
"{1,2,3}",6,311233,0,1,False
"{1,2,3}",6,311311,3,2,False
"{1,2,3}",6,311312,2,1,False
"{1,2,3}",6,311321,2,1,False
"{1,2,3}",6,311323,0,1,False
"{1,2,3}",6,311332,0,1,False
"{1,2,3}",6,311333,0,1,False
"{1,2,3}",6,312111,4,3,False
"{1,2,3}",6,312112,3,2,False
"{1,2,3}",6,312121,3,2,False
"{1,2,3}",6,312122,2,1,False
"{1,2,3}",6,312131,2,1,False
"{1,2,3}",6,312133,0,1,False
"{1,2,3}",6,312211,3,2,False
"{1,2,3}",6,312212,2,1,False
"{1,2,3}",6,312221,2,1,False
"{1,2,3}",6,312222,1,0,False
"{1,2,3}",6,312231,1,0,False
"{1,2,3}",6,312311,2,1,False
"{1,2,3}",6,312312,1,0,False
"{1,2,3}",6,312321,1,0,False
"{1,2,3}",6,312331,1,0,False
"{1,2,3}",6,313111,3,2,False
"{1,2,3}",6,313112,2,1,False
"{1,2,3}",6,313121,2,1,False
"{1,2,3}",6,313122,1,0,False
"{1,2,3}",6,313131,1,0,False
"{1,2,3}",6,313211,2,1,False
"{1,2,3}",6,313212,1,0,False
"{1,2,3}",6,313221,1,0,False
"{1,2,3}",6,313231,1,0,False
"{1,2,3}",6,313311,2,0,False
"{1,2,3}",6,313312,1,0,False
"{1,2,3}",6,313321,1,0,False
"{1,2,3}",6,313331,1,0,False
"{1,2,3}",6,321111,4,3,False
"{1,2,3}",6,321112,3,2,False
"{1,2,3}",6,321121,3,2,False
"{1,2,3}",6,321122,2,1,False
"{1,2,3}",6,321131,2,1,False
"{1,2,3}",6,321133,0,1,False
"{1,2,3}",6,321211,3,2,False
"{1,2,3}",6,321212,2,1,False
"{1,2,3}",6,321221,2,1,False
"{1,2,3}",6,321222,1,0,False
"{1,2,3}",6,321231,1,0,False
"{1,2,3}",6,321311,2,1,False
"{1,2,3}",6,321312,1,0,False
"{1,2,3}",6,321321,1,0,False
"{1,2,3}",6,321331,1,0,False
"{1,2,3}",6,322111,3,2,False
"{1,2,3}",6,322112,2,1,False
"{1,2,3}",6,322121,2,1,False
"{1,2,3}",6,322122,1,0,False
"{1,2,3}",6,322131,1,0,False
"{1,2,3}",6,322211,2,1,False
"{1,2,3}",6,322212,1,0,False
"{1,2,3}",6,322221,1,0,False
"{1,2,3}",6,322231,1,0,False
"{1,2,3}",6,322311,2,0,False
"{1,2,3}",6,322312,1,0,False
"{1,2,3}",6,322321,1,0,False
"{1,2,3}",6,322331,1,0,False
"{1,2,3}",6,323111,3,1,False
"{1,2,3}",6,323112,2,0,False
"{1,2,3}",6,323113,1,0,False
"{1,2,3}",6,323121,2,0,False
"{1,2,3}",6,323122,1,0,False
"{1,2,3}",6,323131,1,0,False
"{1,2,3}",6,323211,2,0,False
"{1,2,3}",6,323212,1,0,False
"{1,2,3}",6,323221,1,0,False
"{1,2,3}",6,323231,1,0,False
"{1,2,3}",6,323311,2,0,False
"{1,2,3}",6,323312,1,0,False
"{1,2,3}",6,323321,1,0,False
"{1,2,3}",6,323331,1,0,False
"{1,2,3}",6,331111,4,2,False
"{1,2,3}",6,331112,3,1,False
"{1,2,3}",6,331113,2,1,False
"{1,2,3}",6,331121,3,1,False
"{1,2,3}",6,331122,2,0,False
"{1,2,3}",6,331123,1,0,False
"{1,2,3}",6,331131,2,0,False
"{1,2,3}",6,331132,1,0,False
"{1,2,3}",6,331211,3,1,False
"{1,2,3}",6,331212,2,0,False
"{1,2,3}",6,331213,1,0,False
"{1,2,3}",6,331221,2,0,False
"{1,2,3}",6,331222,1,0,False
"{1,2,3}",6,331231,1,0,False
"{1,2,3}",6,331311,2,0,False
"{1,2,3}",6,331312,1,0,False
"{1,2,3}",6,331321,1,0,False
"{1,2,3}",6,331331,1,0,False
"{1,2,3}",6,332111,3,1,False
"{1,2,3}",6,332112,2,0,False
"{1,2,3}",6,332113,1,0,False
"{1,2,3}",6,332121,2,0,False
"{1,2,3}",6,332122,1,0,False
"{1,2,3}",6,332131,1,0,False
"{1,2,3}",6,332211,2,0,False
"{1,2,3}",6,332212,1,0,False
"{1,2,3}",6,332221,1,0,False
"{1,2,3}",6,332231,1,0,False
"{1,2,3}",6,332311,2,0,False
"{1,2,3}",6,332312,1,0,False
"{1,2,3}",6,332321,1,0,False
"{1,2,3}",6,332331,1,0,False
"{1,2,3}",6,333111,3,0,False
"{1,2,3}",6,333112,2,0,False
"{1,2,3}",6,333113,1,0,False
"{1,2,3}",6,333121,2,0,False
"{1,2,3}",6,333122,1,0,False
"{1,2,3}",6,333131,1,0,False
"{1,2,3}",6,333211,2,0,False
"{1,2,3}",6,333212,1,0,False
"{1,2,3}",6,333221,1,0,False
"{1,2,3}",6,333231,1,0,False
"{1,2,3}",6,333311,2,0,False
"{1,2,3}",6,333312,1,0,False
"{1,2,3}",6,333321,1,0,False
"{1,2,3}",6,333331,1,0,False
"{1,2,3}",7,1111113,5,6,False
"{1,2,3}",7,1111123,4,5,False
"{1,2,3}",7,1111132,4,5,False
"{1,2,3}",7,1111133,3,5,False
"{1,2,3}",7,1111213,4,5,False
"{1,2,3}",7,1111223,3,4,False
"{1,2,3}",7,1111232,3,4,False
"{1,2,3}",7,1111233,2,4,False
"{1,2,3}",7,1111313,3,4,False
"{1,2,3}",7,1111322,3,4,False
"{1,2,3}",7,1111323,2,4,False
"{1,2,3}",7,1111331,3,4,False
"{1,2,3}",7,1111332,2,4,False
"{1,2,3}",7,1111333,1,4,False
"{1,2,3}",7,1112113,4,5,False
"{1,2,3}",7,1112123,3,4,False
"{1,2,3}",7,1112132,3,4,False
"{1,2,3}",7,1112133,2,4,False
"{1,2,3}",7,1112213,3,4,False
"{1,2,3}",7,1112223,2,3,False
"{1,2,3}",7,1112232,2,3,False
"{1,2,3}",7,1112233,1,3,False
"{1,2,3}",7,1112313,2,3,False
"{1,2,3}",7,1112322,2,3,False
"{1,2,3}",7,1112323,1,3,False
"{1,2,3}",7,1112331,2,3,False
"{1,2,3}",7,1112332,1,3,False
"{1,2,3}",7,1112333,0,3,False
"{1,2,3}",7,1113113,3,4,False
"{1,2,3}",7,1113123,2,3,False
"{1,2,3}",7,1113132,2,3,False
"{1,2,3}",7,1113133,1,3,False
"{1,2,3}",7,1113213,2,3,False
"{1,2,3}",7,1113222,2,3,False
"{1,2,3}",7,1113223,1,3,False
"{1,2,3}",7,1113231,2,3,False
"{1,2,3}",7,1113232,1,3,False
"{1,2,3}",7,1113233,0,3,False
"{1,2,3}",7,1113312,2,3,False
"{1,2,3}",7,1113313,1,3,False
"{1,2,3}",7,1113321,2,3,False
"{1,2,3}",7,1113322,1,3,False
"{1,2,3}",7,1113323,0,3,False
"{1,2,3}",7,1113331,1,3,False
"{1,2,3}",7,1113332,0,3,False
"{1,2,3}",7,1113333,0,3,False
"{1,2,3}",7,1121113,4,5,False
"{1,2,3}",7,1121123,3,4,False
"{1,2,3}",7,1121132,3,4,False
"{1,2,3}",7,1121133,2,4,False
"{1,2,3}",7,1121213,3,4,False
"{1,2,3}",7,1121223,2,3,False
"{1,2,3}",7,1121232,2,3,False
"{1,2,3}",7,1121233,1,3,False
"{1,2,3}",7,1121313,2,3,False
"{1,2,3}",7,1121322,2,3,False
"{1,2,3}",7,1121323,1,3,False
"{1,2,3}",7,1121331,2,3,False
"{1,2,3}",7,1121332,1,3,False
"{1,2,3}",7,1121333,0,3,False
"{1,2,3}",7,1122113,3,4,False
"{1,2,3}",7,1122123,2,3,False
"{1,2,3}",7,1122132,2,3,False
"{1,2,3}",7,1122133,1,3,False
"{1,2,3}",7,1122213,2,3,False
"{1,2,3}",7,1122223,1,2,False
"{1,2,3}",7,1122232,1,2,False
"{1,2,3}",7,1122233,0,2,False
"{1,2,3}",7,1122313,1,2,False
"{1,2,3}",7,1122322,1,2,False
"{1,2,3}",7,1122323,0,2,False
"{1,2,3}",7,1122331,1,2,False
"{1,2,3}",7,1122332,0,2,False
"{1,2,3}",7,1122333,0,2,False
"{1,2,3}",7,1123113,2,3,False
"{1,2,3}",7,1123123,1,2,False
"{1,2,3}",7,1123132,1,2,False
"{1,2,3}",7,1123133,0,2,False
"{1,2,3}",7,1123213,1,2,False
"{1,2,3}",7,1123222,1,2,False
"{1,2,3}",7,1123223,0,2,False
"{1,2,3}",7,1123231,1,2,False
"{1,2,3}",7,1123232,0,2,False
"{1,2,3}",7,1123233,0,2,False
"{1,2,3}",7,1123312,1,2,False
"{1,2,3}",7,1123313,0,2,False
"{1,2,3}",7,1123321,1,2,False
"{1,2,3}",7,1123322,0,2,False
"{1,2,3}",7,1123323,0,2,False
"{1,2,3}",7,1123331,1,2,False
"{1,2,3}",7,1123332,0,2,False
"{1,2,3}",7,1123333,0,2,False
"{1,2,3}",7,1131113,3,4,False
"{1,2,3}",7,1131123,2,3,False
"{1,2,3}",7,1131132,2,3,False
"{1,2,3}",7,1131133,1,3,False
"{1,2,3}",7,1131213,2,3,False
"{1,2,3}",7,1131223,1,2,False
"{1,2,3}",7,1131232,1,2,False
"{1,2,3}",7,1131233,0,2,False
"{1,2,3}",7,1131313,1,2,False
"{1,2,3}",7,1131322,1,2,False
"{1,2,3}",7,1131323,0,2,False
"{1,2,3}",7,1131331,1,2,False
"{1,2,3}",7,1131332,0,2,False
"{1,2,3}",7,1131333,0,2,False
"{1,2,3}",7,1132113,2,3,False
"{1,2,3}",7,1132123,1,2,False
"{1,2,3}",7,1132132,1,2,False
"{1,2,3}",7,1132133,0,2,False
"{1,2,3}",7,1132213,1,2,False
"{1,2,3}",7,1132222,1,2,False
"{1,2,3}",7,1132223,0,2,False
"{1,2,3}",7,1132231,1,2,False
"{1,2,3}",7,1132232,0,2,False
"{1,2,3}",7,1132233,0,2,False
"{1,2,3}",7,1132312,1,2,False
"{1,2,3}",7,1132313,0,2,False
"{1,2,3}",7,1132321,1,2,False
"{1,2,3}",7,1132322,0,2,False
"{1,2,3}",7,1132323,0,2,False
"{1,2,3}",7,1132331,1,2,False
"{1,2,3}",7,1132332,0,2,False
"{1,2,3}",7,1132333,0,2,False
"{1,2,3}",7,1133113,1,2,False
"{1,2,3}",7,1133122,1,2,False
"{1,2,3}",7,1133123,0,2,False
"{1,2,3}",7,1133131,1,2,False
"{1,2,3}",7,1133132,0,2,False
"{1,2,3}",7,1133133,0,2,False
"{1,2,3}",7,1133212,1,2,False
"{1,2,3}",7,1133213,0,2,False
"{1,2,3}",7,1133221,1,2,False
"{1,2,3}",7,1133222,0,2,False
"{1,2,3}",7,1133223,0,2,False
"{1,2,3}",7,1133231,1,2,False
