target,p,q,side,phase,forms_seen
random6_sqrt(26/7),25,13,UNDER,12,"+1,NEITHER"
random6_sqrt(26/7),27,14,OVER,0,"+1,NEITHER"
random6_sqrt(26/7),27,14,OVER,1,"+1,-1"
random6_sqrt(26/7),27,14,OVER,3,"+1,NEITHER"
random6_sqrt(26/7),27,14,OVER,4,"+1,NEITHER"
random6_sqrt(26/7),27,14,OVER,5,"+1,NEITHER"
random6_sqrt(26/7),27,14,OVER,6,"+1,NEITHER"
random6_sqrt(26/7),27,14,OVER,7,"+1,NEITHER"
random6_sqrt(26/7),27,14,OVER,8,"+1,NEITHER"
random6_sqrt(26/7),27,14,OVER,9,"+1,NEITHER"
random6_sqrt(26/7),27,14,OVER,10,"+1,NEITHER"
random6_sqrt(26/7),27,14,OVER,11,"+1,NEITHER"
random6_sqrt(26/7),27,14,OVER,12,"+1,NEITHER"
random6_sqrt(26/7),27,14,OVER,13,"+1,NEITHER"
random6_sqrt(26/7),79,41,UNDER,0,"+1,NEITHER"
random6_sqrt(26/7),79,41,UNDER,1,"+1,NEITHER"
random6_sqrt(26/7),79,41,UNDER,2,"+1,NEITHER"
random6_sqrt(26/7),79,41,UNDER,3,"+1,NEITHER"
random6_sqrt(26/7),79,41,UNDER,4,"+1,NEITHER"
random6_sqrt(26/7),79,41,UNDER,5,"+1,NEITHER"
random6_sqrt(26/7),79,41,UNDER,6,"+1,NEITHER"
random6_sqrt(26/7),79,41,UNDER,7,"+1,NEITHER"
random6_sqrt(26/7),79,41,UNDER,8,"+1,NEITHER"
random6_sqrt(26/7),79,41,UNDER,9,"+1,NEITHER"
random6_sqrt(26/7),79,41,UNDER,10,"+1,NEITHER"
random6_sqrt(26/7),79,41,UNDER,11,"+1,NEITHER"
random6_sqrt(26/7),79,41,UNDER,12,"+1,NEITHER"
random6_sqrt(26/7),79,41,UNDER,13,"+1,NEITHER"
random6_sqrt(26/7),79,41,UNDER,14,"+1,-1"
random6_sqrt(26/7),79,41,UNDER,15,"+1,NEITHER"
random6_sqrt(26/7),79,41,UNDER,16,"+1,NEITHER"
random6_sqrt(26/7),79,41,UNDER,17,"+1,NEITHER"
random6_sqrt(26/7),79,41,UNDER,18,"+1,NEITHER"
random6_sqrt(26/7),79,41,UNDER,19,"+1,NEITHER"
random6_sqrt(26/7),79,41,UNDER,20,"+1,NEITHER"
random6_sqrt(26/7),79,41,UNDER,21,"+1,NEITHER"
random6_sqrt(26/7),79,41,UNDER,22,"+1,NEITHER"
random6_sqrt(26/7),79,41,UNDER,23,"+1,NEITHER"
random6_sqrt(26/7),79,41,UNDER,24,"+1,NEITHER"
random6_sqrt(26/7),79,41,UNDER,25,"+1,NEITHER"
random6_sqrt(26/7),79,41,UNDER,26,"+1,NEITHER"
random6_sqrt(26/7),79,41,UNDER,27,"+1,NEITHER"
random6_sqrt(26/7),79,41,UNDER,29,"+1,NEITHER"
random6_sqrt(26/7),79,41,UNDER,30,"+1,NEITHER"
random6_sqrt(26/7),79,41,UNDER,31,"+1,NEITHER"
random6_sqrt(26/7),79,41,UNDER,32,"+1,NEITHER"
random6_sqrt(26/7),79,41,UNDER,33,"+1,NEITHER"
random6_sqrt(26/7),79,41,UNDER,34,"+1,NEITHER"
random6_sqrt(26/7),79,41,UNDER,35,"+1,NEITHER"
random6_sqrt(26/7),79,41,UNDER,36,"+1,NEITHER"
random6_sqrt(26/7),79,41,UNDER,37,"+1,NEITHER"
random6_sqrt(26/7),79,41,UNDER,38,"+1,NEITHER"
random6_sqrt(26/7),79,41,UNDER,39,"+1,NEITHER"
random6_sqrt(26/7),79,41,UNDER,40,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,0,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,1,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,2,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,3,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,4,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,5,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,6,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,7,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,8,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,9,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,10,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,11,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,12,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,13,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,14,"+1,-1"
random6_sqrt(26/7),106,55,OVER,15,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,16,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,17,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,18,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,19,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,20,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,21,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,22,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,23,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,24,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,25,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,26,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,27,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,29,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,30,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,31,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,32,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,33,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,34,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,35,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,36,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,37,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,38,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,39,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,40,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,41,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,42,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,43,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,44,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,45,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,46,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,47,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,48,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,49,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,50,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,51,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,52,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,53,"+1,NEITHER"
random6_sqrt(26/7),106,55,OVER,54,"+1,NEITHER"
random7_sqrt(34/29),13,12,OVER,0,"+1,NEITHER"
random7_sqrt(34/29),13,12,OVER,1,"+1,NEITHER"
random7_sqrt(34/29),13,12,OVER,2,"+1,NEITHER"
random7_sqrt(34/29),13,12,OVER,3,"+1,NEITHER"
random7_sqrt(34/29),13,12,OVER,4,"+1,NEITHER"
random7_sqrt(34/29),13,12,OVER,5,"+1,NEITHER"
random7_sqrt(34/29),13,12,OVER,6,"+1,NEITHER"
random7_sqrt(34/29),13,12,OVER,7,"+1,NEITHER"
random7_sqrt(34/29),13,12,OVER,8,"+1,NEITHER"
random7_sqrt(34/29),13,12,OVER,9,"+1,NEITHER"
random7_sqrt(34/29),13,12,OVER,11,"+1,-1"
random8_sqrt(5/3),4,3,OVER,0,"+1,NEITHER"
random8_sqrt(5/3),4,3,OVER,2,"+1,-1"
random8_sqrt(5/3),9,7,UNDER,0,"+1,NEITHER"
random8_sqrt(5/3),9,7,UNDER,1,"+1,NEITHER"
random8_sqrt(5/3),9,7,UNDER,2,"+1,NEITHER"
random8_sqrt(5/3),9,7,UNDER,3,"+1,-1"
random8_sqrt(5/3),9,7,UNDER,4,"+1,NEITHER"
random8_sqrt(5/3),9,7,UNDER,5,"+1,NEITHER"
random8_sqrt(5/3),31,24,OVER,0,"+1,NEITHER"
random8_sqrt(5/3),31,24,OVER,1,"+1,NEITHER"
random8_sqrt(5/3),31,24,OVER,2,"+1,NEITHER"
random8_sqrt(5/3),31,24,OVER,3,"+1,NEITHER"
random8_sqrt(5/3),31,24,OVER,4,"+1,NEITHER"
random8_sqrt(5/3),31,24,OVER,5,"+1,NEITHER"
random8_sqrt(5/3),31,24,OVER,6,"+1,NEITHER"
random8_sqrt(5/3),31,24,OVER,7,"+1,NEITHER"
random8_sqrt(5/3),31,24,OVER,8,"+1,NEITHER"
random8_sqrt(5/3),31,24,OVER,9,"+1,NEITHER"
random8_sqrt(5/3),31,24,OVER,11,"+1,NEITHER"
random8_sqrt(5/3),31,24,OVER,12,"+1,NEITHER"
random8_sqrt(5/3),31,24,OVER,13,"+1,NEITHER"
random8_sqrt(5/3),31,24,OVER,14,"+1,NEITHER"
random8_sqrt(5/3),31,24,OVER,15,"+1,NEITHER"
random8_sqrt(5/3),31,24,OVER,16,"+1,NEITHER"
random8_sqrt(5/3),31,24,OVER,17,"+1,-1"
random8_sqrt(5/3),31,24,OVER,18,"+1,NEITHER"
random8_sqrt(5/3),31,24,OVER,19,"+1,NEITHER"
random8_sqrt(5/3),31,24,OVER,20,"+1,NEITHER"
random8_sqrt(5/3),31,24,OVER,21,"+1,NEITHER"
random8_sqrt(5/3),31,24,OVER,22,"+1,NEITHER"
random8_sqrt(5/3),31,24,OVER,23,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,0,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,1,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,2,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,3,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,4,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,5,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,6,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,7,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,8,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,9,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,10,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,11,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,12,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,13,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,14,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,15,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,16,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,17,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,18,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,19,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,20,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,21,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,22,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,23,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,24,"+1,-1"
random8_sqrt(5/3),71,55,UNDER,25,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,26,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,27,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,28,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,29,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,30,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,31,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,32,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,33,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,34,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,35,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,36,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,37,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,38,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,39,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,40,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,41,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,42,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,43,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,44,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,45,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,46,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,47,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,49,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,50,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,51,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,52,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,53,"+1,NEITHER"
random8_sqrt(5/3),71,55,UNDER,54,"+1,NEITHER"
random9_sqrt(112/34),9,5,UNDER,0,"+1,NEITHER"
random9_sqrt(112/34),9,5,UNDER,1,"+1,-1"
random9_sqrt(112/34),9,5,UNDER,3,"+1,NEITHER"
random9_sqrt(112/34),9,5,UNDER,4,"+1,NEITHER"
random9_sqrt(112/34),20,11,OVER,0,"+1,NEITHER"
random9_sqrt(112/34),20,11,OVER,2,"+1,NEITHER"
random9_sqrt(112/34),20,11,OVER,3,"+1,NEITHER"
random9_sqrt(112/34),20,11,OVER,4,"+1,NEITHER"
random9_sqrt(112/34),20,11,OVER,5,"+1,NEITHER"
random9_sqrt(112/34),20,11,OVER,6,"+1,-1"
random9_sqrt(112/34),20,11,OVER,7,"+1,NEITHER"
random9_sqrt(112/34),20,11,OVER,8,"+1,NEITHER"
random9_sqrt(112/34),20,11,OVER,9,"+1,NEITHER"
random9_sqrt(112/34),20,11,OVER,10,"+1,NEITHER"
random9_sqrt(112/34),49,27,UNDER,0,"+1,NEITHER"
random9_sqrt(112/34),49,27,UNDER,1,"+1,NEITHER"
random9_sqrt(112/34),49,27,UNDER,2,"+1,NEITHER"
random9_sqrt(112/34),49,27,UNDER,3,"+1,NEITHER"
random9_sqrt(112/34),49,27,UNDER,4,"+1,NEITHER"
random9_sqrt(112/34),49,27,UNDER,5,"+1,NEITHER"
random9_sqrt(112/34),49,27,UNDER,6,"+1,NEITHER"
random9_sqrt(112/34),49,27,UNDER,7,"+1,NEITHER"
random9_sqrt(112/34),49,27,UNDER,8,"+1,NEITHER"
random9_sqrt(112/34),49,27,UNDER,9,"+1,NEITHER"
random9_sqrt(112/34),49,27,UNDER,10,"+1,NEITHER"
random9_sqrt(112/34),49,27,UNDER,11,"+1,-1"
random9_sqrt(112/34),49,27,UNDER,12,"+1,NEITHER"
random9_sqrt(112/34),49,27,UNDER,13,"+1,NEITHER"
random9_sqrt(112/34),49,27,UNDER,14,"+1,NEITHER"
random9_sqrt(112/34),49,27,UNDER,15,"+1,NEITHER"
random9_sqrt(112/34),49,27,UNDER,16,"+1,NEITHER"
random9_sqrt(112/34),49,27,UNDER,17,"+1,NEITHER"
random9_sqrt(112/34),49,27,UNDER,18,"+1,NEITHER"
random9_sqrt(112/34),49,27,UNDER,19,"+1,NEITHER"
random9_sqrt(112/34),49,27,UNDER,20,"+1,NEITHER"
random9_sqrt(112/34),49,27,UNDER,21,"+1,NEITHER"
random9_sqrt(112/34),49,27,UNDER,23,"+1,NEITHER"
random9_sqrt(112/34),49,27,UNDER,24,"+1,NEITHER"
random9_sqrt(112/34),49,27,UNDER,25,"+1,NEITHER"
random9_sqrt(112/34),49,27,UNDER,26,"+1,NEITHER"
