alphabet,m,word,D_ceil,D_free,L,min_g_loop,break_ceil,break_free
"{1,2,3}",2,11,2,2,2,0,False,False
"{1,2,3}",2,12,1,1,1,0,False,False
"{1,2,3}",2,13,1,1,1,0,False,False
"{1,2,3}",2,21,1,1,1,0,False,False
"{1,2,3}",2,22,0,0,0,0,False,False
"{1,2,3}",2,23,1,0,0,-1,True,False
"{1,2,3}",2,31,1,0,0,-1,True,False
"{1,2,3}",2,32,1,0,0,-1,True,False
"{1,2,3}",2,33,1,0,0,-2,True,False
"{1,2,3}",3,111,3,3,3,0,False,False
"{1,2,3}",3,112,2,2,2,0,False,False
"{1,2,3}",3,113,2,2,2,0,False,False
"{1,2,3}",3,121,2,2,2,0,False,False
"{1,2,3}",3,122,1,1,1,0,False,False
"{1,2,3}",3,123,1,1,1,0,False,False
"{1,2,3}",3,131,1,1,1,0,False,False
"{1,2,3}",3,132,1,1,1,0,False,False
"{1,2,3}",3,133,1,1,1,-1,False,False
"{1,2,3}",3,211,2,2,2,0,False,False
"{1,2,3}",3,212,1,1,1,0,False,False
"{1,2,3}",3,213,1,1,1,0,False,False
"{1,2,3}",3,221,1,1,1,0,False,False
"{1,2,3}",3,222,0,0,0,0,False,False
"{1,2,3}",3,223,1,0,0,-1,True,False
"{1,2,3}",3,231,1,0,0,-1,True,False
"{1,2,3}",3,232,1,0,0,-1,True,False
"{1,2,3}",3,233,1,0,0,-2,True,False
"{1,2,3}",3,311,4,1,1,-1,True,False
"{1,2,3}",3,312,3,0,0,-1,True,False
"{1,2,3}",3,313,3,0,0,-1,True,False
"{1,2,3}",3,321,3,0,0,-1,True,False
"{1,2,3}",3,322,2,0,0,-1,True,False
"{1,2,3}",3,323,2,0,0,-2,True,False
"{1,2,3}",3,331,2,0,0,-2,True,False
"{1,2,3}",3,332,1,0,0,-2,True,False
"{1,2,3}",3,333,1,0,0,-3,True,False
"{1,2,3}",4,1111,4,4,4,0,False,False
"{1,2,3}",4,1112,3,3,3,0,False,False
"{1,2,3}",4,1113,3,3,3,0,False,False
"{1,2,3}",4,1121,3,3,3,0,False,False
"{1,2,3}",4,1122,2,2,2,0,False,False
"{1,2,3}",4,1123,2,2,2,0,False,False
"{1,2,3}",4,1131,2,2,2,0,False,False
"{1,2,3}",4,1132,2,2,2,0,False,False
"{1,2,3}",4,1133,2,2,2,0,False,False
"{1,2,3}",4,1211,3,3,3,0,False,False
"{1,2,3}",4,1212,2,2,2,0,False,False
"{1,2,3}",4,1213,2,2,2,0,False,False
"{1,2,3}",4,1221,2,2,2,0,False,False
"{1,2,3}",4,1222,1,1,1,0,False,False
"{1,2,3}",4,1223,1,1,1,0,False,False
"{1,2,3}",4,1231,1,1,1,0,False,False
"{1,2,3}",4,1232,1,1,1,0,False,False
"{1,2,3}",4,1233,1,1,1,-1,False,False
"{1,2,3}",4,1311,2,2,2,0,False,False
"{1,2,3}",4,1312,1,1,1,0,False,False
"{1,2,3}",4,1313,1,1,1,0,False,False
"{1,2,3}",4,1321,1,1,1,0,False,False
"{1,2,3}",4,1322,1,1,1,0,False,False
"{1,2,3}",4,1323,1,1,1,-1,False,False
"{1,2,3}",4,1331,1,1,1,-1,False,False
"{1,2,3}",4,1332,1,1,1,-1,False,False
"{1,2,3}",4,1333,1,1,1,-2,False,False
"{1,2,3}",4,2111,3,3,3,0,False,False
"{1,2,3}",4,2112,2,2,2,0,False,False
"{1,2,3}",4,2113,2,2,2,0,False,False
"{1,2,3}",4,2121,2,2,2,0,False,False
"{1,2,3}",4,2122,1,1,1,0,False,False
"{1,2,3}",4,2123,1,1,1,0,False,False
"{1,2,3}",4,2131,1,1,1,0,False,False
"{1,2,3}",4,2132,1,1,1,0,False,False
"{1,2,3}",4,2133,1,1,1,-1,False,False
"{1,2,3}",4,2211,2,2,2,0,False,False
"{1,2,3}",4,2212,1,1,1,0,False,False
"{1,2,3}",4,2213,1,1,1,0,False,False
"{1,2,3}",4,2221,1,1,1,0,False,False
"{1,2,3}",4,2222,0,0,0,0,False,False
"{1,2,3}",4,2223,1,0,0,-1,True,False
"{1,2,3}",4,2231,1,0,0,-1,True,False
"{1,2,3}",4,2232,1,0,0,-1,True,False
"{1,2,3}",4,2233,1,0,0,-2,True,False
"{1,2,3}",4,2311,3,1,1,-1,True,False
"{1,2,3}",4,2312,3,0,0,-1,True,False
"{1,2,3}",4,2313,3,0,0,-1,True,False
"{1,2,3}",4,2321,2,0,0,-1,True,False
"{1,2,3}",4,2322,2,0,0,-1,True,False
"{1,2,3}",4,2323,2,0,0,-2,True,False
"{1,2,3}",4,2331,2,0,0,-2,True,False
"{1,2,3}",4,2332,1,0,0,-2,True,False
"{1,2,3}",4,2333,1,0,0,-3,True,False
"{1,2,3}",4,3111,4,2,2,-1,True,False
"{1,2,3}",4,3112,4,1,1,-1,True,False
"{1,2,3}",4,3113,4,1,1,-1,True,False
"{1,2,3}",4,3121,3,1,1,-1,True,False
"{1,2,3}",4,3122,3,0,0,-1,True,False
"{1,2,3}",4,3123,3,0,0,-1,True,False
"{1,2,3}",4,3131,3,0,0,-1,True,False
"{1,2,3}",4,3132,3,0,0,-1,True,False
"{1,2,3}",4,3133,3,0,0,-2,True,False
"{1,2,3}",4,3211,3,1,1,-1,True,False
"{1,2,3}",4,3212,3,0,0,-1,True,False
"{1,2,3}",4,3213,3,0,0,-1,True,False
"{1,2,3}",4,3221,2,0,0,-1,True,False
"{1,2,3}",4,3222,2,0,0,-1,True,False
"{1,2,3}",4,3223,2,0,0,-2,True,False
"{1,2,3}",4,3231,2,0,0,-2,True,False
"{1,2,3}",4,3232,2,0,0,-2,True,False
"{1,2,3}",4,3233,2,0,0,-3,True,False
"{1,2,3}",4,3311,2,0,0,-2,True,False
"{1,2,3}",4,3312,2,0,0,-2,True,False
"{1,2,3}",4,3313,2,0,0,-2,True,False
"{1,2,3}",4,3321,1,0,0,-2,True,False
"{1,2,3}",4,3322,1,0,0,-2,True,False
"{1,2,3}",4,3323,1,0,0,-3,True,False
"{1,2,3}",4,3331,1,0,0,-3,True,False
"{1,2,3}",4,3332,1,0,0,-3,True,False
"{1,2,3}",4,3333,1,0,0,-4,True,False
"{1,2,3}",5,11111,5,5,5,0,False,False
"{1,2,3}",5,11112,4,4,4,0,False,False
"{1,2,3}",5,11113,4,4,4,0,False,False
"{1,2,3}",5,11121,4,4,4,0,False,False
"{1,2,3}",5,11122,3,3,3,0,False,False
"{1,2,3}",5,11123,3,3,3,0,False,False
"{1,2,3}",5,11131,3,3,3,0,False,False
"{1,2,3}",5,11132,3,3,3,0,False,False
"{1,2,3}",5,11133,3,3,3,0,False,False
"{1,2,3}",5,11211,4,4,4,0,False,False
"{1,2,3}",5,11212,3,3,3,0,False,False
"{1,2,3}",5,11213,3,3,3,0,False,False
"{1,2,3}",5,11221,3,3,3,0,False,False
"{1,2,3}",5,11222,2,2,2,0,False,False
"{1,2,3}",5,11223,2,2,2,0,False,False
"{1,2,3}",5,11231,2,2,2,0,False,False
"{1,2,3}",5,11232,2,2,2,0,False,False
"{1,2,3}",5,11233,2,2,2,0,False,False
"{1,2,3}",5,11311,3,3,3,0,False,False
"{1,2,3}",5,11312,2,2,2,0,False,False
"{1,2,3}",5,11313,2,2,2,0,False,False
"{1,2,3}",5,11321,2,2,2,0,False,False
"{1,2,3}",5,11322,2,2,2,0,False,False
"{1,2,3}",5,11323,2,2,2,0,False,False
"{1,2,3}",5,11331,2,2,2,0,False,False
"{1,2,3}",5,11332,2,2,2,0,False,False
"{1,2,3}",5,11333,2,2,2,-1,False,False
"{1,2,3}",5,12111,4,4,4,0,False,False
"{1,2,3}",5,12112,3,3,3,0,False,False
"{1,2,3}",5,12113,3,3,3,0,False,False
"{1,2,3}",5,12121,3,3,3,0,False,False
"{1,2,3}",5,12122,2,2,2,0,False,False
"{1,2,3}",5,12123,2,2,2,0,False,False
"{1,2,3}",5,12131,2,2,2,0,False,False
"{1,2,3}",5,12132,2,2,2,0,False,False
"{1,2,3}",5,12133,2,2,2,0,False,False
"{1,2,3}",5,12211,3,3,3,0,False,False
"{1,2,3}",5,12212,2,2,2,0,False,False
"{1,2,3}",5,12213,2,2,2,0,False,False
"{1,2,3}",5,12221,2,2,2,0,False,False
"{1,2,3}",5,12222,1,1,1,0,False,False
"{1,2,3}",5,12223,1,1,1,0,False,False
"{1,2,3}",5,12231,1,1,1,0,False,False
"{1,2,3}",5,12232,1,1,1,0,False,False
"{1,2,3}",5,12233,1,1,1,-1,False,False
"{1,2,3}",5,12311,2,2,2,0,False,False
"{1,2,3}",5,12312,1,1,1,0,False,False
"{1,2,3}",5,12313,1,1,1,0,False,False
"{1,2,3}",5,12321,1,1,1,0,False,False
"{1,2,3}",5,12322,1,1,1,0,False,False
"{1,2,3}",5,12323,1,1,1,-1,False,False
"{1,2,3}",5,12331,1,1,1,-1,False,False
"{1,2,3}",5,12332,1,1,1,-1,False,False
"{1,2,3}",5,12333,1,1,1,-2,False,False
"{1,2,3}",5,13111,3,3,3,0,False,False
"{1,2,3}",5,13112,2,2,2,0,False,False
"{1,2,3}",5,13113,2,2,2,0,False,False
"{1,2,3}",5,13121,2,2,2,0,False,False
"{1,2,3}",5,13122,1,1,1,0,False,False
"{1,2,3}",5,13123,1,1,1,0,False,False
"{1,2,3}",5,13131,1,1,1,0,False,False
"{1,2,3}",5,13132,1,1,1,0,False,False
"{1,2,3}",5,13133,1,1,1,-1,False,False
"{1,2,3}",5,13211,2,2,2,0,False,False
"{1,2,3}",5,13212,1,1,1,0,False,False
"{1,2,3}",5,13213,1,1,1,0,False,False
"{1,2,3}",5,13221,1,1,1,0,False,False
"{1,2,3}",5,13222,1,1,1,0,False,False
"{1,2,3}",5,13223,1,1,1,-1,False,False
"{1,2,3}",5,13231,1,1,1,-1,False,False
"{1,2,3}",5,13232,1,1,1,-1,False,False
"{1,2,3}",5,13233,1,1,1,-2,False,False
"{1,2,3}",5,13311,3,1,1,-1,True,False
"{1,2,3}",5,13312,3,1,1,-1,True,False
"{1,2,3}",5,13313,3,1,1,-1,True,False
"{1,2,3}",5,13321,2,1,1,-1,True,False
"{1,2,3}",5,13322,2,1,1,-1,True,False
"{1,2,3}",5,13323,2,1,1,-2,True,False
"{1,2,3}",5,13331,2,1,1,-2,True,False
"{1,2,3}",5,13332,1,1,1,-2,False,False
"{1,2,3}",5,13333,1,1,1,-3,False,False
"{1,2,3}",5,21111,4,4,4,0,False,False
"{1,2,3}",5,21112,3,3,3,0,False,False
"{1,2,3}",5,21113,3,3,3,0,False,False
"{1,2,3}",5,21121,3,3,3,0,False,False
"{1,2,3}",5,21122,2,2,2,0,False,False
"{1,2,3}",5,21123,2,2,2,0,False,False
"{1,2,3}",5,21131,2,2,2,0,False,False
"{1,2,3}",5,21132,2,2,2,0,False,False
"{1,2,3}",5,21133,2,2,2,0,False,False
"{1,2,3}",5,21211,3,3,3,0,False,False
"{1,2,3}",5,21212,2,2,2,0,False,False
"{1,2,3}",5,21213,2,2,2,0,False,False
"{1,2,3}",5,21221,2,2,2,0,False,False
"{1,2,3}",5,21222,1,1,1,0,False,False
"{1,2,3}",5,21223,1,1,1,0,False,False
"{1,2,3}",5,21231,1,1,1,0,False,False
"{1,2,3}",5,21232,1,1,1,0,False,False
"{1,2,3}",5,21233,1,1,1,-1,False,False
"{1,2,3}",5,21311,2,2,2,0,False,False
"{1,2,3}",5,21312,1,1,1,0,False,False
"{1,2,3}",5,21313,1,1,1,0,False,False
"{1,2,3}",5,21321,1,1,1,0,False,False
"{1,2,3}",5,21322,1,1,1,0,False,False
"{1,2,3}",5,21323,1,1,1,-1,False,False
"{1,2,3}",5,21331,1,1,1,-1,False,False
"{1,2,3}",5,21332,1,1,1,-1,False,False
"{1,2,3}",5,21333,1,1,1,-2,False,False
"{1,2,3}",5,22111,3,3,3,0,False,False
"{1,2,3}",5,22112,2,2,2,0,False,False
"{1,2,3}",5,22113,2,2,2,0,False,False
"{1,2,3}",5,22121,2,2,2,0,False,False
"{1,2,3}",5,22122,1,1,1,0,False,False
"{1,2,3}",5,22123,1,1,1,0,False,False
"{1,2,3}",5,22131,1,1,1,0,False,False
"{1,2,3}",5,22132,1,1,1,0,False,False
"{1,2,3}",5,22133,1,1,1,-1,False,False
"{1,2,3}",5,22211,2,2,2,0,False,False
"{1,2,3}",5,22212,1,1,1,0,False,False
"{1,2,3}",5,22213,1,1,1,0,False,False
"{1,2,3}",5,22221,1,1,1,0,False,False
"{1,2,3}",5,22222,0,0,0,0,False,False
"{1,2,3}",5,22223,1,0,0,-1,True,False
"{1,2,3}",5,22231,1,0,0,-1,True,False
"{1,2,3}",5,22232,1,0,0,-1,True,False
"{1,2,3}",5,22233,1,0,0,-2,True,False
"{1,2,3}",5,22311,3,1,1,-1,True,False
"{1,2,3}",5,22312,3,0,0,-1,True,False
"{1,2,3}",5,22313,3,0,0,-1,True,False
"{1,2,3}",5,22321,2,0,0,-1,True,False
"{1,2,3}",5,22322,2,0,0,-1,True,False
"{1,2,3}",5,22323,2,0,0,-2,True,False
"{1,2,3}",5,22331,2,0,0,-2,True,False
"{1,2,3}",5,22332,1,0,0,-2,True,False
"{1,2,3}",5,22333,1,0,0,-3,True,False
"{1,2,3}",5,23111,3,2,2,-1,True,False
"{1,2,3}",5,23112,3,1,1,-1,True,False
"{1,2,3}",5,23113,3,1,1,-1,True,False
"{1,2,3}",5,23121,3,1,1,-1,True,False
"{1,2,3}",5,23122,3,0,0,-1,True,False
"{1,2,3}",5,23123,3,0,0,-1,True,False
"{1,2,3}",5,23131,3,0,0,-1,True,False
"{1,2,3}",5,23132,3,0,0,-1,True,False
"{1,2,3}",5,23133,3,0,0,-2,True,False
"{1,2,3}",5,23211,2,1,1,-1,True,False
"{1,2,3}",5,23212,2,0,0,-1,True,False
"{1,2,3}",5,23213,2,0,0,-1,True,False
"{1,2,3}",5,23221,2,0,0,-1,True,False
"{1,2,3}",5,23222,2,0,0,-1,True,False
"{1,2,3}",5,23223,2,0,0,-2,True,False
"{1,2,3}",5,23231,2,0,0,-2,True,False
"{1,2,3}",5,23232,2,0,0,-2,True,False
"{1,2,3}",5,23233,2,0,0,-3,True,False
"{1,2,3}",5,23311,2,0,0,-2,True,False
"{1,2,3}",5,23312,2,0,0,-2,True,False
"{1,2,3}",5,23313,2,0,0,-2,True,False
"{1,2,3}",5,23321,1,0,0,-2,True,False
"{1,2,3}",5,23322,1,0,0,-2,True,False
"{1,2,3}",5,23323,1,0,0,-3,True,False
"{1,2,3}",5,23331,1,0,0,-3,True,False
"{1,2,3}",5,23332,1,0,0,-3,True,False
"{1,2,3}",5,23333,1,0,0,-4,True,False
"{1,2,3}",5,31111,4,3,3,-1,True,False
"{1,2,3}",5,31112,4,2,2,-1,True,False
"{1,2,3}",5,31113,4,2,2,-1,True,False
"{1,2,3}",5,31121,4,2,2,-1,True,False
"{1,2,3}",5,31122,4,1,1,-1,True,False
"{1,2,3}",5,31123,4,1,1,-1,True,False
"{1,2,3}",5,31131,4,1,1,-1,True,False
"{1,2,3}",5,31132,4,1,1,-1,True,False
"{1,2,3}",5,31133,4,1,1,-1,True,False
"{1,2,3}",5,31211,3,2,2,-1,True,False
"{1,2,3}",5,31212,3,1,1,-1,True,False
"{1,2,3}",5,31213,3,1,1,-1,True,False
"{1,2,3}",5,31221,3,1,1,-1,True,False
"{1,2,3}",5,31222,3,0,0,-1,True,False
"{1,2,3}",5,31223,3,0,0,-1,True,False
"{1,2,3}",5,31231,3,0,0,-1,True,False
"{1,2,3}",5,31232,3,0,0,-1,True,False
"{1,2,3}",5,31233,3,0,0,-2,True,False
"{1,2,3}",5,31311,3,1,1,-1,True,False
"{1,2,3}",5,31312,3,0,0,-1,True,False
"{1,2,3}",5,31313,3,0,0,-1,True,False
"{1,2,3}",5,31321,3,0,0,-1,True,False
"{1,2,3}",5,31322,3,0,0,-1,True,False
"{1,2,3}",5,31323,3,0,0,-2,True,False
"{1,2,3}",5,31331,3,0,0,-2,True,False
"{1,2,3}",5,31332,3,0,0,-2,True,False
"{1,2,3}",5,31333,3,0,0,-3,True,False
"{1,2,3}",5,32111,3,2,2,-1,True,False
"{1,2,3}",5,32112,3,1,1,-1,True,False
"{1,2,3}",5,32113,3,1,1,-1,True,False
"{1,2,3}",5,32121,3,1,1,-1,True,False
"{1,2,3}",5,32122,3,0,0,-1,True,False
"{1,2,3}",5,32123,3,0,0,-1,True,False
"{1,2,3}",5,32131,3,0,0,-1,True,False
"{1,2,3}",5,32132,3,0,0,-1,True,False
"{1,2,3}",5,32133,3,0,0,-2,True,False
"{1,2,3}",5,32211,2,1,1,-1,True,False
"{1,2,3}",5,32212,2,0,0,-1,True,False
"{1,2,3}",5,32213,2,0,0,-1,True,False
"{1,2,3}",5,32221,2,0,0,-1,True,False
"{1,2,3}",5,32222,2,0,0,-1,True,False
"{1,2,3}",5,32223,2,0,0,-2,True,False
"{1,2,3}",5,32231,2,0,0,-2,True,False
"{1,2,3}",5,32232,2,0,0,-2,True,False
"{1,2,3}",5,32233,2,0,0,-3,True,False
"{1,2,3}",5,32311,2,0,0,-2,True,False
"{1,2,3}",5,32312,2,0,0,-2,True,False
"{1,2,3}",5,32313,2,0,0,-2,True,False
"{1,2,3}",5,32321,2,0,0,-2,True,False
"{1,2,3}",5,32322,2,0,0,-2,True,False
"{1,2,3}",5,32323,2,0,0,-3,True,False
"{1,2,3}",5,32331,4,0,0,-3,True,False
"{1,2,3}",5,32332,3,0,0,-3,True,False
"{1,2,3}",5,32333,3,0,0,-4,True,False
"{1,2,3}",5,33111,2,1,1,-2,True,False
"{1,2,3}",5,33112,2,0,0,-2,True,False
"{1,2,3}",5,33113,2,0,0,-2,True,False
"{1,2,3}",5,33121,2,0,0,-2,True,False
"{1,2,3}",5,33122,2,0,0,-2,True,False
"{1,2,3}",5,33123,2,0,0,-2,True,False
"{1,2,3}",5,33131,2,0,0,-2,True,False
"{1,2,3}",5,33132,2,0,0,-2,True,False
"{1,2,3}",5,33133,2,0,0,-3,True,False
"{1,2,3}",5,33211,1,0,0,-2,True,False
"{1,2,3}",5,33212,1,0,0,-2,True,False
"{1,2,3}",5,33213,1,0,0,-2,True,False
"{1,2,3}",5,33221,1,0,0,-2,True,False
"{1,2,3}",5,33222,1,0,0,-2,True,False
"{1,2,3}",5,33223,1,0,0,-3,True,False
"{1,2,3}",5,33231,3,0,0,-3,True,False
"{1,2,3}",5,33232,3,0,0,-3,True,False
"{1,2,3}",5,33233,3,0,0,-4,True,False
"{1,2,3}",5,33311,1,0,0,-3,True,False
"{1,2,3}",5,33312,1,0,0,-3,True,False
"{1,2,3}",5,33313,1,0,0,-3,True,False
"{1,2,3}",5,33321,3,0,0,-3,True,False
"{1,2,3}",5,33322,3,0,0,-3,True,False
"{1,2,3}",5,33323,3,0,0,-4,True,False
"{1,2,3}",5,33331,3,0,0,-4,True,False
"{1,2,3}",5,33332,2,0,0,-4,True,False
"{1,2,3}",5,33333,2,0,0,-5,True,False
"{1,2,3}",6,111111,6,6,6,0,False,False
"{1,2,3}",6,111112,5,5,5,0,False,False
"{1,2,3}",6,111113,5,5,5,0,False,False
"{1,2,3}",6,111121,5,5,5,0,False,False
"{1,2,3}",6,111122,4,4,4,0,False,False
"{1,2,3}",6,111123,4,4,4,0,False,False
"{1,2,3}",6,111131,4,4,4,0,False,False
"{1,2,3}",6,111132,4,4,4,0,False,False
"{1,2,3}",6,111133,4,4,4,0,False,False
"{1,2,3}",6,111211,5,5,5,0,False,False
"{1,2,3}",6,111212,4,4,4,0,False,False
"{1,2,3}",6,111213,4,4,4,0,False,False
"{1,2,3}",6,111221,4,4,4,0,False,False
"{1,2,3}",6,111222,3,3,3,0,False,False
"{1,2,3}",6,111223,3,3,3,0,False,False
"{1,2,3}",6,111231,3,3,3,0,False,False
"{1,2,3}",6,111232,3,3,3,0,False,False
"{1,2,3}",6,111233,3,3,3,0,False,False
"{1,2,3}",6,111311,4,4,4,0,False,False
"{1,2,3}",6,111312,3,3,3,0,False,False
"{1,2,3}",6,111313,3,3,3,0,False,False
"{1,2,3}",6,111321,3,3,3,0,False,False
"{1,2,3}",6,111322,3,3,3,0,False,False
"{1,2,3}",6,111323,3,3,3,0,False,False
"{1,2,3}",6,111331,3,3,3,0,False,False
"{1,2,3}",6,111332,3,3,3,0,False,False
"{1,2,3}",6,111333,3,3,3,0,False,False
"{1,2,3}",6,112111,5,5,5,0,False,False
"{1,2,3}",6,112112,4,4,4,0,False,False
"{1,2,3}",6,112113,4,4,4,0,False,False
"{1,2,3}",6,112121,4,4,4,0,False,False
"{1,2,3}",6,112122,3,3,3,0,False,False
"{1,2,3}",6,112123,3,3,3,0,False,False
"{1,2,3}",6,112131,3,3,3,0,False,False
"{1,2,3}",6,112132,3,3,3,0,False,False
"{1,2,3}",6,112133,3,3,3,0,False,False
"{1,2,3}",6,112211,4,4,4,0,False,False
"{1,2,3}",6,112212,3,3,3,0,False,False
"{1,2,3}",6,112213,3,3,3,0,False,False
"{1,2,3}",6,112221,3,3,3,0,False,False
"{1,2,3}",6,112222,2,2,2,0,False,False
"{1,2,3}",6,112223,2,2,2,0,False,False
"{1,2,3}",6,112231,2,2,2,0,False,False
"{1,2,3}",6,112232,2,2,2,0,False,False
"{1,2,3}",6,112233,2,2,2,0,False,False
"{1,2,3}",6,112311,3,3,3,0,False,False
"{1,2,3}",6,112312,2,2,2,0,False,False
"{1,2,3}",6,112313,2,2,2,0,False,False
"{1,2,3}",6,112321,2,2,2,0,False,False
"{1,2,3}",6,112322,2,2,2,0,False,False
"{1,2,3}",6,112323,2,2,2,0,False,False
"{1,2,3}",6,112331,2,2,2,0,False,False
"{1,2,3}",6,112332,2,2,2,0,False,False
"{1,2,3}",6,112333,2,2,2,-1,False,False
"{1,2,3}",6,113111,4,4,4,0,False,False
"{1,2,3}",6,113112,3,3,3,0,False,False
"{1,2,3}",6,113113,3,3,3,0,False,False
"{1,2,3}",6,113121,3,3,3,0,False,False
"{1,2,3}",6,113122,2,2,2,0,False,False
"{1,2,3}",6,113123,2,2,2,0,False,False
"{1,2,3}",6,113131,2,2,2,0,False,False
"{1,2,3}",6,113132,2,2,2,0,False,False
"{1,2,3}",6,113133,2,2,2,0,False,False
"{1,2,3}",6,113211,3,3,3,0,False,False
"{1,2,3}",6,113212,2,2,2,0,False,False
"{1,2,3}",6,113213,2,2,2,0,False,False
"{1,2,3}",6,113221,2,2,2,0,False,False
"{1,2,3}",6,113222,2,2,2,0,False,False
"{1,2,3}",6,113223,2,2,2,0,False,False
"{1,2,3}",6,113231,2,2,2,0,False,False
"{1,2,3}",6,113232,2,2,2,0,False,False
"{1,2,3}",6,113233,2,2,2,-1,False,False
"{1,2,3}",6,113311,2,2,2,0,False,False
"{1,2,3}",6,113312,2,2,2,0,False,False
"{1,2,3}",6,113313,2,2,2,0,False,False
"{1,2,3}",6,113321,2,2,2,0,False,False
"{1,2,3}",6,113322,2,2,2,0,False,False
"{1,2,3}",6,113323,2,2,2,-1,False,False
"{1,2,3}",6,113331,2,2,2,-1,False,False
"{1,2,3}",6,113332,2,2,2,-1,False,False
"{1,2,3}",6,113333,2,2,2,-2,False,False
"{1,2,3}",6,121111,5,5,5,0,False,False
"{1,2,3}",6,121112,4,4,4,0,False,False
"{1,2,3}",6,121113,4,4,4,0,False,False
"{1,2,3}",6,121121,4,4,4,0,False,False
"{1,2,3}",6,121122,3,3,3,0,False,False
"{1,2,3}",6,121123,3,3,3,0,False,False
"{1,2,3}",6,121131,3,3,3,0,False,False
"{1,2,3}",6,121132,3,3,3,0,False,False
"{1,2,3}",6,121133,3,3,3,0,False,False
"{1,2,3}",6,121211,4,4,4,0,False,False
"{1,2,3}",6,121212,3,3,3,0,False,False
"{1,2,3}",6,121213,3,3,3,0,False,False
"{1,2,3}",6,121221,3,3,3,0,False,False
"{1,2,3}",6,121222,2,2,2,0,False,False
"{1,2,3}",6,121223,2,2,2,0,False,False
"{1,2,3}",6,121231,2,2,2,0,False,False
"{1,2,3}",6,121232,2,2,2,0,False,False
"{1,2,3}",6,121233,2,2,2,0,False,False
"{1,2,3}",6,121311,3,3,3,0,False,False
"{1,2,3}",6,121312,2,2,2,0,False,False
"{1,2,3}",6,121313,2,2,2,0,False,False
"{1,2,3}",6,121321,2,2,2,0,False,False
"{1,2,3}",6,121322,2,2,2,0,False,False
"{1,2,3}",6,121323,2,2,2,0,False,False
"{1,2,3}",6,121331,2,2,2,0,False,False
"{1,2,3}",6,121332,2,2,2,0,False,False
"{1,2,3}",6,121333,2,2,2,-1,False,False
"{1,2,3}",6,122111,4,4,4,0,False,False
"{1,2,3}",6,122112,3,3,3,0,False,False
"{1,2,3}",6,122113,3,3,3,0,False,False
"{1,2,3}",6,122121,3,3,3,0,False,False
"{1,2,3}",6,122122,2,2,2,0,False,False
"{1,2,3}",6,122123,2,2,2,0,False,False
"{1,2,3}",6,122131,2,2,2,0,False,False
"{1,2,3}",6,122132,2,2,2,0,False,False
"{1,2,3}",6,122133,2,2,2,0,False,False
"{1,2,3}",6,122211,3,3,3,0,False,False
"{1,2,3}",6,122212,2,2,2,0,False,False
"{1,2,3}",6,122213,2,2,2,0,False,False
"{1,2,3}",6,122221,2,2,2,0,False,False
"{1,2,3}",6,122222,1,1,1,0,False,False
"{1,2,3}",6,122223,1,1,1,0,False,False
"{1,2,3}",6,122231,1,1,1,0,False,False
"{1,2,3}",6,122232,1,1,1,0,False,False
"{1,2,3}",6,122233,1,1,1,-1,False,False
"{1,2,3}",6,122311,2,2,2,0,False,False
"{1,2,3}",6,122312,1,1,1,0,False,False
"{1,2,3}",6,122313,1,1,1,0,False,False
"{1,2,3}",6,122321,1,1,1,0,False,False
"{1,2,3}",6,122322,1,1,1,0,False,False
"{1,2,3}",6,122323,1,1,1,-1,False,False
"{1,2,3}",6,122331,1,1,1,-1,False,False
"{1,2,3}",6,122332,1,1,1,-1,False,False
"{1,2,3}",6,122333,1,1,1,-2,False,False
"{1,2,3}",6,123111,3,3,3,0,False,False
"{1,2,3}",6,123112,2,2,2,0,False,False
"{1,2,3}",6,123113,2,2,2,0,False,False
"{1,2,3}",6,123121,2,2,2,0,False,False
"{1,2,3}",6,123122,1,1,1,0,False,False
"{1,2,3}",6,123123,1,1,1,0,False,False
"{1,2,3}",6,123131,1,1,1,0,False,False
"{1,2,3}",6,123132,1,1,1,0,False,False
"{1,2,3}",6,123133,1,1,1,-1,False,False
"{1,2,3}",6,123211,2,2,2,0,False,False
"{1,2,3}",6,123212,1,1,1,0,False,False
"{1,2,3}",6,123213,1,1,1,0,False,False
"{1,2,3}",6,123221,1,1,1,0,False,False
"{1,2,3}",6,123222,1,1,1,0,False,False
"{1,2,3}",6,123223,1,1,1,-1,False,False
"{1,2,3}",6,123231,1,1,1,-1,False,False
"{1,2,3}",6,123232,1,1,1,-1,False,False
"{1,2,3}",6,123233,1,1,1,-2,False,False
"{1,2,3}",6,123311,3,1,1,-1,True,False
"{1,2,3}",6,123312,3,1,1,-1,True,False
"{1,2,3}",6,123313,3,1,1,-1,True,False
"{1,2,3}",6,123321,2,1,1,-1,True,False
"{1,2,3}",6,123322,2,1,1,-1,True,False
"{1,2,3}",6,123323,2,1,1,-2,True,False
"{1,2,3}",6,123331,2,1,1,-2,True,False
"{1,2,3}",6,123332,1,1,1,-2,False,False
"{1,2,3}",6,123333,1,1,1,-3,False,False
"{1,2,3}",6,131111,4,4,4,0,False,False
"{1,2,3}",6,131112,3,3,3,0,False,False
"{1,2,3}",6,131113,3,3,3,0,False,False
"{1,2,3}",6,131121,3,3,3,0,False,False
"{1,2,3}",6,131122,2,2,2,0,False,False
"{1,2,3}",6,131123,2,2,2,0,False,False
"{1,2,3}",6,131131,2,2,2,0,False,False
