alphabet,m,word,D_ceil,D_free,L,min_g_loop,break_ceil,break_free
"{1,2,3}",7,1113111,5,5,5,0,False,False
"{1,2,3}",7,1113112,4,4,4,0,False,False
"{1,2,3}",7,1113113,4,4,4,0,False,False
"{1,2,3}",7,1113121,4,4,4,0,False,False
"{1,2,3}",7,1113122,3,3,3,0,False,False
"{1,2,3}",7,1113123,3,3,3,0,False,False
"{1,2,3}",7,1113131,3,3,3,0,False,False
"{1,2,3}",7,1113132,3,3,3,0,False,False
"{1,2,3}",7,1113133,3,3,3,0,False,False
"{1,2,3}",7,1113211,4,4,4,0,False,False
"{1,2,3}",7,1113212,3,3,3,0,False,False
"{1,2,3}",7,1113213,3,3,3,0,False,False
"{1,2,3}",7,1113221,3,3,3,0,False,False
"{1,2,3}",7,1113222,3,3,3,0,False,False
"{1,2,3}",7,1113223,3,3,3,0,False,False
"{1,2,3}",7,1113231,3,3,3,0,False,False
"{1,2,3}",7,1113232,3,3,3,0,False,False
"{1,2,3}",7,1113233,3,3,3,0,False,False
"{1,2,3}",7,1113311,3,3,3,0,False,False
"{1,2,3}",7,1113312,3,3,3,0,False,False
"{1,2,3}",7,1113313,3,3,3,0,False,False
"{1,2,3}",7,1113321,3,3,3,0,False,False
"{1,2,3}",7,1113322,3,3,3,0,False,False
"{1,2,3}",7,1113323,3,3,3,0,False,False
"{1,2,3}",7,1113331,3,3,3,0,False,False
"{1,2,3}",7,1113332,3,3,3,0,False,False
"{1,2,3}",7,1113333,3,3,3,-1,False,False
"{1,2,3}",7,1121111,6,6,6,0,False,False
"{1,2,3}",7,1121112,5,5,5,0,False,False
"{1,2,3}",7,1121113,5,5,5,0,False,False
"{1,2,3}",7,1121121,5,5,5,0,False,False
"{1,2,3}",7,1121122,4,4,4,0,False,False
"{1,2,3}",7,1121123,4,4,4,0,False,False
"{1,2,3}",7,1121131,4,4,4,0,False,False
"{1,2,3}",7,1121132,4,4,4,0,False,False
"{1,2,3}",7,1121133,4,4,4,0,False,False
"{1,2,3}",7,1121211,5,5,5,0,False,False
"{1,2,3}",7,1121212,4,4,4,0,False,False
"{1,2,3}",7,1121213,4,4,4,0,False,False
"{1,2,3}",7,1121221,4,4,4,0,False,False
"{1,2,3}",7,1121222,3,3,3,0,False,False
"{1,2,3}",7,1121223,3,3,3,0,False,False
"{1,2,3}",7,1121231,3,3,3,0,False,False
"{1,2,3}",7,1121232,3,3,3,0,False,False
"{1,2,3}",7,1121233,3,3,3,0,False,False
"{1,2,3}",7,1121311,4,4,4,0,False,False
"{1,2,3}",7,1121312,3,3,3,0,False,False
"{1,2,3}",7,1121313,3,3,3,0,False,False
"{1,2,3}",7,1121321,3,3,3,0,False,False
"{1,2,3}",7,1121322,3,3,3,0,False,False
"{1,2,3}",7,1121323,3,3,3,0,False,False
"{1,2,3}",7,1121331,3,3,3,0,False,False
"{1,2,3}",7,1121332,3,3,3,0,False,False
"{1,2,3}",7,1121333,3,3,3,0,False,False
"{1,2,3}",7,1122111,5,5,5,0,False,False
"{1,2,3}",7,1122112,4,4,4,0,False,False
"{1,2,3}",7,1122113,4,4,4,0,False,False
"{1,2,3}",7,1122121,4,4,4,0,False,False
"{1,2,3}",7,1122122,3,3,3,0,False,False
"{1,2,3}",7,1122123,3,3,3,0,False,False
"{1,2,3}",7,1122131,3,3,3,0,False,False
"{1,2,3}",7,1122132,3,3,3,0,False,False
"{1,2,3}",7,1122133,3,3,3,0,False,False
"{1,2,3}",7,1122211,4,4,4,0,False,False
"{1,2,3}",7,1122212,3,3,3,0,False,False
"{1,2,3}",7,1122213,3,3,3,0,False,False
"{1,2,3}",7,1122221,3,3,3,0,False,False
"{1,2,3}",7,1122222,2,2,2,0,False,False
"{1,2,3}",7,1122223,2,2,2,0,False,False
"{1,2,3}",7,1122231,2,2,2,0,False,False
"{1,2,3}",7,1122232,2,2,2,0,False,False
"{1,2,3}",7,1122233,2,2,2,0,False,False
"{1,2,3}",7,1122311,3,3,3,0,False,False
"{1,2,3}",7,1122312,2,2,2,0,False,False
"{1,2,3}",7,1122313,2,2,2,0,False,False
"{1,2,3}",7,1122321,2,2,2,0,False,False
"{1,2,3}",7,1122322,2,2,2,0,False,False
"{1,2,3}",7,1122323,2,2,2,0,False,False
"{1,2,3}",7,1122331,2,2,2,0,False,False
"{1,2,3}",7,1122332,2,2,2,0,False,False
"{1,2,3}",7,1122333,2,2,2,-1,False,False
"{1,2,3}",7,1123111,4,4,4,0,False,False
"{1,2,3}",7,1123112,3,3,3,0,False,False
"{1,2,3}",7,1123113,3,3,3,0,False,False
"{1,2,3}",7,1123121,3,3,3,0,False,False
"{1,2,3}",7,1123122,2,2,2,0,False,False
"{1,2,3}",7,1123123,2,2,2,0,False,False
"{1,2,3}",7,1123131,2,2,2,0,False,False
"{1,2,3}",7,1123132,2,2,2,0,False,False
"{1,2,3}",7,1123133,2,2,2,0,False,False
"{1,2,3}",7,1123211,3,3,3,0,False,False
"{1,2,3}",7,1123212,2,2,2,0,False,False
"{1,2,3}",7,1123213,2,2,2,0,False,False
"{1,2,3}",7,1123221,2,2,2,0,False,False
"{1,2,3}",7,1123222,2,2,2,0,False,False
"{1,2,3}",7,1123223,2,2,2,0,False,False
"{1,2,3}",7,1123231,2,2,2,0,False,False
"{1,2,3}",7,1123232,2,2,2,0,False,False
"{1,2,3}",7,1123233,2,2,2,-1,False,False
"{1,2,3}",7,1123311,2,2,2,0,False,False
"{1,2,3}",7,1123312,2,2,2,0,False,False
"{1,2,3}",7,1123313,2,2,2,0,False,False
"{1,2,3}",7,1123321,2,2,2,0,False,False
"{1,2,3}",7,1123322,2,2,2,0,False,False
"{1,2,3}",7,1123323,2,2,2,-1,False,False
"{1,2,3}",7,1123331,2,2,2,-1,False,False
"{1,2,3}",7,1123332,2,2,2,-1,False,False
"{1,2,3}",7,1123333,2,2,2,-2,False,False
"{1,2,3}",7,1131111,5,5,5,0,False,False
"{1,2,3}",7,1131112,4,4,4,0,False,False
"{1,2,3}",7,1131113,4,4,4,0,False,False
"{1,2,3}",7,1131121,4,4,4,0,False,False
"{1,2,3}",7,1131122,3,3,3,0,False,False
"{1,2,3}",7,1131123,3,3,3,0,False,False
"{1,2,3}",7,1131131,3,3,3,0,False,False
"{1,2,3}",7,1131132,3,3,3,0,False,False
"{1,2,3}",7,1131133,3,3,3,0,False,False
"{1,2,3}",7,1131211,4,4,4,0,False,False
"{1,2,3}",7,1131212,3,3,3,0,False,False
"{1,2,3}",7,1131213,3,3,3,0,False,False
"{1,2,3}",7,1131221,3,3,3,0,False,False
"{1,2,3}",7,1131222,2,2,2,0,False,False
"{1,2,3}",7,1131223,2,2,2,0,False,False
"{1,2,3}",7,1131231,2,2,2,0,False,False
"{1,2,3}",7,1131232,2,2,2,0,False,False
"{1,2,3}",7,1131233,2,2,2,0,False,False
"{1,2,3}",7,1131311,3,3,3,0,False,False
"{1,2,3}",7,1131312,2,2,2,0,False,False
"{1,2,3}",7,1131313,2,2,2,0,False,False
"{1,2,3}",7,1131321,2,2,2,0,False,False
"{1,2,3}",7,1131322,2,2,2,0,False,False
"{1,2,3}",7,1131323,2,2,2,0,False,False
"{1,2,3}",7,1131331,2,2,2,0,False,False
"{1,2,3}",7,1131332,2,2,2,0,False,False
"{1,2,3}",7,1131333,2,2,2,-1,False,False
"{1,2,3}",7,1132111,4,4,4,0,False,False
"{1,2,3}",7,1132112,3,3,3,0,False,False
"{1,2,3}",7,1132113,3,3,3,0,False,False
"{1,2,3}",7,1132121,3,3,3,0,False,False
"{1,2,3}",7,1132122,2,2,2,0,False,False
"{1,2,3}",7,1132123,2,2,2,0,False,False
"{1,2,3}",7,1132131,2,2,2,0,False,False
"{1,2,3}",7,1132132,2,2,2,0,False,False
"{1,2,3}",7,1132133,2,2,2,0,False,False
"{1,2,3}",7,1132211,3,3,3,0,False,False
"{1,2,3}",7,1132212,2,2,2,0,False,False
"{1,2,3}",7,1132213,2,2,2,0,False,False
"{1,2,3}",7,1132221,2,2,2,0,False,False
"{1,2,3}",7,1132222,2,2,2,0,False,False
"{1,2,3}",7,1132223,2,2,2,0,False,False
"{1,2,3}",7,1132231,2,2,2,0,False,False
"{1,2,3}",7,1132232,2,2,2,0,False,False
"{1,2,3}",7,1132233,2,2,2,-1,False,False
"{1,2,3}",7,1132311,2,2,2,0,False,False
"{1,2,3}",7,1132312,2,2,2,0,False,False
"{1,2,3}",7,1132313,2,2,2,0,False,False
"{1,2,3}",7,1132321,2,2,2,0,False,False
"{1,2,3}",7,1132322,2,2,2,0,False,False
"{1,2,3}",7,1132323,2,2,2,-1,False,False
"{1,2,3}",7,1132331,2,2,2,-1,False,False
"{1,2,3}",7,1132332,2,2,2,-1,False,False
"{1,2,3}",7,1132333,2,2,2,-2,False,False
"{1,2,3}",7,1133111,3,3,3,0,False,False
"{1,2,3}",7,1133112,2,2,2,0,False,False
"{1,2,3}",7,1133113,2,2,2,0,False,False
"{1,2,3}",7,1133121,2,2,2,0,False,False
"{1,2,3}",7,1133122,2,2,2,0,False,False
"{1,2,3}",7,1133123,2,2,2,0,False,False
"{1,2,3}",7,1133131,2,2,2,0,False,False
"{1,2,3}",7,1133132,2,2,2,0,False,False
"{1,2,3}",7,1133133,2,2,2,-1,False,False
"{1,2,3}",7,1133211,2,2,2,0,False,False
"{1,2,3}",7,1133212,2,2,2,0,False,False
"{1,2,3}",7,1133213,2,2,2,0,False,False
"{1,2,3}",7,1133221,2,2,2,0,False,False
"{1,2,3}",7,1133222,2,2,2,0,False,False
"{1,2,3}",7,1133223,2,2,2,-1,False,False
"{1,2,3}",7,1133231,2,2,2,-1,False,False
"{1,2,3}",7,1133232,2,2,2,-1,False,False
"{1,2,3}",7,1133233,2,2,2,-2,False,False
"{1,2,3}",7,1133311,3,2,2,-1,True,False
"{1,2,3}",7,1133312,3,2,2,-1,True,False
"{1,2,3}",7,1133313,3,2,2,-1,True,False
"{1,2,3}",7,1133321,2,2,2,-1,False,False
"{1,2,3}",7,1133322,2,2,2,-1,False,False
"{1,2,3}",7,1133323,2,2,2,-2,False,False
"{1,2,3}",7,1133331,2,2,2,-2,False,False
"{1,2,3}",7,1133332,2,2,2,-2,False,False
"{1,2,3}",7,1133333,2,2,2,-3,False,False
"{1,2,3}",7,1211111,6,6,6,0,False,False
"{1,2,3}",7,1211112,5,5,5,0,False,False
"{1,2,3}",7,1211113,5,5,5,0,False,False
"{1,2,3}",7,1211121,5,5,5,0,False,False
"{1,2,3}",7,1211122,4,4,4,0,False,False
"{1,2,3}",7,1211123,4,4,4,0,False,False
"{1,2,3}",7,1211131,4,4,4,0,False,False
"{1,2,3}",7,1211132,4,4,4,0,False,False
"{1,2,3}",7,1211133,4,4,4,0,False,False
"{1,2,3}",7,1211211,5,5,5,0,False,False
"{1,2,3}",7,1211212,4,4,4,0,False,False
"{1,2,3}",7,1211213,4,4,4,0,False,False
"{1,2,3}",7,1211221,4,4,4,0,False,False
"{1,2,3}",7,1211222,3,3,3,0,False,False
"{1,2,3}",7,1211223,3,3,3,0,False,False
"{1,2,3}",7,1211231,3,3,3,0,False,False
"{1,2,3}",7,1211232,3,3,3,0,False,False
"{1,2,3}",7,1211233,3,3,3,0,False,False
"{1,2,3}",7,1211311,4,4,4,0,False,False
"{1,2,3}",7,1211312,3,3,3,0,False,False
"{1,2,3}",7,1211313,3,3,3,0,False,False
"{1,2,3}",7,1211321,3,3,3,0,False,False
"{1,2,3}",7,1211322,3,3,3,0,False,False
"{1,2,3}",7,1211323,3,3,3,0,False,False
"{1,2,3}",7,1211331,3,3,3,0,False,False
"{1,2,3}",7,1211332,3,3,3,0,False,False
"{1,2,3}",7,1211333,3,3,3,0,False,False
"{1,2,3}",7,1212111,5,5,5,0,False,False
"{1,2,3}",7,1212112,4,4,4,0,False,False
"{1,2,3}",7,1212113,4,4,4,0,False,False
"{1,2,3}",7,1212121,4,4,4,0,False,False
"{1,2,3}",7,1212122,3,3,3,0,False,False
"{1,2,3}",7,1212123,3,3,3,0,False,False
"{1,2,3}",7,1212131,3,3,3,0,False,False
"{1,2,3}",7,1212132,3,3,3,0,False,False
"{1,2,3}",7,1212133,3,3,3,0,False,False
"{1,2,3}",7,1212211,4,4,4,0,False,False
"{1,2,3}",7,1212212,3,3,3,0,False,False
"{1,2,3}",7,1212213,3,3,3,0,False,False
"{1,2,3}",7,1212221,3,3,3,0,False,False
"{1,2,3}",7,1212222,2,2,2,0,False,False
"{1,2,3}",7,1212223,2,2,2,0,False,False
"{1,2,3}",7,1212231,2,2,2,0,False,False
"{1,2,3}",7,1212232,2,2,2,0,False,False
"{1,2,3}",7,1212233,2,2,2,0,False,False
"{1,2,3}",7,1212311,3,3,3,0,False,False
"{1,2,3}",7,1212312,2,2,2,0,False,False
"{1,2,3}",7,1212313,2,2,2,0,False,False
"{1,2,3}",7,1212321,2,2,2,0,False,False
"{1,2,3}",7,1212322,2,2,2,0,False,False
"{1,2,3}",7,1212323,2,2,2,0,False,False
"{1,2,3}",7,1212331,2,2,2,0,False,False
"{1,2,3}",7,1212332,2,2,2,0,False,False
"{1,2,3}",7,1212333,2,2,2,-1,False,False
"{1,2,3}",7,1213111,4,4,4,0,False,False
"{1,2,3}",7,1213112,3,3,3,0,False,False
"{1,2,3}",7,1213113,3,3,3,0,False,False
"{1,2,3}",7,1213121,3,3,3,0,False,False
"{1,2,3}",7,1213122,2,2,2,0,False,False
"{1,2,3}",7,1213123,2,2,2,0,False,False
"{1,2,3}",7,1213131,2,2,2,0,False,False
"{1,2,3}",7,1213132,2,2,2,0,False,False
"{1,2,3}",7,1213133,2,2,2,0,False,False
"{1,2,3}",7,1213211,3,3,3,0,False,False
"{1,2,3}",7,1213212,2,2,2,0,False,False
"{1,2,3}",7,1213213,2,2,2,0,False,False
"{1,2,3}",7,1213221,2,2,2,0,False,False
"{1,2,3}",7,1213222,2,2,2,0,False,False
"{1,2,3}",7,1213223,2,2,2,0,False,False
"{1,2,3}",7,1213231,2,2,2,0,False,False
"{1,2,3}",7,1213232,2,2,2,0,False,False
"{1,2,3}",7,1213233,2,2,2,-1,False,False
"{1,2,3}",7,1213311,2,2,2,0,False,False
"{1,2,3}",7,1213312,2,2,2,0,False,False
"{1,2,3}",7,1213313,2,2,2,0,False,False
"{1,2,3}",7,1213321,2,2,2,0,False,False
"{1,2,3}",7,1213322,2,2,2,0,False,False
"{1,2,3}",7,1213323,2,2,2,-1,False,False
"{1,2,3}",7,1213331,2,2,2,-1,False,False
"{1,2,3}",7,1213332,2,2,2,-1,False,False
"{1,2,3}",7,1213333,2,2,2,-2,False,False
"{1,2,3}",7,1221111,5,5,5,0,False,False
"{1,2,3}",7,1221112,4,4,4,0,False,False
"{1,2,3}",7,1221113,4,4,4,0,False,False
"{1,2,3}",7,1221121,4,4,4,0,False,False
"{1,2,3}",7,1221122,3,3,3,0,False,False
"{1,2,3}",7,1221123,3,3,3,0,False,False
"{1,2,3}",7,1221131,3,3,3,0,False,False
"{1,2,3}",7,1221132,3,3,3,0,False,False
"{1,2,3}",7,1221133,3,3,3,0,False,False
"{1,2,3}",7,1221211,4,4,4,0,False,False
"{1,2,3}",7,1221212,3,3,3,0,False,False
"{1,2,3}",7,1221213,3,3,3,0,False,False
"{1,2,3}",7,1221221,3,3,3,0,False,False
"{1,2,3}",7,1221222,2,2,2,0,False,False
"{1,2,3}",7,1221223,2,2,2,0,False,False
"{1,2,3}",7,1221231,2,2,2,0,False,False
"{1,2,3}",7,1221232,2,2,2,0,False,False
"{1,2,3}",7,1221233,2,2,2,0,False,False
"{1,2,3}",7,1221311,3,3,3,0,False,False
"{1,2,3}",7,1221312,2,2,2,0,False,False
"{1,2,3}",7,1221313,2,2,2,0,False,False
"{1,2,3}",7,1221321,2,2,2,0,False,False
"{1,2,3}",7,1221322,2,2,2,0,False,False
"{1,2,3}",7,1221323,2,2,2,0,False,False
"{1,2,3}",7,1221331,2,2,2,0,False,False
"{1,2,3}",7,1221332,2,2,2,0,False,False
"{1,2,3}",7,1221333,2,2,2,-1,False,False
"{1,2,3}",7,1222111,4,4,4,0,False,False
"{1,2,3}",7,1222112,3,3,3,0,False,False
"{1,2,3}",7,1222113,3,3,3,0,False,False
"{1,2,3}",7,1222121,3,3,3,0,False,False
"{1,2,3}",7,1222122,2,2,2,0,False,False
"{1,2,3}",7,1222123,2,2,2,0,False,False
"{1,2,3}",7,1222131,2,2,2,0,False,False
"{1,2,3}",7,1222132,2,2,2,0,False,False
"{1,2,3}",7,1222133,2,2,2,0,False,False
"{1,2,3}",7,1222211,3,3,3,0,False,False
"{1,2,3}",7,1222212,2,2,2,0,False,False
"{1,2,3}",7,1222213,2,2,2,0,False,False
"{1,2,3}",7,1222221,2,2,2,0,False,False
"{1,2,3}",7,1222222,1,1,1,0,False,False
"{1,2,3}",7,1222223,1,1,1,0,False,False
"{1,2,3}",7,1222231,1,1,1,0,False,False
"{1,2,3}",7,1222232,1,1,1,0,False,False
"{1,2,3}",7,1222233,1,1,1,-1,False,False
"{1,2,3}",7,1222311,2,2,2,0,False,False
"{1,2,3}",7,1222312,1,1,1,0,False,False
"{1,2,3}",7,1222313,1,1,1,0,False,False
"{1,2,3}",7,1222321,1,1,1,0,False,False
"{1,2,3}",7,1222322,1,1,1,0,False,False
"{1,2,3}",7,1222323,1,1,1,-1,False,False
"{1,2,3}",7,1222331,1,1,1,-1,False,False
"{1,2,3}",7,1222332,1,1,1,-1,False,False
"{1,2,3}",7,1222333,1,1,1,-2,False,False
"{1,2,3}",7,1223111,3,3,3,0,False,False
"{1,2,3}",7,1223112,2,2,2,0,False,False
"{1,2,3}",7,1223113,2,2,2,0,False,False
"{1,2,3}",7,1223121,2,2,2,0,False,False
"{1,2,3}",7,1223122,1,1,1,0,False,False
"{1,2,3}",7,1223123,1,1,1,0,False,False
"{1,2,3}",7,1223131,1,1,1,0,False,False
"{1,2,3}",7,1223132,1,1,1,0,False,False
"{1,2,3}",7,1223133,1,1,1,-1,False,False
"{1,2,3}",7,1223211,2,2,2,0,False,False
"{1,2,3}",7,1223212,1,1,1,0,False,False
"{1,2,3}",7,1223213,1,1,1,0,False,False
"{1,2,3}",7,1223221,1,1,1,0,False,False
"{1,2,3}",7,1223222,1,1,1,0,False,False
"{1,2,3}",7,1223223,1,1,1,-1,False,False
"{1,2,3}",7,1223231,1,1,1,-1,False,False
"{1,2,3}",7,1223232,1,1,1,-1,False,False
"{1,2,3}",7,1223233,1,1,1,-2,False,False
"{1,2,3}",7,1223311,3,1,1,-1,True,False
"{1,2,3}",7,1223312,3,1,1,-1,True,False
"{1,2,3}",7,1223313,3,1,1,-1,True,False
"{1,2,3}",7,1223321,2,1,1,-1,True,False
"{1,2,3}",7,1223322,2,1,1,-1,True,False
"{1,2,3}",7,1223323,2,1,1,-2,True,False
"{1,2,3}",7,1223331,2,1,1,-2,True,False
"{1,2,3}",7,1223332,1,1,1,-2,False,False
"{1,2,3}",7,1223333,1,1,1,-3,False,False
"{1,2,3}",7,1231111,4,4,4,0,False,False
"{1,2,3}",7,1231112,3,3,3,0,False,False
"{1,2,3}",7,1231113,3,3,3,0,False,False
"{1,2,3}",7,1231121,3,3,3,0,False,False
"{1,2,3}",7,1231122,2,2,2,0,False,False
"{1,2,3}",7,1231123,2,2,2,0,False,False
"{1,2,3}",7,1231131,2,2,2,0,False,False
"{1,2,3}",7,1231132,2,2,2,0,False,False
"{1,2,3}",7,1231133,2,2,2,0,False,False
"{1,2,3}",7,1231211,3,3,3,0,False,False
"{1,2,3}",7,1231212,2,2,2,0,False,False
"{1,2,3}",7,1231213,2,2,2,0,False,False
"{1,2,3}",7,1231221,2,2,2,0,False,False
"{1,2,3}",7,1231222,1,1,1,0,False,False
"{1,2,3}",7,1231223,1,1,1,0,False,False
"{1,2,3}",7,1231231,1,1,1,0,False,False
"{1,2,3}",7,1231232,1,1,1,0,False,False
"{1,2,3}",7,1231233,1,1,1,-1,False,False
"{1,2,3}",7,1231311,2,2,2,0,False,False
"{1,2,3}",7,1231312,1,1,1,0,False,False
"{1,2,3}",7,1231313,1,1,1,0,False,False
"{1,2,3}",7,1231321,1,1,1,0,False,False
"{1,2,3}",7,1231322,1,1,1,0,False,False
"{1,2,3}",7,1231323,1,1,1,-1,False,False
"{1,2,3}",7,1231331,1,1,1,-1,False,False
"{1,2,3}",7,1231332,1,1,1,-1,False,False
"{1,2,3}",7,1231333,1,1,1,-2,False,False
"{1,2,3}",7,1232111,3,3,3,0,False,False
"{1,2,3}",7,1232112,2,2,2,0,False,False
"{1,2,3}",7,1232113,2,2,2,0,False,False
"{1,2,3}",7,1232121,2,2,2,0,False,False
"{1,2,3}",7,1232122,1,1,1,0,False,False
"{1,2,3}",7,1232123,1,1,1,0,False,False
"{1,2,3}",7,1232131,1,1,1,0,False,False
"{1,2,3}",7,1232132,1,1,1,0,False,False
"{1,2,3}",7,1232133,1,1,1,-1,False,False
"{1,2,3}",7,1232211,2,2,2,0,False,False
"{1,2,3}",7,1232212,1,1,1,0,False,False
"{1,2,3}",7,1232213,1,1,1,0,False,False
"{1,2,3}",7,1232221,1,1,1,0,False,False
"{1,2,3}",7,1232222,1,1,1,0,False,False
"{1,2,3}",7,1232223,1,1,1,-1,False,False
"{1,2,3}",7,1232231,1,1,1,-1,False,False
"{1,2,3}",7,1232232,1,1,1,-1,False,False
"{1,2,3}",7,1232233,1,1,1,-2,False,False
"{1,2,3}",7,1232311,3,1,1,-1,True,False
"{1,2,3}",7,1232312,3,1,1,-1,True,False
"{1,2,3}",7,1232313,3,1,1,-1,True,False
"{1,2,3}",7,1232321,2,1,1,-1,True,False
"{1,2,3}",7,1232322,2,1,1,-1,True,False
"{1,2,3}",7,1232323,2,1,1,-2,True,False
"{1,2,3}",7,1232331,2,1,1,-2,True,False
"{1,2,3}",7,1232332,1,1,1,-2,False,False
"{1,2,3}",7,1232333,1,1,1,-3,False,False
"{1,2,3}",7,1233111,3,2,2,-1,True,False
"{1,2,3}",7,1233112,3,1,1,-1,True,False
"{1,2,3}",7,1233113,3,1,1,-1,True,False
"{1,2,3}",7,1233121,3,1,1,-1,True,False
"{1,2,3}",7,1233122,3,1,1,-1,True,False
"{1,2,3}",7,1233123,3,1,1,-1,True,False
"{1,2,3}",7,1233131,3,1,1,-1,True,False
"{1,2,3}",7,1233132,3,1,1,-1,True,False
"{1,2,3}",7,1233133,3,1,1,-2,True,False
"{1,2,3}",7,1233211,2,1,1,-1,True,False
"{1,2,3}",7,1233212,2,1,1,-1,True,False
"{1,2,3}",7,1233213,2,1,1,-1,True,False
"{1,2,3}",7,1233221,2,1,1,-1,True,False
"{1,2,3}",7,1233222,2,1,1,-1,True,False
"{1,2,3}",7,1233223,2,1,1,-2,True,False
"{1,2,3}",7,1233231,2,1,1,-2,True,False
"{1,2,3}",7,1233232,2,1,1,-2,True,False
"{1,2,3}",7,1233233,2,1,1,-3,True,False
"{1,2,3}",7,1233311,2,1,1,-2,True,False
"{1,2,3}",7,1233312,2,1,1,-2,True,False
"{1,2,3}",7,1233313,2,1,1,-2,True,False
"{1,2,3}",7,1233321,1,1,1,-2,False,False
"{1,2,3}",7,1233322,1,1,1,-2,False,False
"{1,2,3}",7,1233323,1,1,1,-3,False,False
"{1,2,3}",7,1233331,1,1,1,-3,False,False
"{1,2,3}",7,1233332,1,1,1,-3,False,False
"{1,2,3}",7,1233333,1,1,1,-4,False,False
"{1,2,3}",7,1311111,5,5,5,0,False,False
"{1,2,3}",7,1311112,4,4,4,0,False,False
"{1,2,3}",7,1311113,4,4,4,0,False,False
"{1,2,3}",7,1311121,4,4,4,0,False,False
"{1,2,3}",7,1311122,3,3,3,0,False,False
"{1,2,3}",7,1311123,3,3,3,0,False,False
"{1,2,3}",7,1311131,3,3,3,0,False,False
"{1,2,3}",7,1311132,3,3,3,0,False,False
"{1,2,3}",7,1311133,3,3,3,0,False,False
"{1,2,3}",7,1311211,4,4,4,0,False,False
"{1,2,3}",7,1311212,3,3,3,0,False,False
"{1,2,3}",7,1311213,3,3,3,0,False,False
"{1,2,3}",7,1311221,3,3,3,0,False,False
"{1,2,3}",7,1311222,2,2,2,0,False,False
"{1,2,3}",7,1311223,2,2,2,0,False,False
"{1,2,3}",7,1311231,2,2,2,0,False,False
"{1,2,3}",7,1311232,2,2,2,0,False,False
"{1,2,3}",7,1311233,2,2,2,0,False,False
"{1,2,3}",7,1311311,3,3,3,0,False,False
"{1,2,3}",7,1311312,2,2,2,0,False,False
"{1,2,3}",7,1311313,2,2,2,0,False,False
"{1,2,3}",7,1311321,2,2,2,0,False,False
"{1,2,3}",7,1311322,2,2,2,0,False,False
"{1,2,3}",7,1311323,2,2,2,0,False,False
"{1,2,3}",7,1311331,2,2,2,0,False,False
"{1,2,3}",7,1311332,2,2,2,0,False,False
"{1,2,3}",7,1311333,2,2,2,-1,False,False
"{1,2,3}",7,1312111,4,4,4,0,False,False
"{1,2,3}",7,1312112,3,3,3,0,False,False
"{1,2,3}",7,1312113,3,3,3,0,False,False
"{1,2,3}",7,1312121,3,3,3,0,False,False
"{1,2,3}",7,1312122,2,2,2,0,False,False
"{1,2,3}",7,1312123,2,2,2,0,False,False
"{1,2,3}",7,1312131,2,2,2,0,False,False
"{1,2,3}",7,1312132,2,2,2,0,False,False
"{1,2,3}",7,1312133,2,2,2,0,False,False
"{1,2,3}",7,1312211,3,3,3,0,False,False
"{1,2,3}",7,1312212,2,2,2,0,False,False
"{1,2,3}",7,1312213,2,2,2,0,False,False
"{1,2,3}",7,1312221,2,2,2,0,False,False
"{1,2,3}",7,1312222,1,1,1,0,False,False
"{1,2,3}",7,1312223,1,1,1,0,False,False
"{1,2,3}",7,1312231,1,1,1,0,False,False
"{1,2,3}",7,1312232,1,1,1,0,False,False
"{1,2,3}",7,1312233,1,1,1,-1,False,False
"{1,2,3}",7,1312311,2,2,2,0,False,False
"{1,2,3}",7,1312312,1,1,1,0,False,False
"{1,2,3}",7,1312313,1,1,1,0,False,False
"{1,2,3}",7,1312321,1,1,1,0,False,False
"{1,2,3}",7,1312322,1,1,1,0,False,False
"{1,2,3}",7,1312323,1,1,1,-1,False,False
"{1,2,3}",7,1312331,1,1,1,-1,False,False
"{1,2,3}",7,1312332,1,1,1,-1,False,False
"{1,2,3}",7,1312333,1,1,1,-2,False,False
"{1,2,3}",7,1313111,3,3,3,0,False,False
"{1,2,3}",7,1313112,2,2,2,0,False,False
"{1,2,3}",7,1313113,2,2,2,0,False,False
"{1,2,3}",7,1313121,2,2,2,0,False,False
"{1,2,3}",7,1313122,1,1,1,0,False,False
"{1,2,3}",7,1313123,1,1,1,0,False,False
"{1,2,3}",7,1313131,1,1,1,0,False,False
"{1,2,3}",7,1313132,1,1,1,0,False,False
"{1,2,3}",7,1313133,1,1,1,-1,False,False
"{1,2,3}",7,1313211,2,2,2,0,False,False
"{1,2,3}",7,1313212,1,1,1,0,False,False
"{1,2,3}",7,1313213,1,1,1,0,False,False
"{1,2,3}",7,1313221,1,1,1,0,False,False
"{1,2,3}",7,1313222,1,1,1,0,False,False
"{1,2,3}",7,1313223,1,1,1,-1,False,False
"{1,2,3}",7,1313231,1,1,1,-1,False,False
"{1,2,3}",7,1313232,1,1,1,-1,False,False
"{1,2,3}",7,1313233,1,1,1,-2,False,False
"{1,2,3}",7,1313311,3,1,1,-1,True,False
"{1,2,3}",7,1313312,3,1,1,-1,True,False
"{1,2,3}",7,1313313,3,1,1,-1,True,False
"{1,2,3}",7,1313321,2,1,1,-1,True,False
"{1,2,3}",7,1313322,2,1,1,-1,True,False
"{1,2,3}",7,1313323,2,1,1,-2,True,False
"{1,2,3}",7,1313331,2,1,1,-2,True,False
"{1,2,3}",7,1313332,1,1,1,-2,False,False
