alphabet,m,word,D_ceil,L,min_g_loop
"{0,1,2,3}",7,3231112,3,1,-2
"{0,1,2,3}",7,3231113,3,1,-2
"{0,1,2,3}",7,3231120,4,2,-2
"{0,1,2,3}",7,3231121,3,1,-2
"{0,1,2,3}",7,3231122,3,0,-2
"{0,1,2,3}",7,3231123,3,0,-2
"{0,1,2,3}",7,3231130,3,1,-2
"{0,1,2,3}",7,3231131,3,0,-2
"{0,1,2,3}",7,3231132,2,0,-2
"{0,1,2,3}",7,3231133,2,0,-2
"{0,1,2,3}",7,3231200,5,3,-2
"{0,1,2,3}",7,3231201,4,2,-2
"{0,1,2,3}",7,3231202,3,1,-2
"{0,1,2,3}",7,3231203,3,1,-2
"{0,1,2,3}",7,3231210,4,2,-2
"{0,1,2,3}",7,3231211,3,1,-2
"{0,1,2,3}",7,3231212,2,0,-2
"{0,1,2,3}",7,3231213,2,0,-2
"{0,1,2,3}",7,3231220,3,1,-2
"{0,1,2,3}",7,3231221,2,0,-2
"{0,1,2,3}",7,3231222,2,0,-2
"{0,1,2,3}",7,3231223,2,0,-2
"{0,1,2,3}",7,3231230,2,0,-2
"{0,1,2,3}",7,3231231,2,0,-2
"{0,1,2,3}",7,3231232,2,0,-2
"{0,1,2,3}",7,3231233,2,0,-3
"{0,1,2,3}",7,3231300,4,2,-2
"{0,1,2,3}",7,3231301,3,1,-2
"{0,1,2,3}",7,3231302,2,0,-2
"{0,1,2,3}",7,3231303,2,0,-2
"{0,1,2,3}",7,3231310,3,1,-2
"{0,1,2,3}",7,3231311,2,0,-2
"{0,1,2,3}",7,3231312,2,0,-2
"{0,1,2,3}",7,3231313,2,0,-2
"{0,1,2,3}",7,3231320,2,0,-2
"{0,1,2,3}",7,3231321,2,0,-2
"{0,1,2,3}",7,3231322,2,0,-2
"{0,1,2,3}",7,3231323,2,0,-3
"{0,1,2,3}",7,3231330,2,0,-3
"{0,1,2,3}",7,3231331,2,0,-3
"{0,1,2,3}",7,3231332,2,0,-3
"{0,1,2,3}",7,3231333,2,0,-4
"{0,1,2,3}",7,3232000,6,4,-2
"{0,1,2,3}",7,3232001,5,3,-2
"{0,1,2,3}",7,3232002,4,2,-2
"{0,1,2,3}",7,3232003,4,2,-2
"{0,1,2,3}",7,3232010,5,3,-2
"{0,1,2,3}",7,3232011,4,2,-2
"{0,1,2,3}",7,3232012,3,1,-2
"{0,1,2,3}",7,3232013,3,1,-2
"{0,1,2,3}",7,3232020,4,2,-2
"{0,1,2,3}",7,3232021,3,1,-2
"{0,1,2,3}",7,3232022,3,0,-2
"{0,1,2,3}",7,3232023,3,0,-2
"{0,1,2,3}",7,3232030,3,1,-2
"{0,1,2,3}",7,3232031,3,0,-2
"{0,1,2,3}",7,3232032,2,0,-2
"{0,1,2,3}",7,3232033,2,0,-2
"{0,1,2,3}",7,3232100,5,3,-2
"{0,1,2,3}",7,3232101,4,2,-2
"{0,1,2,3}",7,3232102,3,1,-2
"{0,1,2,3}",7,3232103,3,1,-2
"{0,1,2,3}",7,3232110,4,2,-2
"{0,1,2,3}",7,3232111,3,1,-2
"{0,1,2,3}",7,3232112,2,0,-2
"{0,1,2,3}",7,3232113,2,0,-2
"{0,1,2,3}",7,3232120,3,1,-2
"{0,1,2,3}",7,3232121,2,0,-2
"{0,1,2,3}",7,3232122,2,0,-2
"{0,1,2,3}",7,3232123,2,0,-2
"{0,1,2,3}",7,3232130,2,0,-2
"{0,1,2,3}",7,3232131,2,0,-2
"{0,1,2,3}",7,3232132,2,0,-2
"{0,1,2,3}",7,3232133,2,0,-3
"{0,1,2,3}",7,3232200,4,2,-2
"{0,1,2,3}",7,3232201,3,1,-2
"{0,1,2,3}",7,3232202,2,0,-2
"{0,1,2,3}",7,3232203,2,0,-2
"{0,1,2,3}",7,3232210,3,1,-2
"{0,1,2,3}",7,3232211,2,0,-2
"{0,1,2,3}",7,3232212,2,0,-2
"{0,1,2,3}",7,3232213,2,0,-2
"{0,1,2,3}",7,3232220,2,0,-2
"{0,1,2,3}",7,3232221,2,0,-2
"{0,1,2,3}",7,3232222,2,0,-2
"{0,1,2,3}",7,3232223,2,0,-3
"{0,1,2,3}",7,3232230,2,0,-3
"{0,1,2,3}",7,3232231,2,0,-3
"{0,1,2,3}",7,3232232,2,0,-3
"{0,1,2,3}",7,3232233,2,0,-4
"{0,1,2,3}",7,3232300,3,1,-3
"{0,1,2,3}",7,3232301,2,0,-3
"{0,1,2,3}",7,3232302,2,0,-3
"{0,1,2,3}",7,3232303,2,0,-3
"{0,1,2,3}",7,3232310,2,0,-3
"{0,1,2,3}",7,3232311,2,0,-3
"{0,1,2,3}",7,3232312,2,0,-3
"{0,1,2,3}",7,3232313,2,0,-3
"{0,1,2,3}",7,3232320,2,0,-3
"{0,1,2,3}",7,3232321,2,0,-3
"{0,1,2,3}",7,3232322,2,0,-3
"{0,1,2,3}",7,3232323,2,0,-4
"{0,1,2,3}",7,3232330,2,0,-4
"{0,1,2,3}",7,3232331,2,0,-4
"{0,1,2,3}",7,3232332,2,0,-4
"{0,1,2,3}",7,3232333,2,0,-5
"{0,1,2,3}",7,3233000,8,3,-3
"{0,1,2,3}",7,3233001,7,2,-3
"{0,1,2,3}",7,3233002,6,1,-3
"{0,1,2,3}",7,3233003,6,1,-3
"{0,1,2,3}",7,3233010,7,2,-3
"{0,1,2,3}",7,3233011,6,1,-3
"{0,1,2,3}",7,3233012,5,0,-3
"{0,1,2,3}",7,3233013,5,0,-3
"{0,1,2,3}",7,3233020,6,1,-3
"{0,1,2,3}",7,3233021,5,0,-3
"{0,1,2,3}",7,3233022,5,0,-3
"{0,1,2,3}",7,3233023,5,0,-3
"{0,1,2,3}",7,3233030,5,0,-3
"{0,1,2,3}",7,3233031,5,0,-3
"{0,1,2,3}",7,3233032,4,0,-3
"{0,1,2,3}",7,3233033,4,0,-3
"{0,1,2,3}",7,3233100,7,2,-3
"{0,1,2,3}",7,3233101,6,1,-3
"{0,1,2,3}",7,3233102,5,0,-3
"{0,1,2,3}",7,3233103,5,0,-3
"{0,1,2,3}",7,3233110,6,1,-3
"{0,1,2,3}",7,3233111,5,0,-3
"{0,1,2,3}",7,3233112,4,0,-3
"{0,1,2,3}",7,3233113,4,0,-3
"{0,1,2,3}",7,3233120,5,0,-3
"{0,1,2,3}",7,3233121,4,0,-3
"{0,1,2,3}",7,3233122,4,0,-3
"{0,1,2,3}",7,3233123,4,0,-3
"{0,1,2,3}",7,3233130,4,0,-3
"{0,1,2,3}",7,3233131,4,0,-3
"{0,1,2,3}",7,3233132,4,0,-3
"{0,1,2,3}",7,3233133,4,0,-4
"{0,1,2,3}",7,3233200,6,1,-3
"{0,1,2,3}",7,3233201,5,0,-3
"{0,1,2,3}",7,3233202,4,0,-3
"{0,1,2,3}",7,3233203,4,0,-3
"{0,1,2,3}",7,3233210,5,0,-3
"{0,1,2,3}",7,3233211,4,0,-3
"{0,1,2,3}",7,3233212,4,0,-3
"{0,1,2,3}",7,3233213,4,0,-3
"{0,1,2,3}",7,3233220,4,0,-3
"{0,1,2,3}",7,3233221,4,0,-3
"{0,1,2,3}",7,3233222,4,0,-3
"{0,1,2,3}",7,3233223,4,0,-4
"{0,1,2,3}",7,3233230,4,0,-4
"{0,1,2,3}",7,3233231,4,0,-4
"{0,1,2,3}",7,3233232,4,0,-4
"{0,1,2,3}",7,3233233,4,0,-5
"{0,1,2,3}",7,3233300,5,0,-4
"{0,1,2,3}",7,3233301,4,0,-4
"{0,1,2,3}",7,3233302,4,0,-4
"{0,1,2,3}",7,3233303,4,0,-4
"{0,1,2,3}",7,3233310,4,0,-4
"{0,1,2,3}",7,3233311,4,0,-4
"{0,1,2,3}",7,3233312,4,0,-4
"{0,1,2,3}",7,3233313,4,0,-4
"{0,1,2,3}",7,3233320,4,0,-4
"{0,1,2,3}",7,3233321,4,0,-4
"{0,1,2,3}",7,3233322,4,0,-4
"{0,1,2,3}",7,3233323,4,0,-5
"{0,1,2,3}",7,3233330,4,0,-5
"{0,1,2,3}",7,3233331,4,0,-5
"{0,1,2,3}",7,3233332,3,0,-5
"{0,1,2,3}",7,3233333,3,0,-6
"{0,1,2,3}",7,3300000,10,8,-2
"{0,1,2,3}",7,3300001,9,7,-2
"{0,1,2,3}",7,3300002,8,6,-2
"{0,1,2,3}",7,3300003,8,6,-2
"{0,1,2,3}",7,3300010,9,7,-2
"{0,1,2,3}",7,3300011,8,6,-2
"{0,1,2,3}",7,3300012,7,5,-2
"{0,1,2,3}",7,3300013,7,5,-2
"{0,1,2,3}",7,3300020,8,6,-2
"{0,1,2,3}",7,3300021,7,5,-2
"{0,1,2,3}",7,3300022,7,4,-2
"{0,1,2,3}",7,3300023,7,4,-2
"{0,1,2,3}",7,3300030,7,5,-2
"{0,1,2,3}",7,3300031,7,4,-2
"{0,1,2,3}",7,3300032,6,4,-2
"{0,1,2,3}",7,3300033,6,4,-2
"{0,1,2,3}",7,3300100,9,7,-2
"{0,1,2,3}",7,3300101,8,6,-2
"{0,1,2,3}",7,3300102,7,5,-2
"{0,1,2,3}",7,3300103,7,5,-2
"{0,1,2,3}",7,3300110,8,6,-2
"{0,1,2,3}",7,3300111,7,5,-2
"{0,1,2,3}",7,3300112,6,4,-2
"{0,1,2,3}",7,3300113,6,4,-2
"{0,1,2,3}",7,3300120,7,5,-2
"{0,1,2,3}",7,3300121,6,4,-2
"{0,1,2,3}",7,3300122,6,3,-2
"{0,1,2,3}",7,3300123,6,3,-2
"{0,1,2,3}",7,3300130,6,4,-2
"{0,1,2,3}",7,3300131,6,3,-2
"{0,1,2,3}",7,3300132,5,3,-2
"{0,1,2,3}",7,3300133,5,3,-2
"{0,1,2,3}",7,3300200,8,6,-2
"{0,1,2,3}",7,3300201,7,5,-2
"{0,1,2,3}",7,3300202,6,4,-2
"{0,1,2,3}",7,3300203,6,4,-2
"{0,1,2,3}",7,3300210,7,5,-2
"{0,1,2,3}",7,3300211,6,4,-2
"{0,1,2,3}",7,3300212,5,3,-2
"{0,1,2,3}",7,3300213,5,3,-2
"{0,1,2,3}",7,3300220,6,4,-2
"{0,1,2,3}",7,3300221,5,3,-2
"{0,1,2,3}",7,3300222,5,2,-2
"{0,1,2,3}",7,3300223,5,2,-2
"{0,1,2,3}",7,3300230,5,3,-2
"{0,1,2,3}",7,3300231,5,2,-2
"{0,1,2,3}",7,3300232,4,2,-2
"{0,1,2,3}",7,3300233,4,2,-2
"{0,1,2,3}",7,3300300,7,5,-2
"{0,1,2,3}",7,3300301,6,4,-2
"{0,1,2,3}",7,3300302,5,3,-2
"{0,1,2,3}",7,3300303,5,3,-2
"{0,1,2,3}",7,3300310,6,4,-2
"{0,1,2,3}",7,3300311,5,3,-2
"{0,1,2,3}",7,3300312,4,2,-2
"{0,1,2,3}",7,3300313,4,2,-2
"{0,1,2,3}",7,3300320,5,3,-2
"{0,1,2,3}",7,3300321,4,2,-2
"{0,1,2,3}",7,3300322,4,2,-2
"{0,1,2,3}",7,3300323,4,2,-2
"{0,1,2,3}",7,3300330,4,2,-2
"{0,1,2,3}",7,3300331,4,2,-2
"{0,1,2,3}",7,3300332,4,2,-2
"{0,1,2,3}",7,3300333,4,2,-2
"{0,1,2,3}",7,3301000,9,7,-2
"{0,1,2,3}",7,3301001,8,6,-2
"{0,1,2,3}",7,3301002,7,5,-2
"{0,1,2,3}",7,3301003,7,5,-2
"{0,1,2,3}",7,3301010,8,6,-2
"{0,1,2,3}",7,3301011,7,5,-2
"{0,1,2,3}",7,3301012,6,4,-2
"{0,1,2,3}",7,3301013,6,4,-2
"{0,1,2,3}",7,3301020,7,5,-2
"{0,1,2,3}",7,3301021,6,4,-2
"{0,1,2,3}",7,3301022,6,3,-2
"{0,1,2,3}",7,3301023,6,3,-2
"{0,1,2,3}",7,3301030,6,4,-2
"{0,1,2,3}",7,3301031,6,3,-2
"{0,1,2,3}",7,3301032,5,3,-2
"{0,1,2,3}",7,3301033,5,3,-2
"{0,1,2,3}",7,3301100,8,6,-2
"{0,1,2,3}",7,3301101,7,5,-2
"{0,1,2,3}",7,3301102,6,4,-2
"{0,1,2,3}",7,3301103,6,4,-2
"{0,1,2,3}",7,3301110,7,5,-2
"{0,1,2,3}",7,3301111,6,4,-2
"{0,1,2,3}",7,3301112,5,3,-2
"{0,1,2,3}",7,3301113,5,3,-2
"{0,1,2,3}",7,3301120,6,4,-2
"{0,1,2,3}",7,3301121,5,3,-2
"{0,1,2,3}",7,3301122,5,2,-2
"{0,1,2,3}",7,3301123,5,2,-2
"{0,1,2,3}",7,3301130,5,3,-2
"{0,1,2,3}",7,3301131,5,2,-2
"{0,1,2,3}",7,3301132,4,2,-2
"{0,1,2,3}",7,3301133,4,2,-2
"{0,1,2,3}",7,3301200,7,5,-2
"{0,1,2,3}",7,3301201,6,4,-2
"{0,1,2,3}",7,3301202,5,3,-2
"{0,1,2,3}",7,3301203,5,3,-2
"{0,1,2,3}",7,3301210,6,4,-2
"{0,1,2,3}",7,3301211,5,3,-2
"{0,1,2,3}",7,3301212,4,2,-2
"{0,1,2,3}",7,3301213,4,2,-2
"{0,1,2,3}",7,3301220,5,3,-2
"{0,1,2,3}",7,3301221,4,2,-2
"{0,1,2,3}",7,3301222,4,1,-2
"{0,1,2,3}",7,3301223,4,1,-2
"{0,1,2,3}",7,3301230,4,2,-2
"{0,1,2,3}",7,3301231,4,1,-2
"{0,1,2,3}",7,3301232,3,1,-2
"{0,1,2,3}",7,3301233,3,1,-2
"{0,1,2,3}",7,3301300,6,4,-2
"{0,1,2,3}",7,3301301,5,3,-2
"{0,1,2,3}",7,3301302,4,2,-2
"{0,1,2,3}",7,3301303,4,2,-2
"{0,1,2,3}",7,3301310,5,3,-2
"{0,1,2,3}",7,3301311,4,2,-2
"{0,1,2,3}",7,3301312,3,1,-2
"{0,1,2,3}",7,3301313,3,1,-2
"{0,1,2,3}",7,3301320,4,2,-2
"{0,1,2,3}",7,3301321,3,1,-2
"{0,1,2,3}",7,3301322,3,1,-2
"{0,1,2,3}",7,3301323,3,1,-2
"{0,1,2,3}",7,3301330,3,1,-2
"{0,1,2,3}",7,3301331,3,1,-2
"{0,1,2,3}",7,3301332,3,1,-2
"{0,1,2,3}",7,3301333,3,1,-2
"{0,1,2,3}",7,3302000,8,6,-2
"{0,1,2,3}",7,3302001,7,5,-2
"{0,1,2,3}",7,3302002,6,4,-2
"{0,1,2,3}",7,3302003,6,4,-2
"{0,1,2,3}",7,3302010,7,5,-2
"{0,1,2,3}",7,3302011,6,4,-2
"{0,1,2,3}",7,3302012,5,3,-2
"{0,1,2,3}",7,3302013,5,3,-2
"{0,1,2,3}",7,3302020,6,4,-2
"{0,1,2,3}",7,3302021,5,3,-2
"{0,1,2,3}",7,3302022,5,2,-2
"{0,1,2,3}",7,3302023,5,2,-2
"{0,1,2,3}",7,3302030,5,3,-2
"{0,1,2,3}",7,3302031,5,2,-2
"{0,1,2,3}",7,3302032,4,2,-2
"{0,1,2,3}",7,3302033,4,2,-2
"{0,1,2,3}",7,3302100,7,5,-2
"{0,1,2,3}",7,3302101,6,4,-2
"{0,1,2,3}",7,3302102,5,3,-2
"{0,1,2,3}",7,3302103,5,3,-2
"{0,1,2,3}",7,3302110,6,4,-2
"{0,1,2,3}",7,3302111,5,3,-2
"{0,1,2,3}",7,3302112,4,2,-2
"{0,1,2,3}",7,3302113,4,2,-2
"{0,1,2,3}",7,3302120,5,3,-2
"{0,1,2,3}",7,3302121,4,2,-2
"{0,1,2,3}",7,3302122,4,1,-2
"{0,1,2,3}",7,3302123,4,1,-2
"{0,1,2,3}",7,3302130,4,2,-2
"{0,1,2,3}",7,3302131,4,1,-2
"{0,1,2,3}",7,3302132,3,1,-2
"{0,1,2,3}",7,3302133,3,1,-2
"{0,1,2,3}",7,3302200,6,4,-2
"{0,1,2,3}",7,3302201,5,3,-2
"{0,1,2,3}",7,3302202,4,2,-2
"{0,1,2,3}",7,3302203,4,2,-2
"{0,1,2,3}",7,3302210,5,3,-2
"{0,1,2,3}",7,3302211,4,2,-2
"{0,1,2,3}",7,3302212,3,1,-2
"{0,1,2,3}",7,3302213,3,1,-2
"{0,1,2,3}",7,3302220,4,2,-2
"{0,1,2,3}",7,3302221,3,1,-2
"{0,1,2,3}",7,3302222,3,0,-2
"{0,1,2,3}",7,3302223,3,0,-2
"{0,1,2,3}",7,3302230,3,1,-2
"{0,1,2,3}",7,3302231,3,0,-2
"{0,1,2,3}",7,3302232,3,0,-2
"{0,1,2,3}",7,3302233,3,0,-2
"{0,1,2,3}",7,3302300,5,3,-2
"{0,1,2,3}",7,3302301,4,2,-2
"{0,1,2,3}",7,3302302,3,1,-2
"{0,1,2,3}",7,3302303,3,1,-2
"{0,1,2,3}",7,3302310,4,2,-2
"{0,1,2,3}",7,3302311,3,1,-2
"{0,1,2,3}",7,3302312,3,0,-2
"{0,1,2,3}",7,3302313,3,0,-2
"{0,1,2,3}",7,3302320,3,1,-2
"{0,1,2,3}",7,3302321,3,0,-2
"{0,1,2,3}",7,3302322,3,0,-2
"{0,1,2,3}",7,3302323,3,0,-2
"{0,1,2,3}",7,3302330,3,0,-2
"{0,1,2,3}",7,3302331,3,0,-2
"{0,1,2,3}",7,3302332,3,0,-2
"{0,1,2,3}",7,3302333,3,0,-3
"{0,1,2,3}",7,3303000,7,5,-2
"{0,1,2,3}",7,3303001,6,4,-2
"{0,1,2,3}",7,3303002,5,3,-2
"{0,1,2,3}",7,3303003,5,3,-2
"{0,1,2,3}",7,3303010,6,4,-2
"{0,1,2,3}",7,3303011,5,3,-2
"{0,1,2,3}",7,3303012,4,2,-2
"{0,1,2,3}",7,3303013,4,2,-2
"{0,1,2,3}",7,3303020,5,3,-2
"{0,1,2,3}",7,3303021,4,2,-2
"{0,1,2,3}",7,3303022,4,1,-2
"{0,1,2,3}",7,3303023,4,1,-2
"{0,1,2,3}",7,3303030,4,2,-2
"{0,1,2,3}",7,3303031,4,1,-2
"{0,1,2,3}",7,3303032,3,1,-2
"{0,1,2,3}",7,3303033,3,1,-2
"{0,1,2,3}",7,3303100,6,4,-2
"{0,1,2,3}",7,3303101,5,3,-2
"{0,1,2,3}",7,3303102,4,2,-2
"{0,1,2,3}",7,3303103,4,2,-2
"{0,1,2,3}",7,3303110,5,3,-2
"{0,1,2,3}",7,3303111,4,2,-2
"{0,1,2,3}",7,3303112,3,1,-2
"{0,1,2,3}",7,3303113,3,1,-2
"{0,1,2,3}",7,3303120,4,2,-2
"{0,1,2,3}",7,3303121,3,1,-2
"{0,1,2,3}",7,3303122,3,0,-2
"{0,1,2,3}",7,3303123,3,0,-2
"{0,1,2,3}",7,3303130,3,1,-2
"{0,1,2,3}",7,3303131,3,0,-2
"{0,1,2,3}",7,3303132,3,0,-2
"{0,1,2,3}",7,3303133,3,0,-2
"{0,1,2,3}",7,3303200,5,3,-2
"{0,1,2,3}",7,3303201,4,2,-2
"{0,1,2,3}",7,3303202,3,1,-2
"{0,1,2,3}",7,3303203,3,1,-2
"{0,1,2,3}",7,3303210,4,2,-2
"{0,1,2,3}",7,3303211,3,1,-2
"{0,1,2,3}",7,3303212,3,0,-2
"{0,1,2,3}",7,3303213,3,0,-2
"{0,1,2,3}",7,3303220,3,1,-2
"{0,1,2,3}",7,3303221,3,0,-2
"{0,1,2,3}",7,3303222,3,0,-2
"{0,1,2,3}",7,3303223,3,0,-2
"{0,1,2,3}",7,3303230,3,0,-2
"{0,1,2,3}",7,3303231,3,0,-2
"{0,1,2,3}",7,3303232,3,0,-2
"{0,1,2,3}",7,3303233,3,0,-3
"{0,1,2,3}",7,3303300,4,2,-2
"{0,1,2,3}",7,3303301,3,1,-2
"{0,1,2,3}",7,3303302,3,0,-2
"{0,1,2,3}",7,3303303,3,0,-2
"{0,1,2,3}",7,3303310,3,1,-2
"{0,1,2,3}",7,3303311,3,0,-2
"{0,1,2,3}",7,3303312,3,0,-2
"{0,1,2,3}",7,3303313,3,0,-2
"{0,1,2,3}",7,3303320,3,0,-2
"{0,1,2,3}",7,3303321,3,0,-2
"{0,1,2,3}",7,3303322,3,0,-2
"{0,1,2,3}",7,3303323,3,0,-3
"{0,1,2,3}",7,3303330,3,0,-3
"{0,1,2,3}",7,3303331,3,0,-3
"{0,1,2,3}",7,3303332,3,0,-3
"{0,1,2,3}",7,3303333,3,0,-4
"{0,1,2,3}",7,3310000,9,7,-2
"{0,1,2,3}",7,3310001,8,6,-2
"{0,1,2,3}",7,3310002,7,5,-2
"{0,1,2,3}",7,3310003,7,5,-2
"{0,1,2,3}",7,3310010,8,6,-2
"{0,1,2,3}",7,3310011,7,5,-2
"{0,1,2,3}",7,3310012,6,4,-2
"{0,1,2,3}",7,3310013,6,4,-2
"{0,1,2,3}",7,3310020,7,5,-2
"{0,1,2,3}",7,3310021,6,4,-2
"{0,1,2,3}",7,3310022,6,3,-2
"{0,1,2,3}",7,3310023,6,3,-2
"{0,1,2,3}",7,3310030,6,4,-2
"{0,1,2,3}",7,3310031,6,3,-2
"{0,1,2,3}",7,3310032,5,3,-2
"{0,1,2,3}",7,3310033,5,3,-2
"{0,1,2,3}",7,3310100,8,6,-2
"{0,1,2,3}",7,3310101,7,5,-2
"{0,1,2,3}",7,3310102,6,4,-2
"{0,1,2,3}",7,3310103,6,4,-2
"{0,1,2,3}",7,3310110,7,5,-2
"{0,1,2,3}",7,3310111,6,4,-2
"{0,1,2,3}",7,3310112,5,3,-2
"{0,1,2,3}",7,3310113,5,3,-2
"{0,1,2,3}",7,3310120,6,4,-2
"{0,1,2,3}",7,3310121,5,3,-2
"{0,1,2,3}",7,3310122,5,2,-2
"{0,1,2,3}",7,3310123,5,2,-2
"{0,1,2,3}",7,3310130,5,3,-2
"{0,1,2,3}",7,3310131,5,2,-2
"{0,1,2,3}",7,3310132,4,2,-2
"{0,1,2,3}",7,3310133,4,2,-2
"{0,1,2,3}",7,3310200,7,5,-2
"{0,1,2,3}",7,3310201,6,4,-2
"{0,1,2,3}",7,3310202,5,3,-2
"{0,1,2,3}",7,3310203,5,3,-2
"{0,1,2,3}",7,3310210,6,4,-2
"{0,1,2,3}",7,3310211,5,3,-2
"{0,1,2,3}",7,3310212,4,2,-2
"{0,1,2,3}",7,3310213,4,2,-2
"{0,1,2,3}",7,3310220,5,3,-2
"{0,1,2,3}",7,3310221,4,2,-2
"{0,1,2,3}",7,3310222,4,1,-2
"{0,1,2,3}",7,3310223,4,1,-2
"{0,1,2,3}",7,3310230,4,2,-2
"{0,1,2,3}",7,3310231,4,1,-2
"{0,1,2,3}",7,3310232,3,1,-2
"{0,1,2,3}",7,3310233,3,1,-2
"{0,1,2,3}",7,3310300,6,4,-2
"{0,1,2,3}",7,3310301,5,3,-2
"{0,1,2,3}",7,3310302,4,2,-2
"{0,1,2,3}",7,3310303,4,2,-2
"{0,1,2,3}",7,3310310,5,3,-2
"{0,1,2,3}",7,3310311,4,2,-2
"{0,1,2,3}",7,3310312,3,1,-2
"{0,1,2,3}",7,3310313,3,1,-2
"{0,1,2,3}",7,3310320,4,2,-2
"{0,1,2,3}",7,3310321,3,1,-2
"{0,1,2,3}",7,3310322,3,1,-2
"{0,1,2,3}",7,3310323,3,1,-2
"{0,1,2,3}",7,3310330,3,1,-2
"{0,1,2,3}",7,3310331,3,1,-2
"{0,1,2,3}",7,3310332,3,1,-2
"{0,1,2,3}",7,3310333,3,1,-2
"{0,1,2,3}",7,3311000,8,6,-2
"{0,1,2,3}",7,3311001,7,5,-2
"{0,1,2,3}",7,3311002,6,4,-2
"{0,1,2,3}",7,3311003,6,4,-2
"{0,1,2,3}",7,3311010,7,5,-2
"{0,1,2,3}",7,3311011,6,4,-2
"{0,1,2,3}",7,3311012,5,3,-2
"{0,1,2,3}",7,3311013,5,3,-2
"{0,1,2,3}",7,3311020,6,4,-2
"{0,1,2,3}",7,3311021,5,3,-2
"{0,1,2,3}",7,3311022,5,2,-2
"{0,1,2,3}",7,3311023,5,2,-2
"{0,1,2,3}",7,3311030,5,3,-2
"{0,1,2,3}",7,3311031,5,2,-2
"{0,1,2,3}",7,3311032,4,2,-2
"{0,1,2,3}",7,3311033,4,2,-2
"{0,1,2,3}",7,3311100,7,5,-2
"{0,1,2,3}",7,3311101,6,4,-2
"{0,1,2,3}",7,3311102,5,3,-2
"{0,1,2,3}",7,3311103,5,3,-2
"{0,1,2,3}",7,3311110,6,4,-2
"{0,1,2,3}",7,3311111,5,3,-2
"{0,1,2,3}",7,3311112,4,2,-2
"{0,1,2,3}",7,3311113,4,2,-2
"{0,1,2,3}",7,3311120,5,3,-2
"{0,1,2,3}",7,3311121,4,2,-2
"{0,1,2,3}",7,3311122,4,1,-2
"{0,1,2,3}",7,3311123,4,1,-2
"{0,1,2,3}",7,3311130,4,2,-2
"{0,1,2,3}",7,3311131,4,1,-2
"{0,1,2,3}",7,3311132,3,1,-2
"{0,1,2,3}",7,3311133,3,1,-2
"{0,1,2,3}",7,3311200,6,4,-2
"{0,1,2,3}",7,3311201,5,3,-2
"{0,1,2,3}",7,3311202,4,2,-2
"{0,1,2,3}",7,3311203,4,2,-2
"{0,1,2,3}",7,3311210,5,3,-2
"{0,1,2,3}",7,3311211,4,2,-2
"{0,1,2,3}",7,3311212,3,1,-2
"{0,1,2,3}",7,3311213,3,1,-2
"{0,1,2,3}",7,3311220,4,2,-2
"{0,1,2,3}",7,3311221,3,1,-2
"{0,1,2,3}",7,3311222,3,0,-2
"{0,1,2,3}",7,3311223,3,0,-2
"{0,1,2,3}",7,3311230,3,1,-2
"{0,1,2,3}",7,3311231,3,0,-2
"{0,1,2,3}",7,3311232,2,0,-2
"{0,1,2,3}",7,3311233,2,0,-2
"{0,1,2,3}",7,3311300,5,3,-2
"{0,1,2,3}",7,3311301,4,2,-2
"{0,1,2,3}",7,3311302,3,1,-2
"{0,1,2,3}",7,3311303,3,1,-2
"{0,1,2,3}",7,3311310,4,2,-2
"{0,1,2,3}",7,3311311,3,1,-2
"{0,1,2,3}",7,3311312,2,0,-2
"{0,1,2,3}",7,3311313,2,0,-2
"{0,1,2,3}",7,3311320,3,1,-2
"{0,1,2,3}",7,3311321,2,0,-2
"{0,1,2,3}",7,3311322,2,0,-2
"{0,1,2,3}",7,3311323,2,0,-2
"{0,1,2,3}",7,3311330,2,0,-2
"{0,1,2,3}",7,3311331,2,0,-2
"{0,1,2,3}",7,3311332,2,0,-2
"{0,1,2,3}",7,3311333,2,0,-3
"{0,1,2,3}",7,3312000,7,5,-2
"{0,1,2,3}",7,3312001,6,4,-2
"{0,1,2,3}",7,3312002,5,3,-2
"{0,1,2,3}",7,3312003,5,3,-2
"{0,1,2,3}",7,3312010,6,4,-2
"{0,1,2,3}",7,3312011,5,3,-2
"{0,1,2,3}",7,3312012,4,2,-2
"{0,1,2,3}",7,3312013,4,2,-2
"{0,1,2,3}",7,3312020,5,3,-2
"{0,1,2,3}",7,3312021,4,2,-2
"{0,1,2,3}",7,3312022,4,1,-2
"{0,1,2,3}",7,3312023,4,1,-2
"{0,1,2,3}",7,3312030,4,2,-2
"{0,1,2,3}",7,3312031,4,1,-2
"{0,1,2,3}",7,3312032,3,1,-2
"{0,1,2,3}",7,3312033,3,1,-2
"{0,1,2,3}",7,3312100,6,4,-2
"{0,1,2,3}",7,3312101,5,3,-2
"{0,1,2,3}",7,3312102,4,2,-2
"{0,1,2,3}",7,3312103,4,2,-2
"{0,1,2,3}",7,3312110,5,3,-2
"{0,1,2,3}",7,3312111,4,2,-2
"{0,1,2,3}",7,3312112,3,1,-2
"{0,1,2,3}",7,3312113,3,1,-2
"{0,1,2,3}",7,3312120,4,2,-2
"{0,1,2,3}",7,3312121,3,1,-2
"{0,1,2,3}",7,3312122,3,0,-2
"{0,1,2,3}",7,3312123,3,0,-2
